b9a73a9564370a8c548665f0ceec4c9f96342c1eb2aa0c4a7f05477ccee1f95b,b7d4464857cae5fd297ee44b6be1015a253022b8eb09279be9cf521697e22f89,10e16b35b463d45f38f68a83b3c65c2ca8feb4bfdbe552e2ac92ef1ad00d2fd8,47645ed2aa403705bdd9484729f656a851c368f461eafad4f3178c79a4d8cb81,8dfd9dd36a1354d4400f7c097619a80abf987fb4083b3c246d47c6de6edd4987,b51fb9762f1de6cecb3cbeb085ed731bd04bfc8da97ff4d1763f3dbe603e4491,604152312f56c4e4b75fb1b428e65e1bdb5108d5dedda03f21624ce2800120e9,4b1b1b38636dbcbf50ce137b86751daf6ca166750e701a808f581adf3a87d2c9,35be4e2f10d6ddbb788e6a898c5b43540f920fbf58764e1de323fd74617931dc,05172864f4dbfcac2f5ea58619a40ed1ea99ca55f07c176decb40f7e61a1929e,7d21b0a84cca1882783de13d1c5bb410658455cab9ceace8655275494b7cb27f,34c6ddc6276c70deb37e4e92d5ba8d5e0c182a794b6b7bddb8c74190ad5e3b81
"封印有美里的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","美里的記憶碎片","11","99999","2015/12/17 15:00:00","31015","2030/08/01 14:59:59","31015","1","6120212","0"
"封印有鈴奈的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","鈴奈的記憶碎片","11","99999","2015/12/17 15:00:00","31016","2030/08/01 14:59:59","31016","1","2222112","0"
"封印有香織的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","香織的記憶碎片","11","99999","2015/12/17 15:00:00","31017","2030/08/01 14:59:59","31017","1","1004112","0"
"封印有伊緒的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","伊緒的記憶碎片","11","99999","2015/12/17 15:00:00","31018","2030/08/01 14:59:59","31018","1","104112","0"
"封印有美美的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","美美的記憶碎片","11","99999","2015/12/17 15:00:00","31020","2030/08/01 14:59:59","31020","1","6161112","0"
"封印有胡桃的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","胡桃的記憶碎片","11","99999","2015/12/17 15:00:00","31021","2030/08/01 14:59:59","31021","1","1282112","0"
"封印有依里的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","依里的記憶碎片","11","99999","2015/12/17 15:00:00","31022","2030/08/01 14:59:59","31022","1","7481112","0"
"封印有綾音的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","綾音的記憶碎片","11","99999","2015/12/17 15:00:00","31023","2030/08/01 14:59:59","31023","1","70112","0"
"封印有鈴莓的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","鈴莓的記憶碎片","11","99999","2015/12/17 15:00:00","31025","2030/08/01 14:59:59","31025","1","2222212","0"
"封印有鈴的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","鈴的記憶碎片","11","99999","2015/12/17 15:00:00","31026","2030/08/01 14:59:59","31026","1","8194112","0"
"封印有惠理子的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","惠理子的記憶碎片","11","99999","2015/12/17 15:00:00","31027","2030/08/01 14:59:59","31027","1","381112","0"
"封印有咲戀的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","咲戀的記憶碎片","11","99999","2015/12/17 15:00:00","31028","2030/08/01 14:59:59","31028","1","2083112","0"
"封印有望的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","望的記憶碎片","11","99999","2015/12/17 15:00:00","31029","2030/08/01 14:59:59","31029","1","4424112","0"
"封印有妮諾的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","妮諾的記憶碎片","11","99999","2015/12/17 15:00:00","31030","2030/08/01 14:59:59","31030","1","4144112","0"
"封印有忍的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","忍的記憶碎片","11","99999","2015/12/17 15:00:00","31031","2030/08/01 14:59:59","31031","1","2144112","0"
"封印有秋乃的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","秋乃的記憶碎片","11","99999","2015/12/17 15:00:00","31032","2030/08/01 14:59:59","31032","1","11112","0"
"封印有真陽的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","真陽的記憶碎片","11","99999","2015/12/17 15:00:00","31033","2030/08/01 14:59:59","31033","1","6051112","0"
"封印有優花梨的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","優花梨的記憶碎片","11","99999","2015/12/17 15:00:00","31034","2030/08/01 14:59:59","31034","1","7210112","0"
"封印有鏡華的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","鏡華的記憶碎片","11","99999","2015/12/17 15:00:00","31036","2030/08/01 14:59:59","31036","1","1174112","0"
"封印有智的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","智的記憶碎片","11","99999","2015/12/17 15:00:00","31037","2030/08/01 14:59:59","31037","1","3464112","0"
"封印有栞的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","栞的記憶碎片","11","99999","2015/12/17 15:00:00","31038","2030/08/01 14:59:59","31038","1","2104112","0"
"封印有碧的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","碧的記憶碎片","11","99999","2015/12/17 15:00:00","31040","2030/08/01 14:59:59","31040","1","4112","0"
"封印有千歌的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","千歌的記憶碎片","11","99999","2015/12/17 15:00:00","31042","2030/08/01 14:59:59","31042","1","3110112","0"
"封印有真琴的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","真琴的記憶碎片","11","99999","2015/12/17 15:00:00","31043","2030/08/01 14:59:59","31043","1","6014112","0"
"封印有伊莉亞的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","伊莉亞的記憶碎片","11","99999","2015/12/17 15:00:00","31044","2030/08/01 14:59:59","31044","1","171112","0"
"封印有空花的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","空花的記憶碎片","11","99999","2015/12/17 15:00:00","31045","2030/08/01 14:59:59","31045","1","1202112","0"
"封印有珠希的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","珠希的記憶碎片","11","99999","2015/12/17 15:00:00","31046","2030/08/01 14:59:59","31046","1","3060112","0"
"封印有純的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","純的記憶碎片","11","99999","2015/12/17 15:00:00","31047","2030/08/01 14:59:59","31047","1","2172112","0"
"封印有美冬的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","美冬的記憶碎片","11","99999","2015/12/17 15:00:00","31048","2030/08/01 14:59:59","31048","1","6152112","0"
"封印有靜流的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","靜流的記憶碎片","11","99999","2015/12/17 15:00:00","31049","2030/08/01 14:59:59","31049","1","2122112","0"
"封印有美咲的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","美咲的記憶碎片","11","99999","2015/12/17 15:00:00","31050","2030/08/01 14:59:59","31050","1","6120112","0"
"封印有深月的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","深月的記憶碎片","11","99999","2015/12/17 15:00:00","31051","2030/08/01 14:59:59","31051","1","6132112","0"
"封印有莉瑪的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","莉瑪的記憶碎片","11","99999","2015/12/17 15:00:00","31052","2030/08/01 14:59:59","31052","1","8160112","0"
"封印有莫妮卡的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","莫妮卡的記憶碎片","11","99999","2015/12/17 15:00:00","31053","2030/08/01 14:59:59","31053","1","6441112","0"
"封印有紡希的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","紡希的記憶碎片","11","99999","2015/12/17 15:00:00","31054","2030/08/01 14:59:59","31054","1","3262112","0"
"封印有步未的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","步未的記憶碎片","11","99999","2019/07/26 16:00:00","31055","2030/08/01 14:59:59","31055","1","72112","0"
"封印有流夏的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","流夏的記憶碎片","11","99999","2019/03/13 16:00:00","31056","2030/08/01 14:59:59","31056","1","8210112","0"
"封印有吉塔的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","吉塔的記憶碎片","11","99999","2015/12/17 15:00:00","31057","2030/08/01 14:59:59","31057","1","2101112","0"
"封印有貪吃佩可的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","貪吃佩可的記憶碎片","11","99999","2015/12/17 15:00:00","31058","2030/08/01 14:59:59","31058","1","5314112","0"
"封印有可可蘿的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","可可蘿的記憶碎片","11","99999","2015/12/17 15:00:00","31059","2030/08/01 14:59:59","31059","1","1432112","0"
"封印有凱留的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","凱留的記憶碎片","11","99999","2015/12/17 15:00:00","31060","2030/08/01 14:59:59","31060","1","1170112","0"
"封印有矛依未的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","矛依未的記憶碎片","11","99999","2019/07/01 16:00:00","31061","2030/08/01 14:59:59","31061","1","6201112","0"
"封印有亞里莎的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","亞里莎的記憶碎片","11","99999","2015/12/17 15:00:00","31063","2030/08/01 14:59:59","31063","1","81212","0"
"封印有雪菲的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","雪菲的記憶碎片","11","99999","2021/06/19 16:00:00","31064","2030/08/01 14:59:59","31064","1","2103112","0"
"封印有嘉夜的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","嘉夜的記憶碎片","11","99999","2020/03/19 16:00:00","31065","2030/08/01 14:59:59","31065","1","1070112","0"
"封印有祈梨的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","祈梨的記憶碎片","11","99999","2020/09/16 16:00:00","31066","2030/08/01 14:59:59","31066","1","144112","0"
"封印有帆稀的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","帆稀的記憶碎片","11","99999","2015/12/17 15:00:00","31067","2030/08/01 14:59:59","31067","1","5460112","0"
"封印有拉比林斯達的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","拉比林斯達的記憶碎片","11","99999","2020/12/18 16:00:00","31068","2030/08/01 14:59:59","31068","1","8051112","0"
"封印有霸瞳皇帝的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","霸瞳皇帝的記憶碎片","11","99999","2015/12/17 15:00:00","31069","2030/08/01 14:59:59","31069","1","1001112","0"
"封印有似似花的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","似似花的記憶碎片","11","99999","2020/01/21 16:00:00","31070","2030/08/01 14:59:59","31070","1","4343112","0"
"封印有克莉絲提娜的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","克莉絲提娜的記憶碎片","11","99999","2019/02/01 12:00:00","31071","2030/08/01 14:59:59","31071","1","1281212","0"
"封印有貪吃佩可（夏日）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","貪吃佩可（夏日）的記憶碎片","11","99999","2015/12/17 15:00:00","31075","2030/08/01 14:59:59","31075","1","5314122","0"
"封印有可可蘿（夏日）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","可可蘿（夏日）的記憶碎片","11","99999","2015/12/17 15:00:00","31076","2030/08/01 14:59:59","31076","1","1432122","0"
"封印有鈴莓（夏日）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","鈴莓（夏日）的記憶碎片","11","99999","2015/12/17 15:00:00","31077","2030/08/01 14:59:59","31077","1","2222222","0"
"封印有凱留（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","凱留（夏日）的記憶碎片","11","99999","2015/12/17 15:00:00","31078","2030/08/01 14:59:59","31078","1","1170122","0"
"封印有珠希（夏日）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","珠希（夏日）的記憶碎片","11","99999","2015/12/17 15:00:00","31079","2030/08/01 14:59:59","31079","1","3060122","0"
"封印有美冬（夏日）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","美冬（夏日）的記憶碎片","11","99999","2015/12/17 15:00:00","31080","2030/08/01 14:59:59","31080","1","6152122","0"
"封印有忍（萬聖節）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","忍（萬聖節）的記憶碎片","11","99999","2015/12/17 15:00:00","31081","2030/08/01 14:59:59","31081","1","2144122","0"
"封印有宮子（萬聖節）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","宮子（萬聖節）的記憶碎片","11","99999","2019/03/06 16:00:00","31082","2030/08/01 14:59:59","31082","1","6170122","0"
"封印有美咲（萬聖節）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","美咲（萬聖節）的記憶碎片","11","99999","2019/02/27 16:00:00","31083","2030/08/01 14:59:59","31083","1","6120122","0"
"封印有千歌（聖誕節）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","千歌（聖誕節）的記憶碎片","11","99999","2015/12/17 15:00:00","31084","2030/08/01 14:59:59","31084","1","3110122","0"
"封印有胡桃（聖誕節）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","0","胡桃（聖誕節）的記憶碎片","11","99999","2019/05/02 16:00:00","31085","2030/08/01 14:59:59","31085","1","1282122","0"
"封印有綾音（聖誕節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","綾音（聖誕節）的記憶碎片","11","99999","2015/12/17 15:00:00","31086","2030/08/01 14:59:59","31086","1","70122","0"
"封印有日和（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","日和（新年）的記憶碎片","11","99999","2019/06/03 16:00:00","31087","2030/08/01 14:59:59","31087","1","5174122","0"
"封印有優衣（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","優衣（新年）的記憶碎片","11","99999","2019/05/07 16:00:00","31088","2030/08/01 14:59:59","31088","1","7201122","0"
"封印有怜（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","怜（新年）的記憶碎片","11","99999","2019/06/03 16:00:00","31089","2030/08/01 14:59:59","31089","1","8301122","0"
"封印有惠理子（情人節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","惠理子（情人節）的記憶碎片","11","99999","2019/07/01 16:00:00","31090","2030/08/01 14:59:59","31090","1","381122","0"
"封印有靜流（情人節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","靜流（情人節）的記憶碎片","11","99999","2019/06/17 16:00:00","31091","2030/08/01 14:59:59","31091","1","2122122","0"
"封印有安的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","安的記憶碎片","11","99999","2019/08/01 16:00:00","31092","2030/08/01 14:59:59","31092","1","94112","0"
"封印有露的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","露的記憶碎片","11","99999","2019/08/01 16:00:00","31093","2030/08/01 14:59:59","31093","1","8202112","0"
"封印有古蕾婭的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","古蕾婭的記憶碎片","11","99999","2019/08/15 16:00:00","31094","2030/08/01 14:59:59","31094","1","1283112","0"
"封印有空花（大江戶）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","空花（大江戶）的記憶碎片","11","99999","2019/09/02 16:00:00","31095","2030/08/01 14:59:59","31095","1","1202122","0"
"封印有妮諾（大江戶）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","妮諾（大江戶）的記憶碎片","11","99999","2019/09/20 16:00:00","31096","2030/08/01 14:59:59","31096","1","4144122","0"
"封印有雷姆的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","雷姆的記憶碎片","11","99999","2019/10/01 16:00:00","31097","2030/08/01 14:59:59","31097","1","8362112","0"
