6fd40b9ffcb948de0d0ff71411783cbeb1f180c414c7484d74c8e760dabfd62c,457e7ff9a215ecc0d548b2a9f2698543b4fd11b652686b79a063165331fa0106,73b28cb564d0364e58844b59cc608cb061fedddcd57aca0bcb75e61109b04950,471ba88eaf550c2d08eac06ff791bb81ba027ea9072a978ce99f7d37edf8c41c,8a0da63d59b8c0f5aec3c419cce8c82b1409346b6c9d3793021f346104e0dfcd,2aa1c6418a57cc445617ae57629085589efc408da66cedf99e96fb4d165f7e09,31312473c6fec3e873993dd1b12791481cda81aaaefd531ccd100ad51e31d999,5987462aeefa5da84678edbeca5fc2b9474acc135ea0b390751d926e0a1d8b1d,be1acfb36738da226b2a5c4a90a5f1f4584b8c4ad2808663c78c32db7b1f62e3,462b266d519bed3e6a701495ce7417e79affc17aeabbe95274ae29376963fe3a,e5877de8f4d4f0cf1588fe77fc7884e72aabcb37287dbe5388b3fa7ab5b33405,59556f320e8fefe4f253e68af593a6e2179c363432ac3ce8748ee4e51aa695e8,e43a029b1fbd0c25d1023e7852ff09fb1bd8d25c945f7a5fe82cddaa2ce6d129,2aecfa0ddefb93d089a5b7b356f4f03dcbbb29d258c4125b1686cc6ad0be9897,38ee6496d49831b087bd161d81552e1879a19db42368f9748004739e686e1115,e6b3ad5bfee23c968dfc1ac771efe496c5d5e2055cc1c85bc47bbd1bb1c0edf7,9abab667ea3f7661e65267e448ce1fa189085266962b9504298aa4aefab7add3,65ea2322d09998ed378ed1075e4021918d4765b4eacff681a9832b949bec434a,4b52f6049104cb6abf611ed0d318be3f9ed9fa27061ddbba1c20c5b5721361b1,56fd18ccc622bd0946fe7d1069d11cc8d66e7c0ade755206d54314e80e7e2215,8bcb14d79290d64eece4c71e4f00d2700fa2bdd7cc55745b58e48914181d1e58,1fb933f6ed237bc2ba10381b1de9e8e9329ab4d7620b71bc31dcdae6be3c4536,bd5496504d56454811c308735fca602c2d9608331aa6567fd67e2ab903173702,22a77cd1e55789a7b9828adb37d7824ed80a6709ce273c253e72dfcce188b138,10394f2e6e2ee6f7df134cad019128e26c9e04717e8f71a1dd3a01c2532b3041,3abc8733cb7d29be157d2ac47aee4eca3f19234ddfcfa5cc4b31fe6f209c8f2e,ea84bf6014cef8a5742d8db38818098615d3cb36132dba1fdba3892af614f0e2,f6ce145f614699ced6312e46aa324998cbd210ed1fc56d5afefa5e8f6935c49e,4bc080101393f058a8bef25bb8e318e630a6954c1bdf7f42d5704c0ceecd9d50,1beaa315edbb87964f5bd6de8db995a39ba8ec9e99f65e6fef83920e489a7038,fdd72026a4843b5cf8980e04d7ad8f701545508fac3f102d9c305986612e1ffe,cc6c4d563cd21292a2d3471de3474b6dabb3991ca7dd96ea4f6a300e700b4a8a,554a1252d9b85fa7cfcfe8eeb25e76b73de766f0c1db1b15d2388c68196d4dfd,08cc81f1b42bbe321dc0869929c803c931531c6256c4e5314de6e8de8b0212a3,fee59fbcfa756e656f55b4592efb8d08c75e591a75a7c22a7a301ba36d677e70,f3421644eb759757bf85014daf038a2578bbef62051d71fa6ae64dbbe46b36ef,c2675bf367d1b7c86911d2255c7c93cb3f594e695336cc13fe991ac4a1b7d568,0117e4338631a208d4ae03c939e5c4ed295ae32c026038cb2dbfc23c7a097fd1,1089751a08f4d255a3b68e4c3d464fdf9befc98ae8d418d61a0b3e6d29679c22,aabdb9ebed2ffe6ee6680f6ddcec9e79441da79e3341190437c56e6bac3c09b3,16ae134daada0b07e6279d24126020b946b071844c818e30322719cfe7b471c4
"492","0","0","0","0","1","0","38001","1","0","30","620090135","0","600000109","0","620300035","1","0","36","0","620110035","0","0","0","61001004","0","61001005","0","38001","0","0","61001007","0","1","0","18","0","1","600110381","0","0"
"500","0","0","0","0","1","0","39001","1","0","30","620090136","0","600000110","0","620300036","1","0","36","0","620110036","0","0","0","61001004","0","61001005","0","39001","0","0","61001007","0","1","0","18","0","1","600110391","0","0"
"514","0","0","0","0","1","0","40001","1","0","30","620090137","0","600000111","0","620300037","1","0","36","0","620110037","0","0","0","61001004","0","61001005","0","40001","0","0","61001007","0","1","0","18","0","1","600110401","0","0"
"518","0","0","0","0","1","0","41001","1","0","30","620090138","0","600000112","0","620300038","1","0","36","0","620110038","0","0","0","61001004","0","61001005","0","41001","0","0","61001007","0","1","0","18","0","1","600110411","0","0"
"523","0","0","0","0","1","0","42001","1","0","30","620090139","0","600000113","0","620300039","1","0","36","0","620110039","0","0","0","61001004","0","61001005","0","42001","0","0","61001007","0","1","0","18","0","1","600110421","0","0"
"538","0","0","0","0","1","0","43001","1","0","30","620090140","0","600000114","0","620300040","1","0","36","0","620110040","0","0","0","61001004","0","61001005","0","43001","0","0","61001007","0","1","0","18","0","1","600110431","0","0"
"551","0","0","0","0","1","0","44001","1","0","30","620090141","0","600000115","0","620300041","1","0","36","0","620110041","0","0","0","61001004","0","61001005","0","44001","0","0","61001007","0","1","0","18","0","1","600110441","0","0"
"565","0","0","0","0","1","0","45001","1","0","30","620090142","0","600000116","0","620300042","1","0","36","0","620110042","0","0","0","61001004","0","61001005","0","45001","0","0","61001007","0","1","0","18","0","1","600110451","0","0"
"574","0","0","0","0","1","0","46001","1","0","30","620090143","0","600000117","0","620300043","1","0","36","0","620110043","0","0","0","61001004","0","61001005","0","46001","0","0","61001007","0","1","0","18","0","1","600110461","0","0"
"577","0","0","0","0","1","0","47001","1","0","30","620090144","0","600000118","0","620300044","1","0","36","0","620110044","0","0","0","61001004","0","61001005","0","47001","0","0","61001007","0","1","0","18","0","1","600110471","0","0"
"587","0","0","0","0","1","0","48001","1","0","30","620090145","0","600000119","0","620300045","1","0","36","0","620110045","0","0","0","61001004","0","61001005","0","48001","0","0","61001007","0","1","0","18","0","1","600110481","0","0"
"598","0","0","0","0","1","0","49001","1","0","30","620090146","0","600000120","0","620300046","1","0","36","0","620110046","0","0","0","61001004","0","61001005","0","49001","0","0","61001007","0","1","0","18","0","1","600110491","0","0"
"614","0","0","0","0","1","0","50001","1","0","30","620090147","0","600000121","0","620300047","1","0","36","0","620110047","0","0","0","61001004","0","61001005","0","50001","0","0","61001007","0","1","0","18","0","1","600110501","0","0"
"621","0","0","0","0","1","0","51001","1","0","30","620090148","0","600000122","0","620300048","1","0","36","0","620110048","0","0","0","61001004","0","61001005","0","51001","0","0","61001007","0","1","0","18","0","1","600110511","0","0"
"629","0","0","0","0","1","0","52001","1","0","30","620090149","0","600000123","0","620300049","1","0","36","0","620110049","0","0","0","61001004","0","61001005","0","52001","0","0","61001007","0","1","0","18","0","1","600110521","0","0"
"640","0","0","0","0","1","0","53001","1","0","30","620090150","0","600000124","0","620300050","1","0","36","0","620110050","0","0","0","61001004","0","61001005","0","53001","0","0","61001007","0","1","0","18","0","1","600110531","0","0"
"647","0","0","0","0","1","0","54001","1","0","30","620090151","0","600000125","0","620300051","1","0","36","0","620110051","0","0","0","61001004","0","61001005","0","54001","0","0","61001007","0","1","0","18","0","1","600110541","0","0"
"652","0","0","0","0","1","0","55001","1","0","30","620090152","0","600000126","0","620300052","1","0","36","0","620110052","0","0","0","61001004","0","61001005","0","55001","0","0","61001007","0","1","0","18","0","1","600110551","0","0"
"659","0","0","0","0","1","0","56001","1","0","30","620090153","0","600000127","0","620300053","1","0","36","0","620110053","0","0","0","61001004","0","61001005","0","56001","0","0","61001007","0","1","0","18","0","1","600110561","0","0"
"662","0","0","0","0","1","0","57001","1","0","30","620090154","0","600000128","0","620300054","1","0","36","0","620110054","0","0","0","61001004","0","61001005","0","57001","0","0","61001007","0","1","0","18","0","1","600110571","0","0"
"667","0","0","0","0","1","0","58001","1","0","30","620090155","0","600000129","0","620300055","1","0","36","0","620110055","0","0","0","61001004","0","61001005","0","58001","0","0","61001007","0","1","0","18","0","1","600110581","0","0"
"679","0","0","0","0","1","0","59001","1","0","30","620090156","0","600000130","0","620300056","1","0","36","0","620110056","0","0","0","61001004","0","61001005","0","59001","0","0","61001007","0","1","0","18","0","1","600110591","0","0"
"683","0","0","0","0","1","0","60001","1","0","30","620090157","0","600000131","0","620300057","1","0","36","0","620110057","0","0","0","61001004","0","61001005","0","60001","0","0","61001007","0","1","0","18","0","1","600110601","0","0"
"692","0","0","0","0","1","0","61001","1","0","30","620090158","0","600000132","0","620300058","1","0","36","0","620110058","0","0","0","61001004","0","61001005","0","61001","0","0","61001007","0","1","0","18","0","1","600110611","0","0"
"698","0","0","0","0","1","0","62001","1","0","30","620090159","0","600000133","0","620300059","1","0","36","0","620110059","0","0","0","61001004","0","61001005","0","62001","0","0","61001007","0","1","0","18","0","1","600110621","0","0"
"703","0","0","0","0","1","0","63001","1","0","30","620090160","0","600000134","0","620300060","1","0","36","0","620110060","0","0","0","61001004","0","61001005","0","63001","0","0","61001007","0","1","0","18","0","1","600110631","0","0"
"713","0","0","0","0","1","0","64001","1","0","30","620090161","0","600000135","0","620300061","1","0","36","0","620110061","0","0","0","61001004","0","61001005","0","64001","0","0","61001007","0","1","0","18","0","1","600110641","0","0"
"722","0","0","0","0","1","0","65001","1","0","30","620090162","0","600000136","0","620300062","1","0","36","0","620110062","0","0","0","61001004","0","61001005","0","65001","0","0","61001007","0","1","0","18","0","1","600110651","0","0"
"733","0","0","0","0","1","0","66001","1","0","30","620090163","0","600000137","0","620300063","1","0","36","0","620110063","0","0","0","61001004","0","61001005","0","66001","0","0","61001007","0","1","0","18","0","1","600110661","0","0"
"741","0","0","0","0","1","0","67001","1","0","30","620090164","0","600000138","0","620300064","1","0","36","0","620110064","0","0","0","61001004","0","61001005","0","67001","0","0","61001007","0","1","0","18","0","1","600110671","0","0"
"750","0","0","0","0","1","0","68001","1","0","30","620090165","0","600000139","0","620300065","1","0","36","0","620110065","0","0","0","61001004","0","61001005","0","68001","0","0","61001007","0","1","0","18","0","1","600110681","0","0"
"762","0","0","0","0","1","0","69001","1","0","30","620090166","0","600000140","0","620300066","1","0","36","0","620110066","0","0","0","61001004","0","61001005","0","69001","0","0","61001007","0","1","0","18","0","1","600110691","0","0"
"258","0","0","0","0","1","0","3001","1","0","30","620370001","0","600000145","0","620060001","1","0","36","0","620440001","0","0","0","61001004","0","61001005","0","3001","0","0","61001007","0","1","0","18","0","1","600110031","0","0"
"258","0","0","0","0","1","0","4001","1","0","30","620370001","0","600000146","0","620060001","1","0","36","0","620440001","0","0","0","61001004","0","61001005","0","4001","0","0","61001007","0","1","0","18","0","1","600110041","0","0"
"268","0","0","0","0","1","0","5001","1","0","30","620370002","0","600000147","0","620060002","1","0","36","0","620440002","0","0","0","61001004","0","61001005","0","5001","0","0","61001007","0","1","0","18","0","1","600110051","0","0"
"273","0","0","0","0","1","0","6001","1","0","30","620370003","0","600000148","0","620060003","1","0","36","0","620440003","0","0","0","61001004","0","61001005","0","6001","0","0","61001007","0","1","0","18","0","1","600110061","0","0"
"281","0","0","0","0","1","0","7001","1","0","30","620370004","0","600000149","0","620060004","1","0","36","0","620440004","0","0","0","61001004","0","61001005","0","7001","0","0","61001007","0","1","0","18","0","1","600110071","0","0"
"288","0","0","0","0","1","0","8001","1","0","30","620370005","0","600000150","0","620060005","1","0","36","0","620440005","0","0","0","61001004","0","61001005","0","8001","0","0","61001007","0","1","0","18","0","1","600110081","0","0"
"298","0","0","0","0","1","0","9001","1","0","30","620370006","0","600000151","0","620060006","1","0","36","0","620440006","0","0","0","61001004","0","61001005","0","9001","0","0","61001007","0","1","0","18","0","1","600110091","0","0"
"309","0","0","0","0","1","0","10001","1","0","30","620370007","0","600000152","0","620060007","1","0","36","0","620440007","0","0","0","61001004","0","61001005","0","10001","0","0","61001007","0","1","0","18","0","1","600110101","0","0"
"313","0","0","0","0","1","0","11001","1","0","30","620370008","0","600000153","0","620060008","1","0","36","0","620440008","0","0","0","61001004","0","61001005","0","11001","0","0","61001007","0","1","0","18","0","1","600110111","0","0"
"321","0","0","0","0","1","0","12001","1","0","30","620370009","0","600000154","0","620060009","1","0","36","0","620440009","0","0","0","61001004","0","61001005","0","12001","0","0","61001007","0","1","0","18","0","1","600110121","0","0"
"326","0","0","0","0","1","0","13001","1","0","30","620370010","0","600000155","0","620060010","1","0","36","0","620440010","0","0","0","61001004","0","61001005","0","13001","0","0","61001007","0","1","0","18","0","1","600110131","0","0"
"336","0","0","0","0","1","0","14001","1","0","30","620370011","0","600000156","0","620060011","1","0","36","0","620440011","0","0","0","61001004","0","61001005","0","14001","0","0","61001007","0","1","0","18","0","1","600110141","0","0"
"341","0","0","0","0","1","0","15001","1","0","30","620370012","0","600000157","0","620060012","1","0","36","0","620440012","0","0","0","61001004","0","61001005","0","15001","0","0","61001007","0","1","0","18","0","1","600110151","0","0"
"351","0","0","0","0","1","0","16001","1","0","30","620370013","0","600000158","0","620060013","1","0","36","0","620440013","0","0","0","61001004","0","61001005","0","16001","0","0","61001007","0","1","0","18","0","1","600110161","0","0"
"356","0","0","0","0","1","0","17001","1","0","30","620370014","0","600000159","0","620060014","1","0","36","0","620440014","0","0","0","61001004","0","61001005","0","17001","0","0","61001007","0","1","0","18","0","1","600110171","0","0"
"366","0","0","0","0","1","0","18001","1","0","30","620370015","0","600000160","0","620060015","1","0","36","0","620440015","0","0","0","61001004","0","61001005","0","18001","0","0","61001007","0","1","0","18","0","1","600110181","0","0"
"371","0","0","0","0","1","0","19001","1","0","30","620370016","0","600000161","0","620060016","1","0","36","0","620440016","0","0","0","61001004","0","61001005","0","19001","0","0","61001007","0","1","0","18","0","1","600110191","0","0"
"375","0","0","0","0","1","0","20001","1","0","30","620370017","0","600000162","0","620060017","1","0","36","0","620440017","0","0","0","61001004","0","61001005","0","20001","0","0","61001007","0","1","0","18","0","1","600110201","0","0"
"381","0","0","0","0","1","0","21001","1","0","30","620370018","0","600000163","0","620060018","1","0","36","0","620440018","0","0","0","61001004","0","61001005","0","21001","0","0","61001007","0","1","0","18","0","1","600110211","0","0"
"386","0","0","0","0","1","0","22001","1","0","30","620370019","0","600000164","0","620060019","1","0","36","0","620440019","0","0","0","61001004","0","61001005","0","22001","0","0","61001007","0","1","0","18","0","1","600110221","0","0"
"390","0","0","0","0","1","0","23001","1","0","30","620370020","0","600000165","0","620060020","1","0","36","0","620440020","0","0","0","61001004","0","61001005","0","23001","0","0","61001007","0","1","0","18","0","1","600110231","0","0"
"396","0","0","0","0","1","0","24001","1","0","30","620370021","0","600000166","0","620060021","1","0","36","0","620440021","0","0","0","61001004","0","61001005","0","24001","0","0","61001007","0","1","0","18","0","1","600110241","0","0"
"401","0","0","0","0","1","0","25001","1","0","30","620370022","0","600000167","0","620060022","1","0","36","0","620440022","0","0","0","61001004","0","61001005","0","25001","0","0","61001007","0","1","0","18","0","1","600110251","0","0"
"405","0","0","0","0","1","0","26001","1","0","30","620370023","0","600000168","0","620060023","1","0","36","0","620440023","0","0","0","61001004","0","61001005","0","26001","0","0","61001007","0","1","0","18","0","1","600110261","0","0"
"411","0","0","0","0","1","0","27001","1","0","30","620370024","0","600000169","0","620060024","1","0","36","0","620440024","0","0","0","61001004","0","61001005","0","27001","0","0","61001007","0","1","0","18","0","1","600110271","0","0"
"417","0","0","0","0","1","0","28001","1","0","30","620370025","0","600000170","0","620060025","1","0","36","0","620440025","0","0","0","61001004","0","61001005","0","28001","0","0","61001007","0","1","0","18","0","1","600110281","0","0"
"422","0","0","0","0","1","0","29001","1","0","30","620370026","0","600000171","0","620060026","1","0","36","0","620440026","0","0","0","61001004","0","61001005","0","29001","0","0","61001007","0","1","0","18","0","1","600110291","0","0"
"427","0","0","0","0","1","0","30001","1","0","30","620370027","0","600000172","0","620060027","1","0","36","0","620440027","0","0","0","61001004","0","61001005","0","30001","0","0","61001007","0","1","0","18","0","1","600110301","0","0"
"433","0","0","0","0","1","0","31001","1","0","30","620370028","0","600000173","0","620060028","1","0","36","0","620440028","0","0","0","61001004","0","61001005","0","31001","0","0","61001007","0","1","0","18","0","1","600110311","0","0"
"442","0","0","0","0","1","0","32001","1","0","30","620370029","0","600000174","0","620060029","1","0","36","0","620440029","0","0","0","61001004","0","61001005","0","32001","0","0","61001007","0","1","0","18","0","1","600110321","0","0"
"455","0","0","0","0","1","0","33001","1","0","30","620370030","0","600000175","0","620060030","1","0","36","0","620440030","0","0","0","61001004","0","61001005","0","33001","0","0","61001007","0","1","0","18","0","1","600110331","0","0"
"460","0","0","0","0","1","0","34001","1","0","30","620370031","0","600000176","0","620060031","1","0","36","0","620440031","0","0","0","61001004","0","61001005","0","34001","0","0","61001007","0","1","0","18","0","1","600110341","0","0"
"464","0","0","0","0","1","0","35001","1","0","30","620370032","0","600000177","0","620060032","1","0","36","0","620440032","0","0","0","61001004","0","61001005","0","35001","0","0","61001007","0","1","0","18","0","1","600110351","0","0"
"476","0","0","0","0","1","0","36001","1","0","30","620370033","0","600000178","0","620060033","1","0","36","0","620440033","0","0","0","61001004","0","61001005","0","36001","0","0","61001007","0","1","0","18","0","1","600110361","0","0"
"482","0","0","0","0","1","0","37001","1","0","30","620370034","0","600000179","0","620060034","1","0","36","0","620440034","0","0","0","61001004","0","61001005","0","37001","0","0","61001007","0","1","0","18","0","1","600110371","0","0"
"492","0","0","0","0","1","0","38001","1","0","30","620370035","0","600000180","0","620060035","1","0","36","0","620440035","0","0","0","61001004","0","61001005","0","38001","0","0","61001007","0","1","0","18","0","1","600110381","0","0"
"500","0","0","0","0","1","0","39001","1","0","30","620370036","0","600000181","0","620060036","1","0","36","0","620440036","0","0","0","61001004","0","61001005","0","39001","0","0","61001007","0","1","0","18","0","1","600110391","0","0"
"514","0","0","0","0","1","0","40001","1","0","30","620370037","0","600000182","0","620060037","1","0","36","0","620440037","0","0","0","61001004","0","61001005","0","40001","0","0","61001007","0","1","0","18","0","1","600110401","0","0"
"518","0","0","0","0","1","0","41001","1","0","30","620370038","0","600000183","0","620060038","1","0","36","0","620440038","0","0","0","61001004","0","61001005","0","41001","0","0","61001007","0","1","0","18","0","1","600110411","0","0"
"523","0","0","0","0","1","0","42001","1","0","30","620370039","0","600000184","0","620060039","1","0","36","0","620440039","0","0","0","61001004","0","61001005","0","42001","0","0","61001007","0","1","0","18","0","1","600110421","0","0"
"538","0","0","0","0","1","0","43001","1","0","30","620370040","0","600000185","0","620060040","1","0","36","0","620440040","0","0","0","61001004","0","61001005","0","43001","0","0","61001007","0","1","0","18","0","1","600110431","0","0"
"551","0","0","0","0","1","0","44001","1","0","30","620370041","0","600000186","0","620060041","1","0","36","0","620440041","0","0","0","61001004","0","61001005","0","44001","0","0","61001007","0","1","0","18","0","1","600110441","0","0"
"565","0","0","0","0","1","0","45001","1","0","30","620370042","0","600000187","0","620060042","1","0","36","0","620440042","0","0","0","61001004","0","61001005","0","45001","0","0","61001007","0","1","0","18","0","1","600110451","0","0"
"574","0","0","0","0","1","0","46001","1","0","30","620370043","0","600000188","0","620060043","1","0","36","0","620440043","0","0","0","61001004","0","61001005","0","46001","0","0","61001007","0","1","0","18","0","1","600110461","0","0"
"577","0","0","0","0","1","0","47001","1","0","30","620370044","0","600000189","0","620060044","1","0","36","0","620440044","0","0","0","61001004","0","61001005","0","47001","0","0","61001007","0","1","0","18","0","1","600110471","0","0"
