4a7c1dd49524a4ad6a59f5ca09ef2a4112dea392da737d583177611dd6a60b01,df7f722a76d0a63b0c89203d40a8f17c3977b860501e2e7d1e7bfdd6cc9a0552,5fff07c8f9ed8d13d7effe3b81219ae20d26fc38cc150dff8930f81866dc5c88,450aa9d64fd516da162a9079b1b39595ff6931f18e76d09b25861861b38bd647,78c93a35c3ab224014ddd008950844b7fefed027679e2e5527fe6d38b1c8602c,f56372046f5cb0957155a05d5295ff623b449971a6bf3a944e3675fc7d1d49a6,9c0bf47fc16540c6c4259d43fe07c65dbaeae37a8a3debe9aff1e5d3199f134c,6870446436d8e06212df1507bd4f939ef05244a3599dd8f0e23bde9e5caa2e83,e5077c311bf63c45961827650a5e3d0f761b75e2256f80e87a343224da29032a,0016a17de550239c6374835dbe2cbc9c8cdfab700ae99af52105f17c27b9782c,ad6ecfae4bb950039991010c6245bc8e81c149f8294074c23995c63b20768687
"102","-68","travel_topdrama_r_2000_idle_anger","1","1201310002","-42","1","0.8","20131","100711","0"
"110","-75","mana","5","1201310003","0","0","1","20131","0","0"
"","","","91","1201310004","","0","","20131","",""
"","","","93","1201310005","","10","","20131","0",""
"","","","101","1201310006","","1201310005","","20131","",""
"0","","","3","1201310007","","0","0","20131","none",""
"","","","91","1201310008","","0","","20131","",""
"","","","13","1201320001","","104411","","20132","103",""
"","","","13","1201320002","","100711","","20132","104",""
"0","1","","3","1201320003","travel_topdrama_r_2000_talk_doya_loop","104411","0.2","20132","travel_topdrama_r_2000_talk_doya_in",""
"0","","","21","1201320004","0","vo_travel_talk","","20132","vo_travel_talk_20013_00",""
"10","1","0","11","1201320005","1","104411","0","20132","差不多該開始準備紮營了呢。\n但是食材只能就地取材了呢，\n要捕捉動物還是要採山菜呢……","0"
"","","","91","1201320006","","0","","20132","",""
"1","","","3","1201320007","","104411","0.2","20132","travel_topdrama_r_2000_idle_doya",""
"1","1","","3","1201320008","","100711","0.2","20132","travel_topdrama_r_2000_talk_anger",""
"0","","","21","1201320009","0","vo_travel_talk","","20132","vo_travel_talk_20013_01",""
"10","1","0","11","1201320010","1","100711","0","20132","唉～！？宮子不想吃那種東西！\n宮子的三餐都要吃布丁～！\n在附近找出布丁來～！","0"
"","","","91","1201320011","","0","","20132","",""
"1","","","3","1201320012","","100711","0.2","20132","travel_topdrama_r_2000_idle_anger",""
"0","1","","3","1201320013","travel_topdrama_r_2000_talk_doya_loop_surprise","104411","0.2","20132","travel_topdrama_r_2000_talk_doya_in_surprise",""
"0","","","21","1201320014","0","vo_travel_talk","","20132","vo_travel_talk_20013_02",""
"10","1","0","11","1201320015","1","104411","0","20132","不要強求不存在的東西呀。\n而且在忍耐完成工作後的布丁\n可是特別美味的喔。現在就忍忍吧。","0"
"","","","91","1201320016","","0","","20132","",""
"1","","","3","1201320017","","104411","0.2","20132","travel_topdrama_r_2000_idle_doya_surprise",""
"","","","112","1201320018","","","","20132","",""
"","","","91","1201320019","","0","","20132","",""
"102","-68","travel_topdrama_r_2000_idle_sad","1","1201410001","42","1","0.8","20141","102511","1"
"101","-68","travel_topdrama_r_2000_idle_normal","1","1201410002","-42","1","0.8","20141","102811","0"
"110","-75","mana","5","1201410003","0","0","1","20141","0","0"
"","","","91","1201410004","","0","","20141","",""
"","","","93","1201410005","","10","","20141","0",""
"","","","101","1201410006","","1201410005","","20141","",""
"0","","","3","1201410007","","0","0","20141","none",""
"","","","91","1201410008","","0","","20141","",""
"","","","13","1201420001","","102511","","20142","103",""
"","","","13","1201420002","","102811","","20142","104",""
"0","1","","3","1201420003","travel_topdrama_r_2000_talk_sad_loop","102511","0.2","20142","travel_topdrama_r_2000_talk_sad_in",""
"0","","","21","1201420004","0","vo_travel_talk","","20142","vo_travel_talk_20014_00",""
"10","1","0","11","1201420005","1","102511","0","20142","前方OK、後方OK，左右也OK……！\n在這次冒險，要讓大小姐知道\n我不只是光會出包的……呀啊！？","0"
"","","","91","1201420006","","0","","20142","",""
"0","1","","3","1201420007","travel_topdrama_r_2000_idle_sad_cry","102511","0.2","20142","travel_topdrama_r_2014_falldown",""
"0","1","","3","1201420008","travel_topdrama_r_2000_talk_surprise2_loop","102811","0.2","20142","travel_topdrama_r_2000_talk_surprise2_in",""
"0","","","21","1201420009","0","vo_travel_talk","","20142","vo_travel_talk_20014_01",""
"10","1","0","11","1201420010","1","102811","0","20142","危險……！被石頭絆倒了嗎？\n真是的，要小心點唷？\n我可是很依賴妳的唷。","0"
"","","","91","1201420011","","0","","20142","",""
"1","","","3","1201420012","","102811","0.2","20142","travel_topdrama_r_2000_idle_arm_crossed",""
"1","","","3","1201420013","","102511","0.2","20142","travel_topdrama_r_2000_talk_sad_loop_cry",""
"0","","","21","1201420014","0","vo_travel_talk","","20142","vo_travel_talk_20014_02",""
"10","1","0","11","1201420015","1","102511","0","20142","嗚嗚，非常感謝……！\n為了回應大小姐的期待，\n之後會只注意腳邊走路！","0"
"","","","91","1201420016","","0","","20142","",""
"1","","","3","1201420017","","102511","0.2","20142","travel_topdrama_r_2000_idle_sad_cry",""
"","","","112","1201420018","","","","20142","d",""
"","","","91","1201420019","","0","","20142","",""
"101","-68","travel_topdrama_r_2000_idle_arm_crossed","1","1201510001","42","1","0.8","20151","103211","1"
"102","-68","travel_topdrama_r_2000_idle_normal","1","1201510002","-42","1","0.8","20151","103411","0"
"110","-75","mana","5","1201510003","0","0","1","20151","0","0"
"","","","91","1201510004","","0","","20151","",""
"","","","93","1201510005","","10","","20151","0",""
"","","","101","1201510006","","1201510005","","20151","",""
"0","","","3","1201510007","","0","0","20151","none",""
"","","","91","1201510008","","0","","20151","",""
"","","","13","1201520001","","103211","","20152","103",""
"","","","13","1201520002","","103411","","20152","104",""
"0","1","","3","1201520003","travel_topdrama_r_2000_talk_arm_crossed_loop","103211","0.2","20152","travel_topdrama_r_2000_talk_arm_crossed_in",""
"0","","","21","1201520004","0","vo_travel_talk","","20152","vo_travel_talk_20015_00",""
"10","1","0","11","1201520005","1","103211","0","20152","雖然走路冒險也不錯，\n但會不會太費力了。\n對了！把飛空艇叫過來……","0"
"","","","91","1201520006","","0","","20152","",""
"1","","","3","1201520007","","103211","0.2","20152","travel_topdrama_r_2000_idle_arm_crossed",""
"0","1","","3","1201520008","travel_topdrama_r_2000_talk_sad_loop_surprise2","103411","0.2","20152","travel_topdrama_r_2000_talk_sad_in_surprise2",""
"0","","","21","1201520009","0","vo_travel_talk","","20152","vo_travel_talk_20015_01",""
"10","1","0","11","1201520010","1","103411","0","20152","不行不行，秋乃絕對不行！\n最近已經支出了不少消費了，\n飛那麼長的距離的話會破產的！","0"
"","","","91","1201520011","","0","","20152","",""
"1","","","3","1201520012","","103411","0.2","20152","travel_topdrama_r_2000_idle_normal",""
"0","1","","3","1201520013","travel_topdrama_r_2000_talk_doya_loop_surprise","103211","0.2","20152","travel_topdrama_r_2000_talk_doya_in_surprise",""
"0","","","21","1201520014","0","vo_travel_talk","","20152","vo_travel_talk_20015_02",""
"10","1","0","11","1201520015","1","103211","0","20152","哈，真沒辦法呢。\n那麼就轉換下心情，悠閒地\n享受冒險吧♪","0"
"","","","91","1201520016","","0","","20152","",""
"1","","","3","1201520017","","103211","0.2","20152","travel_topdrama_r_2000_idle_doya_surprise",""
"","","","112","1201520018","","","","20152","",""
"","","","91","1201520019","","0","","20152","",""
"101","-68","travel_topdrama_r_2000_idle_kyapi","1","1201610001","42","1","0.8","20161","101611","1"
"102","-68","travel_topdrama_r_2000_idle_wish_joy","1","1201610002","-42","1","0.8","20161","101811","0"
"110","-75","mana","5","1201610003","0","0","1","20161","0","0"
"","","","91","1201610004","","0","","20161","",""
"","","","93","1201610005","","10","","20161","0",""
"","","","101","1201610006","","1201610005","","20161","",""
"0","","","3","1201610007","","0","0","20161","none",""
"","","","91","1201610008","","0","","20161","",""
"","","","13","1201620001","","101611","","20162","103",""
"","","","13","1201620002","","101811","","20162","104",""
"0","1","","3","1201620003","travel_topdrama_r_2000_talk_kyapi_loop","101611","0.2","20162","travel_topdrama_r_2000_talk_kyapi_in",""
"0","","","21","1201620004","0","vo_travel_talk","","20162","vo_travel_talk_20016_00",""
"10","1","0","11","1201620005","1","101611","0","20162","吶吶吶！\n大家一起拍個紀念照吧？\n之後回顧時的一定感人的！","0"
"","","","91","1201620006","","0","","20162","",""
"1","","","3","1201620007","","101611","0.2","20162","travel_topdrama_r_2000_idle_kyapi",""
"1","","","3","1201620008","","101811","0.2","20162","travel_topdrama_r_2000_talk_wish_loop_joy",""
"0","","","21","1201620009","0","vo_travel_talk","","20162","vo_travel_talk_20016_01",""
"10","1","0","11","1201620010","1","101811","0","20162","老師也贊成喔～我之後會讓妳記錄下\n這次的冒險的，\n到時候也貼上照片吧♪","0"
"","","","91","1201620011","","0","","20162","",""
"1","","","3","1201620012","","101811","0.2","20162","travel_topdrama_r_2000_idle_wish_joy",""
"0","1","","3","1201620013","travel_topdrama_r_2000_talk_doya_loop_faceAnger","101611","0.2","20162","travel_topdrama_r_2000_talk_doya_in_faceAnger",""
"0","","","21","1201620014","0","vo_travel_talk","","20162","vo_travel_talk_20016_02",""
"10","1","0","11","1201620015","1","101611","0","20162","咦，真的假的……？\n完蛋了～完全當成是在觀光，\n都沒做記錄呀～！","0"
"","","","91","1201620016","","0","","20162","",""
"1","","","3","1201620017","","101611","0.2","20162","travel_topdrama_r_2000_idle_doya_faceAnger",""
"","","","112","1201620018","","","","20162","",""
"","","","91","1201620019","","0","","20162","",""
"101","-68","travel_topdrama_r_2000_idle_doya","1","1201710001","42","1","0.8","20171","106511","1"
"102","-68","travel_topdrama_r_2000_idle_normal","1","1201710002","-42","1","0.8","20171","106611","0"
"110","-75","mana","5","1201710003","0","0","1","20171","0","0"
"","","","91","1201710004","","0","","20171","",""
"","","","93","1201710005","","10","","20171","0",""
"","","","101","1201710006","","1201710005","","20171","",""
"0","","","3","1201710007","","0","0","20171","none",""
"","","","91","1201710008","","0","","20171","",""
"","","","13","1201720001","","106511","","20172","103",""
"","","","13","1201720002","","106611","","20172","104",""
"0","1","","3","1201720003","travel_topdrama_r_2000_talk_doya_loop","106511","0.2","20172","travel_topdrama_r_2000_talk_doya_in",""
"0","","","21","1201720004","0","vo_travel_talk","","20172","vo_travel_talk_20017_00",""
"10","1","0","11","1201720005","1","106511","0","20172","這樣出遠門也挺不錯的，\n途中遭遇到強力的魔物的話，\n說不定能打場不錯的架。","0"
"","","","91","1201720006","","0","","20172","",""
"1","","","3","1201720007","","106511","0.2","20172","travel_topdrama_r_2000_idle_doya",""
"0","1","","3","1201720008","travel_topdrama_r_2000_talk_arm_crossed_loop_sad","106611","0.2","20172","travel_topdrama_r_2000_talk_arm_crossed_in_sad",""
"0","","","21","1201720009","0","vo_travel_talk","","20172","vo_travel_talk_20017_01",""
"10","1","0","11","1201720010","1","106611","0","20172","還是老樣子的打架狂呢……\n我想快點把這麻煩的工作扔在一旁，\n迅速回到蘭德索爾呀。","0"
"","","","91","1201720011","","0","","20172","",""
"1","","","3","1201720012","","106611","0.2","20172","travel_topdrama_r_2000_idle_arm_crossed_sad",""
"0","1","","3","1201720013","travel_topdrama_r_2000_talk_doya_loop_surprise","106511","0.2","20172","travel_topdrama_r_2000_talk_doya_in_surprise",""
"0","","","21","1201720014","0","vo_travel_talk","","20172","vo_travel_talk_20017_02",""
"10","1","0","11","1201720015","1","106511","0","20172","喂喂，別說那麼無趣的話嘛\n確實這項工作挺辛苦的，但也因此\n保持愉快的心情是很重要的喔。","0"
"","","","91","1201720016","","0","","20172","",""
"1","","","3","1201720017","","106511","0.2","20172","travel_topdrama_r_2000_idle_doya_surprise",""
"","","","112","1201720018","","","","20172","",""
"","","","91","1201720019","","0","","20172","",""
"101","-68","travel_topdrama_r_2000_idle_sad","1","1201810001","0","1","0.8","20181","118011","1"
"110","-75","mana","5","1201810002","0","0","1","20181","0","0"
"","","","91","1201810003","","0","","20181","",""
"","","","93","1201810004","","10","","20181","0",""
"","","","101","1201810005","","1201810004","","20181","",""
"0","","","3","1201810006","","0","0","20181","none",""
"","","","91","1201810007","","0","","20181","",""
"","","","13","1201820001","","118011","","20182","103",""
"0","1","","3","1201820002","travel_topdrama_r_2000_talk_sad_loop","118011","0.2","20182","travel_topdrama_r_2000_talk_sad_in",""
"0","","","21","1201820003","0","vo_travel_talk","","20182","vo_travel_talk_20018_00",""
"10","1","0","11","1201820004","1","118011","0","20182","呼……呼……！\n我是個文官，原本像這樣的探索工作，\n並不在我的管轄範圍內啊……！","0"
"","","","91","1201820005","","0","","20182","",""
"0","1","","3","1201820006","travel_topdrama_r_2000_talk_doya_loop","118011","0.2","20182","travel_topdrama_r_2000_talk_doya_in",""
"0","","","21","1201820007","0","vo_travel_talk","","20182","vo_travel_talk_20018_01",""
"10","1","0","11","1201820008","1","118011","0","20182","既然是陛下親自下達的命令，\n我克蕾琪塔‧凱許！\n無論如何都會設法尋獲\n讓陛下心滿意足的大祕寶！","0"
"","","","91","1201820009","","0","","20182","",""
"1","","","3","1201820010","","118011","0.2","20182","travel_topdrama_r_2000_talk_thinking",""
"0","","","21","1201820011","0","vo_travel_talk","","20182","vo_travel_talk_20018_02",""
"10","1","0","11","1201820012","1","118011","0","20182","……而且如果空手而歸，\n感覺又會被祕書碎碎唸呀。\n我要瘋狂賺錢，\n好讓她啞口無言～！","0"
"","","","91","1201820013","","0","","20182","",""
"0","1","","3","1201820014","travel_topdrama_r_2000_eieio_loop","118011","0.2","20182","travel_topdrama_r_2000_eieio_in",""
"","","","91","1201820015","","0","","20182","",""
"","","","112","1201820016","","","","20182","",""
"","","","91","1201820017","","0","","20182","",""
"101","-68","travel_topdrama_r_2000_idle_smile","1","1201910001","42","1","0.8","20191","106111","1"
"102","-68","travel_topdrama_r_2000_idle_doya_sad","1","1201910002","-42","1","0.8","20191","107011","0"
"110","-75","mana","5","1201910003","0","0","1","20191","0","0"
"","","","91","1201910004","","0","","20191","",""
"","","","93","1201910005","","10","","20191","0",""
"","","","101","1201910006","","1201910005","","20191","",""
"0","","","3","1201910007","","0","0","20191","none",""
"","","","91","1201910008","","0","","20191","",""
"","","","13","1201920001","","106111","","20192","103",""
"","","","13","1201920002","","107011","","20192","104",""
"0","1","","3","1201920003","travel_topdrama_r_2000_eieio_loop","106111","0.2","20192","travel_topdrama_r_2000_eieio_in",""
"0","","","21","1201920004","0","vo_travel_talk","","20192","vo_travel_talk_20019_00",""
"10","1","0","11","1201920005","1","106111","0","20192","好──！跟似似花一起冒險囉！\n難得的機會，要做點什麼壞事嗎？\n去跟七冠吵架的話一定很受人注目！","0"
"","","","91","1201920006","","0","","20192","",""
"1","","","3","1201920007","","106111","0.2","20192","travel_topdrama_r_2000_eieio_loop",""
"0","1","","3","1201920008","travel_topdrama_r_2000_talk_doya_loop_sad","107011","0.2","20192","travel_topdrama_r_2000_talk_doya_in_sad",""
"0","","","21","1201920009","0","vo_travel_talk","","20192","vo_travel_talk_20019_01",""
"10","1","0","11","1201920010","1","107011","0","20192","哈……恕我鄭重拒絕。\n那種壞事應該要小心不被人發現，\n偷偷去做的唷。","0"
"","","","91","1201920011","","0","","20192","",""
"1","","","3","1201920012","","107011","0.2","20192","travel_topdrama_r_2000_idle_doya_sad",""
"0","1","","3","1201920013","travel_topdrama_r_2000_talk_guts2_loop_joy","106111","0.2","20192","travel_topdrama_r_2000_talk_guts2_in_joy",""
"0","","","21","1201920014","0","vo_travel_talk","","20192","vo_travel_talk_20019_02",""
