a9d175c553289a3f98d96ebd7952a97ad5b7ce647b7e5e9f7522c7a30330aa73,97a029d5ed4013ac8ef6dab9b2a95e6201d7f2ca36e59ec9142f837d7e781694,0b1a06c48b79179965dcad37d51b051249143b65053c2ea107c4da8aab2f9816,bf37f34d91f3c153ed8c4dcaf88fb8995b5d1815046323041417a4e8709ffb27,1c6af9fd7124072aa9a9bc6ef72d1ae0bc5687da2d8f9ed1ae2eaf9a5291bb91,30f6ff162261a6b678a181589effc1327cd72e608ae9f2a0556e4467e28543cb,df73557e4183545d5547564e104a4b9c01e99e335338fede16a5bc9d7bc44d9d,88c5bef26f4ff6e51f788a8423c2bb5bfd50e6cf499611cb57e3341f757f44a6,b75a3a704e5c05c8223f4a3bedd940768e8999dc62127fb6dbc5bcb05b1c7a9f,c55e2ab0503dde72ce039614292b3970e69b82216caf671286910527c0947079,76c45f1af41752f4044f0a21001eb18520f302fdb18cea63e6519dc3a2290783,3cd16cc2837a185938e31c921f1e76bfe06f3f6e75f521225a2d530544dca9be,bc737560baaa966944c5930d3c24a7795ac6e2033cb9414213900d07c5439cae,c564785200bff6d6e7d4e2cbf7831a6b759dfe8253e193216259fc232c523a6c
"0","0","6004","1","完成活動任務1-14 (NORMAL)","10006114","2019/02/01 12:00:00","71006014","71006014","10006","102","9003","2019/02/22 15:59:59","601"
"0","0","6004","1","完成活動任務1-15 (NORMAL)","10006115","2019/02/01 12:00:00","71006015","71006015","10006","102","9003","2019/02/22 15:59:59","601"
"0","0","6005","1","完成活動任務1-1 (HARD)","10006201","2019/02/01 12:00:00","71006016","71006016","10006","103","9003","2019/02/22 15:59:59","601"
"0","0","6005","1","完成活動任務1-2 (HARD)","10006202","2019/02/01 12:00:00","71006017","71006017","10006","103","9003","2019/02/22 15:59:59","601"
"0","0","6005","1","完成活動任務1-3 (HARD)","10006203","2019/02/01 12:00:00","71006018","71006018","10006","103","9003","2019/02/22 15:59:59","601"
"0","0","6005","1","完成活動任務1-4 (HARD)","10006204","2019/02/01 12:00:00","71006019","71006019","10006","103","9003","2019/02/22 15:59:59","601"
"0","0","6005","1","完成活動任務1-5 (HARD)","10006205","2019/02/01 12:00:00","71006020","71006020","10006","103","9003","2019/02/22 15:59:59","601"
"0","0","6002","1","將討伐證交換的獎賞一覽重置1次","0","2019/02/01 12:00:00","71006021","71006021","10006","104","9006","2019/02/22 15:59:59","601"
"0","0","6002","2","將討伐證交換的獎賞一覽重置2次","0","2019/02/01 12:00:00","71006022","71006022","10006","104","9006","2019/02/22 15:59:59","601"
"0","0","6002","3","將討伐證交換的獎賞一覽重置3次","0","2019/02/01 12:00:00","71006023","71006023","10006","104","9006","2019/02/22 15:59:59","601"
"0","0","6002","4","將討伐證交換的獎賞一覽重置4次","0","2019/02/01 12:00:00","71006024","71006024","10006","104","9006","2019/02/22 15:59:59","601"
"0","0","6008","5","打倒5隻亡靈鎧甲（全難度共通）","0","2019/02/01 12:00:00","71006025","71006025","10006","105","9011","2019/02/22 15:59:59","601"
"0","0","6008","10","打倒10隻亡靈鎧甲（全難度共通）","0","2019/02/01 12:00:00","71006026","71006026","10006","105","9011","2019/02/22 15:59:59","601"
"0","0","6008","15","打倒15隻亡靈鎧甲（全難度共通）","0","2019/02/01 12:00:00","71006027","71006027","10006","105","9011","2019/02/22 15:59:59","601"
"0","0","6008","20","打倒20隻亡靈鎧甲（全難度共通）","0","2019/02/01 12:00:00","71006028","71006028","10006","105","9011","2019/02/22 15:59:59","601"
"0","0","6008","25","打倒25隻亡靈鎧甲（全難度共通）","0","2019/02/01 12:00:00","71006029","71006029","10006","105","9011","2019/02/22 15:59:59","601"
"0","0","6008","30","打倒30隻亡靈鎧甲（全難度共通）","0","2019/02/01 12:00:00","71006030","71006030","10006","105","9011","2019/02/22 15:59:59","601"
"0","0","6010","1","打倒1隻亡靈鎧甲(VERY HARD限定)","610006301","2019/02/01 12:00:00","71006031","71006031","10006","106","9001","2019/02/22 15:59:59","601"
"0","0","6004","1","完成活動任務1-1 (NORMAL)","10007101","2019/03/06 16:00:00","71007001","71007001","10007","102","9003","2019/03/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-2 (NORMAL)","10007102","2019/03/06 16:00:00","71007002","71007002","10007","102","9003","2019/03/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-3 (NORMAL)","10007103","2019/03/06 16:00:00","71007003","71007003","10007","102","9003","2019/03/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-4 (NORMAL)","10007104","2019/03/06 16:00:00","71007004","71007004","10007","102","9003","2019/03/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-5 (NORMAL)","10007105","2019/03/06 16:00:00","71007005","71007005","10007","102","9003","2019/03/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-6 (NORMAL)","10007106","2019/03/06 16:00:00","71007006","71007006","10007","102","9003","2019/03/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-7 (NORMAL)","10007107","2019/03/06 16:00:00","71007007","71007007","10007","102","9003","2019/03/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-8 (NORMAL)","10007108","2019/03/06 16:00:00","71007008","71007008","10007","102","9003","2019/03/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-9 (NORMAL)","10007109","2019/03/06 16:00:00","71007009","71007009","10007","102","9003","2019/03/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-10 (NORMAL)","10007110","2019/03/06 16:00:00","71007010","71007010","10007","102","9003","2019/03/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-11 (NORMAL)","10007111","2019/03/06 16:00:00","71007011","71007011","10007","102","9003","2019/03/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-12 (NORMAL)","10007112","2019/03/06 16:00:00","71007012","71007012","10007","102","9003","2019/03/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-13 (NORMAL)","10007113","2019/03/06 16:00:00","71007013","71007013","10007","102","9003","2019/03/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-14 (NORMAL)","10007114","2019/03/06 16:00:00","71007014","71007014","10007","102","9003","2019/03/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-15 (NORMAL)","10007115","2019/03/06 16:00:00","71007015","71007015","10007","102","9003","2019/03/28 15:59:59","601"
"0","0","6005","1","完成活動任務1-1 (HARD)","10007201","2019/03/06 16:00:00","71007016","71007016","10007","103","9003","2019/03/28 15:59:59","601"
"0","0","6005","1","完成活動任務1-2 (HARD)","10007202","2019/03/06 16:00:00","71007017","71007017","10007","103","9003","2019/03/28 15:59:59","601"
"0","0","6005","1","完成活動任務1-3 (HARD)","10007203","2019/03/06 16:00:00","71007018","71007018","10007","103","9003","2019/03/28 15:59:59","601"
"0","0","6005","1","完成活動任務1-4 (HARD)","10007204","2019/03/06 16:00:00","71007019","71007019","10007","103","9003","2019/03/28 15:59:59","601"
"0","0","6005","1","完成活動任務1-5 (HARD)","10007205","2019/03/06 16:00:00","71007020","71007020","10007","103","9003","2019/03/28 15:59:59","601"
"0","0","6002","1","將討伐證交換的獎賞一覽重置1次","0","2019/03/06 16:00:00","71007021","71007021","10007","104","9006","2019/03/28 15:59:59","601"
"0","0","6002","2","將討伐證交換的獎賞一覽重置2次","0","2019/03/06 16:00:00","71007022","71007022","10007","104","9006","2019/03/28 15:59:59","601"
"0","0","6002","3","將討伐證交換的獎賞一覽重置3次","0","2019/03/06 16:00:00","71007023","71007023","10007","104","9006","2019/03/28 15:59:59","601"
"0","0","6002","4","將討伐證交換的獎賞一覽重置4次","0","2019/03/06 16:00:00","71007024","71007024","10007","104","9006","2019/03/28 15:59:59","601"
"0","0","6008","5","打倒5隻傑克南瓜布丁（全難易度共通）","0","2019/03/06 16:00:00","71007025","71007025","10007","105","9011","2019/03/28 15:59:59","601"
"0","0","6008","10","打倒10隻傑克南瓜布丁（全難易度共通）","0","2019/03/06 16:00:00","71007026","71007026","10007","105","9011","2019/03/28 15:59:59","601"
"0","0","6008","15","打倒15隻傑克南瓜布丁（全難易度共通）","0","2019/03/06 16:00:00","71007027","71007027","10007","105","9011","2019/03/28 15:59:59","601"
"0","0","6008","20","打倒20隻傑克南瓜布丁（全難易度共通）","0","2019/03/06 16:00:00","71007028","71007028","10007","105","9011","2019/03/28 15:59:59","601"
"0","0","6008","25","打倒25隻傑克南瓜布丁（全難易度共通）","0","2019/03/06 16:00:00","71007029","71007029","10007","105","9011","2019/03/28 15:59:59","601"
"0","0","6008","30","打倒30隻傑克南瓜布丁（全難易度共通）","0","2019/03/06 16:00:00","71007030","71007030","10007","105","9011","2019/03/28 15:59:59","601"
"0","0","6006","1","打倒1隻傑克南瓜布丁（NORMAL限定）","610007101","2019/03/06 16:00:00","71007031","71007031","10007","106","9001","2019/03/28 15:59:59","601"
"0","0","6010","1","打倒1隻傑克南瓜布丁（VERY HARD限定）","610007301","2019/03/06 16:00:00","71007032","71007032","10007","107","9001","2019/03/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-1 (NORMAL)","10008101","2019/04/03 16:00:00","71008001","71008001","10008","102","9003","2019/04/21 15:59:59","601"
"0","0","6004","1","完成活動任務1-2 (NORMAL)","10008102","2019/04/03 16:00:00","71008002","71008002","10008","102","9003","2019/04/21 15:59:59","601"
"0","0","6004","1","完成活動任務1-3 (NORMAL)","10008103","2019/04/03 16:00:00","71008003","71008003","10008","102","9003","2019/04/21 15:59:59","601"
"0","0","6004","1","完成活動任務1-4 (NORMAL)","10008104","2019/04/03 16:00:00","71008004","71008004","10008","102","9003","2019/04/21 15:59:59","601"
"0","0","6004","1","完成活動任務1-5 (NORMAL)","10008105","2019/04/03 16:00:00","71008005","71008005","10008","102","9003","2019/04/21 15:59:59","601"
"0","0","6004","1","完成活動任務1-6 (NORMAL)","10008106","2019/04/03 16:00:00","71008006","71008006","10008","102","9003","2019/04/21 15:59:59","601"
"0","0","6004","1","完成活動任務1-7 (NORMAL)","10008107","2019/04/03 16:00:00","71008007","71008007","10008","102","9003","2019/04/21 15:59:59","601"
"0","0","6004","1","完成活動任務1-8 (NORMAL)","10008108","2019/04/03 16:00:00","71008008","71008008","10008","102","9003","2019/04/21 15:59:59","601"
"0","0","6004","1","完成活動任務1-9 (NORMAL)","10008109","2019/04/03 16:00:00","71008009","71008009","10008","102","9003","2019/04/21 15:59:59","601"
"0","0","6004","1","完成活動任務1-10 (NORMAL)","10008110","2019/04/03 16:00:00","71008010","71008010","10008","102","9003","2019/04/21 15:59:59","601"
"0","0","6004","1","完成活動任務1-11 (NORMAL)","10008111","2019/04/03 16:00:00","71008011","71008011","10008","102","9003","2019/04/21 15:59:59","601"
"0","0","6004","1","完成活動任務1-12 (NORMAL)","10008112","2019/04/03 16:00:00","71008012","71008012","10008","102","9003","2019/04/21 15:59:59","601"
"0","0","6004","1","完成活動任務1-13 (NORMAL)","10008113","2019/04/03 16:00:00","71008013","71008013","10008","102","9003","2019/04/21 15:59:59","601"
"0","0","6004","1","完成活動任務1-14 (NORMAL)","10008114","2019/04/03 16:00:00","71008014","71008014","10008","102","9003","2019/04/21 15:59:59","601"
"0","0","6004","1","完成活動任務1-15 (NORMAL)","10008115","2019/04/03 16:00:00","71008015","71008015","10008","102","9003","2019/04/21 15:59:59","601"
"0","0","6005","1","完成活動任務1-1 (HARD)","10008201","2019/04/03 16:00:00","71008016","71008016","10008","103","9003","2019/04/21 15:59:59","601"
"0","0","6005","1","完成活動任務1-2 (HARD)","10008202","2019/04/03 16:00:00","71008017","71008017","10008","103","9003","2019/04/21 15:59:59","601"
"0","0","6005","1","完成活動任務1-3 (HARD)","10008203","2019/04/03 16:00:00","71008018","71008018","10008","103","9003","2019/04/21 15:59:59","601"
"0","0","6005","1","完成活動任務1-4 (HARD)","10008204","2019/04/03 16:00:00","71008019","71008019","10008","103","9003","2019/04/21 15:59:59","601"
"0","0","6005","1","完成活動任務1-5 (HARD)","10008205","2019/04/03 16:00:00","71008020","71008020","10008","103","9003","2019/04/21 15:59:59","601"
"0","0","6002","1","將討伐證交換的獎賞一覽重置1次","0","2019/04/03 16:00:00","71008021","71008021","10008","104","9006","2019/04/21 15:59:59","601"
"0","0","6002","2","將討伐證交換的獎賞一覽重置2次","0","2019/04/03 16:00:00","71008022","71008022","10008","104","9006","2019/04/21 15:59:59","601"
"0","0","6002","3","將討伐證交換的獎賞一覽重置3次","0","2019/04/03 16:00:00","71008023","71008023","10008","104","9006","2019/04/21 15:59:59","601"
"0","0","6002","4","將討伐證交換的獎賞一覽重置4次","0","2019/04/03 16:00:00","71008024","71008024","10008","104","9006","2019/04/21 15:59:59","601"
"0","0","6008","5","打倒 5 隻奧拉姆（全難易度共通）","0","2019/04/03 16:00:00","71008025","71008025","10008","105","9011","2019/04/21 15:59:59","601"
"0","0","6008","10","打倒 10 隻奧拉姆（全難易度共通）","0","2019/04/03 16:00:00","71008026","71008026","10008","105","9011","2019/04/21 15:59:59","601"
"0","0","6008","15","打倒 15 隻奧拉姆（全難易度共通）","0","2019/04/03 16:00:00","71008027","71008027","10008","105","9011","2019/04/21 15:59:59","601"
"0","0","6008","20","打倒 20 隻奧拉姆（全難易度共通）","0","2019/04/03 16:00:00","71008028","71008028","10008","105","9011","2019/04/21 15:59:59","601"
"0","0","6008","25","打倒 25 隻奧拉姆（全難易度共通）","0","2019/04/03 16:00:00","71008029","71008029","10008","105","9011","2019/04/21 15:59:59","601"
"0","0","6008","30","打倒 30 隻奧拉姆（全難易度共通）","0","2019/04/03 16:00:00","71008030","71008030","10008","105","9011","2019/04/21 15:59:59","601"
"0","0","6010","1","打倒 1 隻奧拉姆（VERY HARD限定）","610008301","2019/04/03 16:00:00","71008031","71008031","10008","106","9001","2019/04/21 15:59:59","601"
"0","0","6004","1","完成活動任務1-1 (NORMAL)","10009101","2019/05/02 16:00:00","71009001","71009001","10009","102","9003","2019/05/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-2 (NORMAL)","10009102","2019/05/02 16:00:00","71009002","71009002","10009","102","9003","2019/05/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-3 (NORMAL)","10009103","2019/05/02 16:00:00","71009003","71009003","10009","102","9003","2019/05/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-4 (NORMAL)","10009104","2019/05/02 16:00:00","71009004","71009004","10009","102","9003","2019/05/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-5 (NORMAL)","10009105","2019/05/02 16:00:00","71009005","71009005","10009","102","9003","2019/05/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-6 (NORMAL)","10009106","2019/05/02 16:00:00","71009006","71009006","10009","102","9003","2019/05/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-7 (NORMAL)","10009107","2019/05/02 16:00:00","71009007","71009007","10009","102","9003","2019/05/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-8 (NORMAL)","10009108","2019/05/02 16:00:00","71009008","71009008","10009","102","9003","2019/05/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-9 (NORMAL)","10009109","2019/05/02 16:00:00","71009009","71009009","10009","102","9003","2019/05/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-10 (NORMAL)","10009110","2019/05/02 16:00:00","71009010","71009010","10009","102","9003","2019/05/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-11 (NORMAL)","10009111","2019/05/02 16:00:00","71009011","71009011","10009","102","9003","2019/05/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-12 (NORMAL)","10009112","2019/05/02 16:00:00","71009012","71009012","10009","102","9003","2019/05/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-13 (NORMAL)","10009113","2019/05/02 16:00:00","71009013","71009013","10009","102","9003","2019/05/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-14 (NORMAL)","10009114","2019/05/02 16:00:00","71009014","71009014","10009","102","9003","2019/05/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-15 (NORMAL)","10009115","2019/05/02 16:00:00","71009015","71009015","10009","102","9003","2019/05/19 15:59:59","601"
"0","0","6005","1","完成活動任務1-1 (HARD)","10009201","2019/05/02 16:00:00","71009016","71009016","10009","103","9003","2019/05/19 15:59:59","601"
"0","0","6005","1","完成活動任務1-2 (HARD)","10009202","2019/05/02 16:00:00","71009017","71009017","10009","103","9003","2019/05/19 15:59:59","601"
"0","0","6005","1","完成活動任務1-3 (HARD)","10009203","2019/05/02 16:00:00","71009018","71009018","10009","103","9003","2019/05/19 15:59:59","601"
"0","0","6005","1","完成活動任務1-4 (HARD)","10009204","2019/05/02 16:00:00","71009019","71009019","10009","103","9003","2019/05/19 15:59:59","601"
"0","0","6005","1","完成活動任務1-5 (HARD)","10009205","2019/05/02 16:00:00","71009020","71009020","10009","103","9003","2019/05/19 15:59:59","601"
"0","0","6002","1","將討伐證交換的獎賞一覽重置1次","0","2019/05/02 16:00:00","71009021","71009021","10009","104","9006","2019/05/19 15:59:59","601"
"0","0","6002","2","將討伐證交換的獎賞一覽重置2次","0","2019/05/02 16:00:00","71009022","71009022","10009","104","9006","2019/05/19 15:59:59","601"
"0","0","6002","3","將討伐證交換的獎賞一覽重置3次","0","2019/05/02 16:00:00","71009023","71009023","10009","104","9006","2019/05/19 15:59:59","601"
"0","0","6002","4","將討伐證交換的獎賞一覽重置4次","0","2019/05/02 16:00:00","71009024","71009024","10009","104","9006","2019/05/19 15:59:59","601"
"0","0","6008","5","打倒5隻霧奇（全難易度共通）","0","2019/05/02 16:00:00","71009025","71009025","10009","105","9011","2019/05/19 15:59:59","601"
"0","0","6008","10","打倒10隻霧奇（全難易度共通）","0","2019/05/02 16:00:00","71009026","71009026","10009","105","9011","2019/05/19 15:59:59","601"
"0","0","6008","15","打倒15隻霧奇（全難易度共通）","0","2019/05/02 16:00:00","71009027","71009027","10009","105","9011","2019/05/19 15:59:59","601"
"0","0","6008","20","打倒20隻霧奇（全難易度共通）","0","2019/05/02 16:00:00","71009028","71009028","10009","105","9011","2019/05/19 15:59:59","601"
"0","0","6008","25","打倒25隻霧奇（全難易度共通）","0","2019/05/02 16:00:00","71009029","71009029","10009","105","9011","2019/05/19 15:59:59","601"
"0","0","6008","30","打倒30隻霧奇（全難易度共通）","0","2019/05/02 16:00:00","71009030","71009030","10009","105","9011","2019/05/19 15:59:59","601"
"0","0","6006","1","打倒1隻霧奇（NORMAL限定）","610009101","2019/05/02 16:00:00","71009031","71009031","10009","106","9001","2019/05/19 15:59:59","601"
"0","0","6010","1","打倒1隻霧奇（VERY HARD限定）","610009301","2019/05/02 16:00:00","71009032","71009032","10009","107","9001","2019/05/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-1 (NORMAL)","10010101","2019/06/03 16:00:00","71010001","71010001","10010","102","9003","2019/06/21 15:59:59","601"
