defb44a73c60402de69603c174b5631cd9feb0a4072d0abdabfdaf2a0a5f2bd0,53b236e139a263d96c53b2ba0fac57ad3da5bd01710ded852b168153d77cec93,4040fcdb9dd75085d9f6f22ef1f13659077a839b56b921abb86c46ab8d8a1c7e,be7ab600a5e918ca8f438dd4e8c96f344a0c0608dba0ed20dc97107fff8d3051,08bf6f8d2cbcdd5896b5f8412120d9dba5210f66fc3e3d3d7fae290d9c8390d8,cddd4bb17fad53f1d0e31723dac538f23200ca2e25388ddacaf7a579434d8fe8,96557fd8d777a3a82519b8d0015531a93d998510959a50f13cfe69e9341e7ff0,3a2485df475b9abc23f5c084e798627af3f7ea4d97d9382e4f639b75c9dd3adf,3f0c17cb690a389c8e619468c8b338b7b8b88016212010babccac33cbbe1543a,e50acc431ee1fa079bbd3a292ce9110f485fdf70c6a0dc9c2a02557c69cf7cd4,04bea2353785675a2ad7b94e1d47d9bc875cf24bf4cd68e7573064529a774954,1b5a599dbb894f39689a8ed5eb83daf344ffd9b64f744c39170dbdf497e664cd,55c53bb5aa0d75e3d3099ab8202e06ba55ab4f1f51034af3bb110e873f5b63f3,2912cedf45a5993d670b30dfc01f32accd67bdaef589411d99ce11266aedc0ad,39f691f33b4ceeb6366d7ed2933ac1021bdc6d93833c0fa7fa7194c14ed92b8d,58ffa76b2a33dab793ff96d2c3ff7f98cdd4c7a938c8c417adcbe67d47ca3d11,3d6740bf8ad1dc4f2e81d34b4f375d0643346faf348b12bb88c0603912a65359,30c187043556a4968e1dd93d340b1a85ca9b06e71a3420eb7c915977edaaa724,9d007cba488848c48a85283aa5a70ea76af34c22b570032b1f8c0f39e784f977,2df1c8e4900062b33f79d07c7aedc2a92a94b6bc301d52c7fd5e9efcfc468245,8066066e1b3eef138ded9ae4818eb1e32c8f2c03889b6a9fc50ca65d72248220,12ee400fb2d3142aefa06dde4df070c179ea97be4c09af4423c8206d9c78101d,83f6fe27788fab9335e396fcad4dbc1a0fbc0016deec02dc040040d0b5414820,cb6d4ded9cef31392cdce796028c3a1101f7c3dfb26e2ca645c09ff75a9fe896,c0c60cd33ceb294205ba096f1dbc7049652a18c314f08812c40196bfc3f8bc88,82eeeb43536d52fee4a33247a784a6ad421449c6b0b194e30bfbfe03872267e5,8688e3d714e8a013eb4a5ac0187e92a0df099c0eec3256ab6f8cd13ac3e3ab92,e4162179a226fdf2236ac868c61d62423f5ddcd8eb5f74a4b3fa07b4c2fcd95d,0cbf4844bab2cd9e05e9f20a2ef2f2a9bfc60db65a024e296a317a4f31db6c4f,19bcf81cc9f09bc64a6b67493f1e78f8f66c2ccbfc3994c6290ea38468e7391a,4745afedc9caa91ace5f63bed6d16a2646d2bac5ecc2761e497bb41ada20cb3f,a7cb6e27d093377c54b68f2d51b7c9eac2990aec387c11686fac048f08161ffa,d29647199dcc3b15d4c43e86b974d49362e679a7e5a0781d7982306d73384594,b86a08a611046a0d71232a402eb69184e1f2cf606db2964572c3085031f10449,2321629b9920eac38e91df7788f3712145d66af5b921a8800883e9397cbf0c78,23ff5645ea66774a38df62dd0153422fa08f3cb17168f8bea8963815d37be7b0,712f863252425016d9116e9391fa710ddf928430c26cf7fa699c7e70849a4cbe,5eff0a59f8a63040f0b5988eb4caf955993ceb2770657f5560805078a7b79f97,19dd39cc183fbe6c69f1b50183c8ccd28339182f4eeec885b3f2168b583cc1a4,a752cc7efe689bb43f807961bf8b11386e9a8567450bac584e4086937498b4f2,d34e9e69ad26ee8e056a0d6ae8698928390b21328a29425eae48b11be55aecc6,11ea476a1e8aa08983d94f3d9964022afebd690f6b3147f8970345d7a9a0261c,61546d5a71bfe5715e13b234c696044095f7eb9561cf603a66fa196c7e3e5760,194229839933b1312b167b57ef7bf728906bbc4d9dfe6f082a58960749ddd311,4f9e909420dd35a62f88db93a6a6d1e38399f1ae365abbd4eb0f50119420ac9d,15e39000ea0ecabf7efa5440acd9bf4e34d2c5c9c69fe3f10c8473d04009b3f2,2952548ae1266e5177cdec6a64f3774d096c238db061c618917809dd2547f160,beb931c4568256230a53590192136ea39f2e386b75887c80c195d94c22a517ab,b157fd52a326677fdf4fecf9d074ac0d2344eb239799596b27f5f98743e7c4e3,005af23f345ee2943389e2b435a0a0029a9ce8ae498e0a4a3fd6805cd4bc818d,4ef39bb5e8e6b07bd542a30c6751ea2af032faed676ead8b640c526b447c7ac3,b1ed634fadf8841e2633c115a1bcd9a8d4d3824d016b2d1dca65a47a95973455,c8b1ca74ef5f0115df8c278683cc502fc85d18d6974fb01df229d5f384ac1a51,627c68f2416b36d44af634abcf7381b395bc753e4ea4c9ef91d7510935b8c1de,a91297543943ae96cb112ac6f73de3dbbd89efb0c38fec5118321ee99e3f3209,cf17fcf2cceebd679ea27fc65dec5d17be4372c9603455fd68deeed984ca82ce,8d629c2de40e686701cb211a95baf6e02182cdbad41d01479c5511cf4d238186,2f18d12c0721d95880a678d1ae7ec66fe6516b510399d00fbc4fde1d752c5ce0,6225e2adacbe9d1e6adea600a0c9fed88b67999fd253de94156a7d2fa36c8b0a,853d42f22cb0855d6020bed24a2c3620e5e9675644904e906fbe5750dea22c31,42d8279b03412577ec23456f7c411549dc5b1c4f3d4219edc7f45af8c19a53d5,c958c06e5e64450dd643791add29531863abf4dd47ab13341a39bdd74ab425b5,b218e59d41ad1a5222f1dad70c9098ca418e26018390f785e7530c0c5340b03d,cf739707fbafd44cc69b7e9bfd1a3c9a001c0162e2199b6bbd3528460e9f8e39,1746ad26bf47cd0e6788d524b2dc0e3f9a7249e1a17ab72a15166ef174748eb3
"0","0","103","0","106","0","0","0","0","301","0","0","0","-1","402","105","113","301","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","301","301","301","0","0","301","0","0","301","0","0","0","0","0","0","0","101303","301","0","0","0","0","0","0","0","301","0","0","3","301"
"0","0","133","0","0","0","0","0","0","0","0","0","0","-1","0","101","113","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106","0","0","0","0","0","0","0","0","0","0","0","0","0","101304","0","0","0","0","0","0","0","0","0","0","0","4","0"
"0","0","105","0","0","0","0","0","0","0","0","0","0","-1","0","148","113","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402","0","0","101305","0","0","0","0","0","0","0","0","0","0","0","5","0"
"0","0","147","0","0","0","0","0","0","0","0","0","0","-2","0","0","114","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","401","0","0","0","101401","0","0","0","0","0","0","0","0","0","0","0","1","0"
"301","0","102","301","0","0","0","0","0","0","0","0","0","-2","0","301","114","0","301","0","301","0","1","0","0","301","0","0","0","0","0","0","301","0","0","0","0","0","0","0","0","0","301","0","0","0","0","301","0","0","0","101402","0","0","0","0","0","0","0","0","0","0","0","2","0"
"0","0","120","0","301","301","301","301","0","0","0","301","0","-2","0","0","114","301","0","0","0","301","1","0","0","0","301","301","301","0","301","301","0","0","0","301","0","301","0","0","301","0","0","301","0","0","402","0","0","0","0","101403","301","0","301","0","0","301","0","0","0","301","0","3","301"
"0","0","104","0","0","0","0","0","303","303","0","0","303","-2","303","0","114","0","0","303","0","0","1","303","0","0","0","0","0","303","0","0","0","303","0","0","303","303","303","0","303","0","0","303","0","0","303","0","303","303","0","101404","303","0","0","0","0","0","303","0","303","0","303","4","303"
"0","0","103","0","0","0","0","0","0","0","0","0","0","-2","0","0","114","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","404","0","0","101405","0","0","0","0","0","0","0","0","0","0","0","5","0"
"0","0","102","0","0","0","0","0","0","0","0","0","0","0","0","103","115","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101501","0","0","0","0","0","0","0","0","123","0","0","1","0"
"0","301","140","0","0","0","0","0","0","0","301","0","0","0","0","117","115","0","0","0","303","0","1","0","303","303","0","0","0","0","0","0","0","0","303","0","0","0","0","301","0","301","303","0","0","303","0","303","0","0","0","101502","0","301","0","301","301","0","0","301","0","0","0","2","0"
"0","0","105","0","0","0","301","301","0","0","0","301","0","0","0","104","115","111","0","0","0","301","1","0","0","0","301","301","301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101503","0","0","0","0","0","301","0","0","0","301","0","3","0"
"303","0","139","303","0","0","0","0","0","0","0","0","303","0","0","133","115","0","303","303","0","0","1","0","0","0","0","0","0","0","0","0","303","0","0","0","0","0","0","0","0","0","0","0","0","0","303","0","303","303","0","101504","0","0","0","0","0","0","303","0","0","0","0","4","0"
"0","0","102","0","0","0","0","402","0","0","0","0","0","0","0","102","115","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101505","0","0","0","0","0","0","402","0","0","0","0","5","0"
"0","0","105","0","0","0","0","0","0","0","0","0","0","1","0","103","116","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105","0","0","0","0","0","0","0","0","0","0","0","0","0","101601","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","0","133","0","0","0","0","0","0","0","0","0","0","1","0","136","116","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101602","0","0","0","0","0","0","0","0","0","0","0","2","0"
"301","0","103","301","301","0","0","401","301","0","0","0","301","1","122","101","116","0","301","301","0","0","1","301","0","0","0","0","0","301","0","0","301","301","0","0","0","0","301","0","0","0","0","402","0","0","301","0","0","301","0","101603","0","0","301","0","0","0","301","0","0","0","301","3","0"
"0","0","108","0","0","0","0","0","0","0","0","0","0","1","0","138","116","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101604","0","0","0","0","0","0","0","0","0","0","0","4","0"
"0","0","104","0","0","0","0","0","0","0","0","0","0","1","0","104","116","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101605","122","0","0","0","0","0","0","0","0","0","0","5","0"
"0","303","142","0","0","0","0","0","0","0","0","0","0","-3","0","103","117","303","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","405","303","0","303","0","0","0","0","0","303","303","0","0","0","0","0","0","101701","0","0","0","0","0","0","0","0","0","0","0","1","303"
"301","0","102","301","0","0","0","0","0","0","0","0","301","-3","301","104","117","0","301","0","301","0","1","0","301","301","0","0","0","0","0","0","301","301","301","0","0","0","0","0","401","0","301","0","0","301","301","301","0","301","301","101702","0","0","0","0","0","0","0","0","0","0","0","2","0"
"0","0","108","0","0","0","0","0","0","303","0","0","0","-3","402","112","117","303","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","303","303","303","0","0","303","0","0","303","0","0","0","0","0","0","0","101703","303","0","0","0","0","0","0","0","303","0","0","3","303"
"0","0","103","0","0","0","0","0","0","0","0","0","0","-3","303","101","117","0","0","0","303","0","1","0","303","303","0","0","0","0","0","0","0","303","303","0","0","0","303","0","0","0","303","0","0","303","0","303","0","0","303","101704","0","0","0","0","0","0","0","0","0","0","0","4","0"
"0","0","104","0","0","0","0","0","0","402","0","0","0","-3","0","120","117","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402","142","0","0","0","0","0","0","0","0","0","0","0","0","101705","0","0","0","0","0","0","0","0","0","0","0","5","0"
"0","0","137","0","112","0","0","0","0","0","0","0","0","-1","0","104","118","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101801","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","0","103","0","0","0","0","0","0","0","0","0","0","-1","0","107","118","401","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402","0","0","101802","0","0","0","0","0","0","0","0","0","0","0","2","0"
"0","0","104","0","301","301","0","0","301","301","0","0","0","-1","0","102","118","301","0","0","0","0","1","301","0","0","0","0","0","149","301","0","0","0","0","301","301","301","0","0","301","0","0","301","301","0","0","0","301","0","0","101803","301","0","301","0","0","0","0","0","301","0","301","3","301"
"0","0","150","0","403","0","0","0","0","0","0","0","0","-1","0","103","118","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101804","401","0","0","0","0","0","0","0","0","0","0","4","0"
"0","0","104","0","0","0","0","0","0","0","0","0","0","-1","0","108","118","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101805","0","0","0","0","0","0","0","0","0","0","0","5","0"
"0","0","145","0","0","0","0","0","0","0","0","0","0","0","0","125","119","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101901","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","0","103","0","0","0","117","0","0","0","0","0","0","0","0","103","119","105","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101902","0","0","0","0","0","0","0","0","0","0","0","2","0"
"303","0","105","303","0","0","0","0","0","0","0","0","303","0","0","105","119","0","303","303","0","0","1","120","0","0","0","0","0","0","0","0","303","0","0","0","0","0","0","0","0","0","0","0","0","0","303","0","121","303","0","101903","0","0","0","0","0","0","303","0","0","0","0","3","0"
"0","0","104","0","0","0","0","0","303","0","0","0","0","0","303","101","119","0","0","0","0","0","1","303","0","0","0","0","0","303","0","0","0","303","0","0","0","0","303","0","0","0","0","0","0","0","0","0","0","402","105","101904","0","0","0","0","0","0","0","0","0","0","303","4","0"
"0","0","125","0","0","0","0","0","402","0","0","0","0","0","0","129","119","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","143","0","0","0","0","0","0","0","101905","0","0","0","0","0","0","0","0","0","0","0","5","0"
"0","0","136","0","0","0","0","0","0","0","0","0","0","-1","0","131","120","0","0","0","0","0","1","0","0","0","0","0","0","403","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102001","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","0","104","0","0","0","0","0","301","0","0","0","0","-1","301","105","120","118","0","0","0","0","1","301","0","0","0","0","0","301","0","0","0","301","0","0","0","0","301","0","0","0","0","0","0","0","0","0","0","0","112","102002","0","0","0","0","0","0","0","0","0","0","301","2","0"
"301","0","105","301","0","0","0","0","0","0","0","0","301","-1","0","102","120","0","301","0","0","0","1","141","0","0","0","0","0","0","0","0","301","0","0","0","122","0","0","0","0","0","0","0","0","0","301","0","0","301","0","102003","0","0","0","0","0","0","0","0","0","0","0","3","0"
"0","0","102","0","0","0","108","0","0","0","0","0","0","-1","0","104","120","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102004","0","0","0","0","0","0","402","0","0","0","0","4","0"
"0","0","109","0","0","0","0","0","0","0","0","0","0","-1","0","117","120","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105","0","0","0","0","0","0","0","102005","0","0","0","0","0","0","0","0","0","0","0","5","0"
"0","0","103","0","0","0","0","0","0","0","0","0","0","-2","0","0","121","0","408","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104","0","0","102101","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","0","102","0","0","0","0","0","0","0","0","0","0","-2","0","0","121","401","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133","0","0","102102","0","0","0","0","0","0","0","0","0","0","0","2","0"
"301","0","105","301","0","0","0","0","0","0","0","0","301","-2","0","301","121","0","301","301","0","0","1","0","0","0","0","0","0","0","0","0","301","0","0","0","0","0","0","0","0","0","0","0","0","0","301","0","145","301","0","102103","0","0","402","0","0","0","301","0","0","0","0","3","0"
"0","401","120","0","303","303","0","0","303","0","0","0","0","-2","0","0","121","0","401","0","0","0","1","303","0","0","0","0","0","303","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105","0","0","102104","0","0","303","0","0","0","0","0","0","0","303","4","0"
"0","0","131","0","0","403","0","0","0","0","0","0","0","-2","0","0","121","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","0","0","102105","0","0","0","0","0","0","0","0","0","0","0","5","0"
"0","0","104","0","129","0","0","0","303","0","0","0","0","-3","0","0","122","0","0","0","0","0","1","303","0","0","0","0","0","303","0","0","0","303","0","0","0","0","303","0","0","0","0","0","0","0","0","0","105","0","0","102201","0","0","303","0","0","0","0","0","0","0","303","1","0"
"0","0","102","0","0","0","0","0","0","303","0","0","0","-3","0","0","122","303","0","0","403","0","1","0","0","0","0","0","0","0","0","0","0","0","0","303","303","303","0","0","303","0","0","303","0","0","0","0","135","0","0","102202","303","0","0","0","0","0","0","0","303","0","0","2","303"
"303","0","103","303","0","0","0","0","0","0","0","0","303","-3","0","303","122","403","303","303","303","0","1","0","119","303","0","0","0","0","0","0","303","0","0","0","0","0","0","0","0","0","303","0","0","0","303","303","102","303","0","102203","0","0","0","0","0","0","303","0","0","0","0","3","0"
"0","0","140","0","0","0","0","0","0","303","0","0","0","-3","0","0","122","303","0","0","0","0","1","0","0","0","0","0","0","0","0","401","0","0","0","303","303","303","0","0","303","0","0","303","0","0","0","0","124","0","0","102204","303","0","0","0","0","0","0","0","303","0","0","4","303"
"0","0","112","0","0","0","0","0","0","0","0","0","0","-3","301","0","122","0","403","0","0","0","1","0","0","0","0","0","0","105","0","0","0","301","0","0","0","0","301","0","0","0","0","0","0","0","0","0","103","0","301","102205","0","0","0","0","0","0","0","0","0","0","0","5","0"
"0","0","134","304","304","0","0","0","0","0","0","0","0","-2","0","0","123","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103","0","0","102301","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","0","101","0","0","0","0","0","0","0","303","0","0","-2","0","0","123","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","0","303","0","303","0","0","0","0","0","0","142","0","0","102302","0","0","0","303","303","0","0","303","0","0","0","2","0"
"401","0","114","0","0","125","0","0","0","0","0","0","0","-2","0","0","123","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","102","0","0","0","402","0","0","0","0","0","0","0","0","0","0","144","0","0","102303","0","0","0","0","0","0","0","0","0","0","0","3","0"
"0","0","103","0","0","0","402","0","0","0","0","0","0","-2","0","0","123","0","0","0","402","0","1","0","0","0","0","0","0","0","0","0","0","130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104","0","0","102304","0","0","0","0","0","0","0","0","0","0","0","4","0"
"0","0","105","0","0","0","0","0","0","0","0","0","0","-2","0","0","123","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","304","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","0","0","102305","0","0","0","0","0","0","0","0","0","0","0","5","0"
"0","0","103","0","0","0","0","0","0","0","0","0","0","1","0","0","124","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","0","0","102401","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","0","105","0","0","0","0","0","0","0","0","0","0","1","0","0","124","0","0","0","0","0","1","0","0","0","0","0","401","0","0","0","401","121","0","0","0","402","0","0","0","0","0","0","0","0","0","0","120","0","0","102402","0","0","0","0","0","0","0","0","0","0","0","2","0"
"0","0","113","0","0","0","0","0","0","0","301","0","0","1","0","0","124","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","105","0","0","0","0","0","301","0","301","0","0","0","0","0","0","104","0","0","102403","0","0","0","301","301","0","0","301","0","0","0","3","0"
"0","0","133","0","0","0","0","0","0","0","0","0","0","1","0","0","124","0","0","0","402","0","1","0","0","0","0","0","0","0","0","0","0","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","126","0","0","102404","0","0","401","0","0","0","0","0","0","0","0","4","0"
"0","0","104","0","0","0","0","0","0","0","0","0","0","1","0","0","124","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103","0","0","102405","0","0","0","0","0","0","0","0","0","0","0","5","0"
"0","0","105","0","0","0","0","0","0","0","0","0","0","-1","0","0","125","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104","0","0","102501","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","0","107","0","401","0","0","0","0","0","0","0","0","-1","0","0","125","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","106","0","0","0","0","0","0","0","0","401","0","0","0","0","0","113","0","0","102502","0","0","0","0","0","0","0","0","0","0","0","2","0"
"0","0","104","401","0","0","0","0","0","0","0","0","0","-1","0","0","125","0","0","0","0","0","1","0","0","0","0","0","0","0","0","401","0","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103","0","0","102503","0","0","0","0","0","0","0","0","0","0","0","3","0"
"0","0","137","0","0","0","0","401","0","0","303","0","0","-1","0","0","125","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","401","146","0","0","0","402","0","303","0","303","0","0","0","0","0","0","131","0","0","102504","0","0","0","0","303","0","0","303","0","0","0","4","0"
"0","0","103","0","0","0","0","0","0","0","0","0","0","-1","0","0","125","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","0","0","102505","0","0","0","0","0","0","0","0","0","0","0","5","0"
"0","0","111","0","0","0","0","0","0","0","0","0","0","5","0","132","126","0","0","0","303","0","1","0","303","303","0","0","0","0","0","0","0","0","303","0","0","0","0","0","0","0","303","0","0","303","0","303","401","0","0","102601","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","0","108","0","0","0","0","0","0","0","0","0","0","5","0","103","126","0","0","0","303","0","1","0","303","303","0","0","0","0","0","0","0","0","303","0","0","0","0","0","0","0","303","0","0","303","0","303","0","0","0","102602","0","0","0","0","0","0","0","0","0","0","0","2","0"
"301","0","149","301","0","0","0","0","0","0","0","0","301","5","0","104","126","0","301","301","0","0","1","0","0","0","0","0","0","0","0","0","301","0","0","138","0","0","0","0","0","0","0","0","0","0","301","0","301","301","0","102603","0","0","0","0","0","0","301","0","0","0","401","3","0"
"0","301","105","0","0","0","0","0","0","0","301","0","0","5","0","108","126","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301","0","301","0","0","301","0","0","0","0","0","0","102604","0","301","0","301","301","0","0","301","0","0","0","4","0"
"0","0","106","0","0","0","0","0","0","0","0","0","0","5","0","114","126","0","0","0","0","0","1","0","0","0","0","0","0","0","401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102605","0","0","0","0","0","0","0","0","0","0","0","5","0"
"0","0","124","0","0","0","0","0","303","0","0","0","0","4","303","0","127","0","0","0","0","0","1","0","0","0","0","0","0","303","0","0","0","303","303","0","0","0","303","0","0","0","0","0","0","0","0","0","0","0","303","102701","401","0","0","0","0","0","0","0","0","0","112","1","0"
"0","0","127","0","0","0","0","0","303","301","0","0","0","4","303","0","127","301","0","0","0","0","1","0","0","0","0","0","0","303","0","0","0","303","303","301","301","301","303","0","301","0","0","301","0","0","0","0","0","0","303","102702","301","0","0","0","0","0","0","0","301","0","0","2","301"
"0","0","110","0","0","0","0","0","0","0","0","0","0","4","0","401","127","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132","0","0","0","0","0","0","0","0","0","0","102703","0","0","0","0","0","0","0","0","0","0","117","3","0"
"0","0","106","0","0","0","0","0","301","303","0","0","303","4","301","0","127","0","0","303","0","0","1","0","0","0","0","0","0","301","0","0","0","301","301","0","303","0","301","0","303","0","0","303","0","0","0","0","303","303","301","102704","303","0","0","0","0","0","303","0","303","0","0","4","303"
"0","0","108","0","0","0","0","0","301","401","0","0","0","4","301","0","127","0","0","0","0","0","1","0","0","0","0","0","0","301","0","0","0","301","301","0","0","0","301","0","0","0","0","0","0","0","0","0","0","0","301","102705","0","0","0","0","0","0","0","0","0","0","147","5","0"
"0","0","123","0","0","0","0","0","0","0","303","0","0","40","0","0","128","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","303","0","303","401","0","0","0","0","0","401","0","0","102801","0","0","0","0","303","0","0","303","0","0","0","1","0"
"303","0","143","303","0","0","0","0","0","303","0","0","303","40","0","303","128","0","303","303","303","0","1","0","303","303","0","0","0","0","0","0","303","0","303","0","303","0","0","0","0","0","303","0","0","303","303","303","303","303","0","102802","0","0","0","0","0","0","303","0","0","0","0","2","0"
"0","0","115","0","0","303","303","303","0","0","0","303","0","40","0","0","128","0","0","0","0","303","1","0","0","0","303","303","303","0","303","303","131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102803","0","0","0","0","0","303","0","0","0","303","0","3","0"
"0","0","119","0","0","0","0","0","0","0","301","0","0","40","0","0","128","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301","0","301","0","0","0","0","0","0","0","0","0","102804","0","0","0","0","301","0","0","301","303","0","0","4","0"
"301","0","135","301","0","0","0","0","0","301","0","0","301","40","0","301","128","0","301","301","301","0","1","0","0","301","0","0","0","0","0","0","301","0","0","0","301","0","0","0","301","0","301","0","0","0","301","301","301","301","0","102805","301","0","0","0","0","0","301","0","401","0","0","5","301"
"0","0","113","0","401","0","0","0","0","0","0","0","0","40","0","121","129","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106","0","0","0","0","0","0","0","0","0","0","0","0","0","102901","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","0","147","0","0","0","0","0","0","0","0","0","0","40","0","110","129","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102902","0","0","0","0","0","0","0","0","0","0","0","2","0"
"0","303","130","0","301","301","301","301","0","0","303","301","0","40","0","105","129","303","0","0","0","301","1","0","401","0","301","301","301","0","301","301","0","0","0","303","0","149","0","303","0","303","0","0","303","0","0","0","0","0","0","102903","0","303","301","303","303","301","401","303","0","301","0","3","0"
"0","0","131","0","0","0","0","0","0","303","0","0","0","40","0","150","129","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102904","0","0","0","0","0","0","0","0","303","0","0","4","0"
