a14021c3eeef2b2afd5ab7301c4a96b4fc4956f92ea4c2374bb43c45c4df1194,037704800796d908c13bf794a5dc1e8d405f0c9f4d442b9c4c02ea0cc7408721,36618597d8ee5e14263f589da09d399d81e8d5687da71a2ddedf8abefbcf503b,7f7c834370dd93fea12ef9cb9b99853a6fd929cb6987180b4b5c3719d099743e,1b5fdf663d66921619648d8434d681c470b4facb160b6491c608c9700ec01bb6,7db93414e2eee8608fc303b2a1f83f28c168f42e134dbc9bf156076dd4f91a4e,70e580ccd09fc2f82dad577f490b9407d7ecc1a0ea7dce147d4004521fbc1040,2fea79f1d06adc701cc47ca63d9f53fa628fd4e44daa68a1cfeff1d370a9d85a,e8809f31c4d62c86fb54240630eaa7b8b7c7d9e301215b1925fa419241f41faf,2322237dd92cba53acf9ac57526976677f69c56926623d8e831a976f432ec88f,ca30eec5dc4331dc05587584ce0d08e66d0cbeaebef4906c200ffdb65ce6ae05
"3","1","1007402","mhp_talk_worry","100211","1007402134","","","","","0.2"
"21","0","1007402","vo_mhp_4110","vo_mhp_1007402","1007402135","0","","","",""
"11","4","1007402","謝、謝謝妳……\n但這和疾病有什麼關係……","100211","1007402136","1","0.5","0","0","0"
"91","","1007402","","0","1007402137","","","","",""
"3","1","1007402","mhp_idle_sad","100211","1007402138","","","","","0.2"
"3","1","1007402","mhp_talk_normal","117531","1007402139","","","","","0.2"
"21","0","1007402","vo_mhp_4111","vo_mhp_1007402","1007402140","0","","","",""
"11","4","1007402","情緒亢奮不太好喔。\n所以重點在用甜食帶來的幸福感\n壓抑感情，藉此好好控制。","117531","1007402141","1","0.5","0","0","0"
"91","","1007402","","0","1007402142","","","","",""
"22","","1007402","0","0","1007402143","","","","",""
"3","0","1007402","mhp_sit_in","117531","1007402144","mhp_sit_idle","","1","0.2","0.2"
"93","","1007402","0","1","1007402145","","","","",""
"101","","1007402","","1007402160","1007402146","","","","",""
"3","1","1007402","mhp_sit_idle","117531","1007402147","","","","","0.2"
"3","1","1007402","mhp_sit_talk_worry","100211","1007402148","","","","","0.2"
"21","0","1007402","vo_mhp_4112","vo_mhp_1007402","1007402149","0","","","",""
"11","4","1007402","數、數羊？\n那個，我並沒有睡眠不足的問題……","100211","1007402150","1","0.5","0","0","0"
"91","","1007402","","0","1007402151","","","","",""
"3","1","1007402","mhp_sit_idle_sad","100211","1007402152","","","","","0.2"
"3","1","1007402","mhp_sit_talk_thinking","117531","1007402153","","","","","0.2"
"21","0","1007402","vo_mhp_4113","vo_mhp_1007402","1007402154","0","","","",""
"11","6","1007402","不管要數羊還是數馬都無所謂喔。\n妳就以自己的方式找出\n能讓心靈平靜下來的方法吧。","117531","1007402155","1","0.5","0","0","0"
"91","","1007402","","0","1007402156","","","","",""
"22","","1007402","0","0","1007402157","","","","",""
"3","1","1007402","mhp_sit_idle","117531","1007402158","","","","","0.2"
"3","0","1007402","mhp_sit_out","100211","1007402159","","","","","0.2"
"91","","1007402","","0","1007402160","","","","",""
"3","0","1007402","mhp_yui_pekori","100211","1007402161","","","","","0.2"
"91","","1007402","","0","1007402162","","","","",""
"3","1","1007402","mhp_yui_walk_sad","100211","1007402163","","","","","0.2"
"4","","1007402","1","100211","1007402164","","","","",""
"2","-220","1007402","-1000","100211","1007402165","5","","0","",""
"93","","1007402","0","4","1007402166","","","","",""
"3","1","1007402","mhp_sit_talk_worry","117631","1007402167","","","","","0.2"
"21","0","1007402","vo_mhp_4114","vo_mhp_1007402","1007402168","0","","","",""
"11","5","1007402","……醫生，妳該不會是在拿她取樂吧？\n妳說的話也讓人搞不太懂了。","117631","1007402169","1","0.5","0","0","0"
"91","","1007402","","0","1007402170","","","","",""
"3","1","1007402","mhp_sit_idle","117631","1007402171","","","","","0.2"
"3","1","1007402","mhp_sit_talk_joy1","117531","1007402172","","","","","0.2"
"21","0","1007402","vo_mhp_4115","vo_mhp_1007402","1007402173","0","","","",""
"11","5","1007402","呵呵，畢竟以我們公會的孩子們來說，\n沒辦法期待那種酸酸甜甜的感覺啊。","117531","1007402174","1","0.5","0","0",""
"91","","1007402","","0","1007402175","","","","",""
"3","1","1007402","mhp_sit_talk_thinking","117531","1007402176","","","","","0.2"
"21","0","1007402","vo_mhp_4116","vo_mhp_1007402","1007402177","0","","","",""
"11","4","1007402","別人的情路真的是很有趣呢♪","117531","1007402178","1","0.5","0","0",""
"91","","1007402","","0","1007402179","","","","",""
"22","","1007402","0.5","0","1007402180","","","","",""
"91","","1007402","","0","1007402181","","","","",""
"1","100","1007403","100211","1","1007403001","-1000","mhp_idle_normal","-240","0","1.7"
"1","100","1007403","117531","1","1007403002","185","mhp_sit_idle","-220","1","1.7"
"1","100","1007403","117631","1","1007403003","365","mhp_sit_idle","-200","1","1.7"
"31","-240","1007403","1","1","1007403004","-154","","0.85","","1"
"31","0","1007403","113","13","1007403005","0","","1","","0"
"31","0","1007403","115","15","1007403006","0","","1","","0"
"31","0","1007403","130","30","1007403007","0","","1","","0"
"5","110","1007403","11","1","1007403008","-200","NoItem","-220","0","1.7"
"5","105","1007403","12","1","1007403009","-200","NoItem","-220","0","1.7"
"5","110","1007403","21","1","1007403010","185","NoItem","-220","1","1.7"
"5","105","1007403","22","1","1007403011","185","NoItem","-220","1","1.7"
"6","1","1007403","1","11","1007403012","1","","0","0","0"
"6","1","1007403","1","12","1007403013","1","","0","0","0"
"6","1","1007403","1","21","1007403014","1","","0","0","0"
"6","1","1007403","1","22","1007403015","1","","0","0","0"
"5","110","1007403","31","1","1007403016","-1000","NoItem","-220","0","1.7"
"91","","1007403","","0","1007403017","","","","",""
"3","1","1007403","mhp_sit_talk_normal","117531","1007403018","","","","","0.2"
"21","0","1007403","vo_mhp_4201","vo_mhp_1007403","1007403019","0","","","",""
"11","5","1007403","優衣，請進～","117531","1007403020","0","0.5","0","0","0"
"91","","1007403","","0","1007403021","","","","",""
"3","1","1007403","mhp_sit_idle","117531","1007403022","","","","","0.2"
"3","1","1007403","mhp_yui_walk_sad3","100211","1007403023","","","0","","0.2"
"2","-220","1007403","-200","100211","1007403024","4","","0","",""
"3","1","1007403","NoItem","31","1007403025","","","","","0.2"
"2","-220","1007403","-200","31","1007403026","4","","0","",""
"91","","1007403","","0","1007403027","","","","",""
"3","0","1007403","mhp_yui_sit_in_sad2","100211","1007403028","mhp_yui_sit_idle_sad3","","1","0.2","0.2"
"93","","1007403","0","1","1007403029","","","","",""
"3","1","1007403","mhp_yui_sit_talk_sad2","100211","1007403030","","","","","0.2"
"21","0","1007403","vo_mhp_4202","vo_mhp_1007403","1007403031","0","","","",""
"11","5","1007403","唉……明明請醫生為我看診好幾次了，\n我卻還是一樣胸口不舒服，\n臉也很燙，還心不在焉的……","100211","1007403032","1","0.5","0","0","0"
"91","","1007403","","0","1007403033","","","","",""
"3","1","1007403","mhp_yui_sit_idle_sad4","100211","1007403034","","","","","0.2"
"3","1","1007403","mhp_sit_talk_normal","117531","1007403035","","","","","0.2"
"21","0","1007403","vo_mhp_4203","vo_mhp_1007403","1007403036","0","","","",""
"11","5","1007403","我問妳，優衣，\n這些症狀都在什麼時候出現呢？","117531","1007403037","1","0.5","0","0","0"
"91","","1007403","","0","1007403038","","","","",""
"3","1","1007403","mhp_sit_idle","117531","1007403039","","","","","0.2"
"3","1","1007403","mhp_yui_sit_talk_sad2","100211","1007403040","","","","","0.2"
"3","1","1007403","mhp_yui_sit_talk_sad2","31","1007403041","","","","","0"
"21","0","1007403","vo_mhp_4204","vo_mhp_1007403","1007403042","0","","","",""
"11","3","1007403","呃，這個……\n啊，啊～！","100211","1007403043","1","1.5","0","0","0"
"93","","1007403","1","4","1007403044","","","","",""
"3","1","1007403","mhp_yui_hot","100211","1007403045","","","","","0.2"
"3","1","1007403","mhp_yui_hot","31","1007403046","","","","","0.2"
"91","","1007403","","1007403043","1007403047","","","","",""
"93","","1007403","0","1","1007403048","","","","",""
"3","1","1007403","mhp_sit_talk_normal","117531","1007403049","","","","","0.2"
"21","0","1007403","vo_mhp_4205","vo_mhp_1007403","1007403050","0","","","",""
"11","4","1007403","我來猜猜看吧？\n那都是發生在妳想著\n某個非常在意的人時，對吧？","117531","1007403051","1","0.5","0","0","0"
"91","","1007403","","0","1007403052","","","","",""
"3","1","1007403","mhp_sit_idle","117531","1007403053","","","","","0.2"
"3","1","1007403","mhp_yui_sit_talk_wish2","100211","1007403054","","","","","0.2"
"3","1","1007403","NoItem","31","1007403055","","","","","0.2"
"21","0","1007403","vo_mhp_4206","vo_mhp_1007403","1007403056","0","","","",""
"11","4","1007403","那、那麼，這是……","100211","1007403057","1","0.5","0","0","0"
"91","","1007403","","0","1007403058","","","","",""
"3","1","1007403","mhp_yui_sit_idle_sad4","100211","1007403059","","","","","0.2"
"3","1","1007403","mhp_sit_talk_wish","117531","1007403060","","","","","0.2"
"21","0","1007403","vo_mhp_4207","vo_mhp_1007403","1007403061","0","","","",""
"11","8","1007403","就是讓許多人煩心的難治之症，戀愛病喔！","117531","1007403062","1","0.5","0","0","0"
"91","","1007403","","0","1007403063","","","","",""
"3","1","1007403","mhp_sit_idle","117531","1007403064","","","","","0.2"
"3","1","1007403","mhp_yui_sit_talk_surprise2","100211","1007403065","","","","","0.2"
"21","0","1007403","vo_mhp_4208","vo_mhp_1007403","1007403066","0","","","",""
"11","5","1007403","我、我真是的，居然找醫生\n商量這麼難為情的事……！\n對、對不起！","100211","1007403067","1","0.5","0","0","0"
"91","","1007403","","0","1007403068","","","","",""
"3","1","1007403","mhp_yui_sit_idle_verysad","100211","1007403069","","","","","0.2"
"3","1","1007403","mhp_sit_talk_joy1","117531","1007403070","","","","","0.2"
"21","0","1007403","vo_mhp_4209","vo_mhp_1007403","1007403071","0","","","",""
"11","6","1007403","妳不必放在心上，\n為戀愛煩心是年輕的特權喔♪","117531","1007403072","1","0.5","0","0","0"
"91","","1007403","","0","1007403073","","","","",""
"3","1","1007403","mhp_sit_idle_joy1","117531","1007403074","","","","","0.2"
"3","1","1007403","mhp_yui_sit_talk_wish2","100211","1007403075","","","","","0.2"
"21","0","1007403","vo_mhp_4210","vo_mhp_1007403","1007403076","0","","","",""
"11","4","1007403","那、那個，深月小姐……\n不，深月醫生！\n這種時候該怎麼辦才好呢？","100211","1007403077","1","0.5","0","0","0"
"91","","1007403","","0","1007403078","","","","",""
"3","1","1007403","mhp_yui_sit_idle_sad3","100211","1007403079","","","","","0.2"
"3","1","1007403","mhp_sit_talk_surprise2","117531","1007403080","","","","","0.2"
"21","0","1007403","vo_mhp_4211","vo_mhp_1007403","1007403081","0","","","",""
"11","8","1007403","……咦？","117531","1007403082","1","0.5","0","0","0"
"91","","1007403","","0","1007403083","","","","",""
"3","1","1007403","mhp_sit_talk_surprise2","117531","1007403084","","","","","0.2"
"3","1","1007403","mhp_yui_sit_talk_worry2","100211","1007403085","","","","","0.2"
"21","0","1007403","vo_mhp_4212","vo_mhp_1007403","1007403086","0","","","",""
"11","5","1007403","如果是深月醫生這麼優秀的大人，\n應該經歷過很多美好的戀情吧？","100211","1007403087","1","0.5","0","0","0"
"91","","1007403","","0","1007403088","","","","",""
"3","1","1007403","mhp_yui_sit_idle_sad3","100211","1007403089","","","","","0.2"
"3","1","1007403","mhp_sit_talk_bitter","117531","1007403090","","","","","0.2"
"21","0","1007403","vo_mhp_4213","vo_mhp_1007403","1007403091","0","","","",""
"11","5","1007403","倒、倒也……不是這樣喔？","117531","1007403092","1","0.5","0","0","0"
"91","","1007403","","0","1007403093","","","","",""
"3","1","1007403","mhp_sit_idle_bitter","117531","1007403094","","","","","0.2"
"3","1","1007403","mhp_yui_sit_talk_kirakira","100211","1007403095","","","","","0.2"
"21","0","1007403","vo_mhp_4214","vo_mhp_1007403","1007403096","0","","","",""
"11","3","1007403","麻煩妳為我做戀愛診察！","100211","1007403097","1","0.5","0","0","0"
"91","","1007403","","0","1007403098","","","","",""
"3","1","1007403","mhp_yui_sit_idle_kirakira","100211","1007403099","","","","","0.2"
"3","1","1007403","mhp_mitsuki_sit_shake","117531","1007403100","","","","","0.2"
"21","0","1007403","vo_mhp_4215","vo_mhp_1007403","1007403101","0","","","",""
"11","7","1007403","咦、咦咦咦……！","117531","1007403102","1","0.5","0","0","0"
"91","","1007403","","0","1007403103","","","","",""
"3","1","1007403","mhp_sit_idle_sad3","117531","1007403104","","","","","0.2"
"32","","1007403","1","113","1007403105","","","1","",""
"33","-100","1007403","193","113","1007403106","0","","1","",""
"33","-100","1007403","193","115","1007403107","0","","1","",""
"93","","1007403","0","0.8","1007403108","","","","",""
"21","0","1007403","vo_mhp_4216","vo_mhp_1007403","1007403109","0","","","",""
"13","","1007403","10001","117531","1007403110","","","","",""
"11","5","1007403","（這就叫自做自受嗎？\n這是拿別人的情路來取樂的懲罰吧。\n話又說回來，該怎麼辦才好呢……）","117531","1007403111","1","0.5","0","0","0"
"91","","1007403","","0","1007403112","","","","",""
"22","","1007403","0.5","0","1007403113","","","","",""
"93","","1007403","0","0.2","1007403114","","","","",""
"32","","1007403","1","115","1007403115","","","1","",""
"93","","1007403","0","1","1007403116","","","","",""
"32","","1007403","1","130","1007403117","","","","",""
"93","","1007403","0","4","1007403118","","","","",""
"32","","1007403","0","130","1007403119","","","","",""
"1","100","1007404","111011","1","1007404001","-1000","mhp_idle_normal","-240","0","1.7"
"1","100","1007404","117531","1","1007404002","185","mhp_sit_idle","-220","1","1.7"
"1","100","1007404","117631","1","1007404003","365","mhp_sit_idle","-200","1","1.7"
"31","-240","1007404","1","1","1007404004","-154","","0.85","","1"
"5","110","1007404","11","1","1007404005","-200","NoItem","-220","0","1.7"
"5","105","1007404","12","1","1007404006","-200","NoItem","-220","0","1.7"
"5","110","1007404","21","1","1007404007","185","NoItem","-220","1","1.7"
"5","105","1007404","22","1","1007404008","185","NoItem","-220","1","1.7"
"6","1","1007404","1","11","1007404009","1","","0","0","0"
"6","1","1007404","1","12","1007404010","1","","0","0","0"
"6","1","1007404","1","21","1007404011","1","","0","0","0"
"6","1","1007404","1","22","1007404012","1","","0","0","0"
"91","","1007404","","0","1007404013","","","","",""
"3","1","1007404","mhp_sit_talk_normal","117531","1007404014","","","","","0.2"
"21","0","1007404","vo_mhp_1001","vo_mhp_1007404","1007404015","0","","","",""
"11","7","1007404","下一位請進～","117531","1007404016","0","0.5","0","0","0"
"91","","1007404","","0","1007404017","","","","",""
"3","1","1007404","mhp_sit_idle","117531","1007404018","","","","","0.2"
"3","1","1007404","mhp_walk","111011","1007404019","","","","","0.2"
"2","-220","1007404","-200","111011","1007404020","4","","0","",""
"91","","1007404","","0","1007404021","","","","",""
"3","0","1007404","mhp_sit_in_2","111011","1007404022","mhp_sit_idle_2","","1","0.2","0.2"
"93","","1007404","0","1","1007404023","","","","",""
"3","1","1007404","mhp_sit_talk_normal","111011","1007404024","","","","","0.2"
"21","0","1007404","vo_mhp_1002","vo_mhp_1007404","1007404025","0","","","",""
"11","4","1007404","嗨，打擾了。\n睽違數週，妳過得還好嗎？深月老師。","111011","1007404026","1","0.5","0","0","0"
"91","","1007404","0","0","1007404027","","","","",""
"3","1","1007404","mhp_sit_idle_2","111011","1007404028","","","","","0.2"
"3","1","1007404","mhp_sit_talk_surprise2","117531","1007404029","","","","","0.2"
"21","0","1007404","vo_mhp_1003","vo_mhp_1007404","1007404030","0","","","",""
"11","5","1007404","優妮！？怎麼了？\n經常窩在家的妳，\n為什麼會來到\n離蘭德索爾這麼遠的小鎮……","117531","1007404031","1","0.5","0","0","0"
"93","","1007404","1","2","1007404032","","","","",""
"3","1","1007404","mhp_sit_talk_worry","117531","1007404033","","","","","0.2"
"91","","1007404","0","1007404031","1007404034","","","","",""
"3","1","1007404","mhp_sit_idle_sad","117531","1007404035","","","","","0.2"
"3","1","1007404","mhp_sit_talk_normal","111011","1007404036","","","","","0.2"
"21","0","1007404","vo_mhp_1004","vo_mhp_1007404","1007404037","0","","","",""
"11","4","1007404","我是順便來打招呼的。\n我為了做田野調查出來旅行，\n在目的地聽說有位獨眼名醫。\n我明白到那肯定是指深月老師。","111011","1007404038","1","0.5","0","0","0"
"91","","1007404","0","0","1007404039","","","","",""
"3","1","1007404","mhp_sit_idle_2","111011","1007404040","","","","","0.2"
"3","1","1007404","mhp_sit_talk_joy1","117531","1007404041","","","","","0.2"
"21","0","1007404","vo_mhp_1005","vo_mhp_1007404","1007404042","0","","","",""
"11","4","1007404","呵呵，妳這孩子還是一樣聰明呢。\n這一點是受家族影響嗎？\n啊，說到這個，那些乖僻的老頭……\n咳，獨特的老爺爺們還好嗎？","117531","1007404043","1","0.5","0","0","0"
"93","","1007404","1","10","1007404044","","","","",""
"3","1","1007404","mhp_sit_talk_thinking","117531","1007404045","","","","","0.2"
"91","","1007404","0","1007404043","1007404046","","","","",""
"3","1","1007404","mhp_sit_idle_thinking","117531","1007404047","","","","","0.2"
