683c3f51bd71bea410f9cdf225be6e706cde649a5a826130ba9b212929bffaec,a420413b1fb9de8406c1f4016b983d0106ca632c4d96f7a9b99652a9bfcdaef0,5f72f610939e3e9bc075412effa71cbaf6177856c557d324b06bd1d8fbcbd208,d436e12a6317eb925faabf3994753868f403f579d454061db31a1dde488afee1,02621e0fbbe3dbf0997fd58131fd980d4f63f9fb30fb12087307516324cde477,f0c5bce8cf92a85b01da812833c71ff40688a91baeff1876fe81e1b6fe9cbb26,2844297575f3f959732f402eed0827a37caaa49430bc1f61de7dcd03646f54e5,a273edd4e18b60d29e7d9fd619db442fecb52a287049bd6dcd0bad8ef5d91bad,ae9d1d0402e9337d9d2d8e2adf2ae00c043a767e8f92aee446812da54f38dd6b,a2843b5bc6376e3d07c70d1b4f4139e54df645c2649df952a8428007ef9b3794,6ff84f3baf0de1b9b0786182c01148db91a0cf9fc718487eb012926577b9f193,c17f614a7c2971a305cd0c77a7f3ef336d8929c56e177c076549cc7e4a94fed9,e3a2530bce1129ce86bb935cd849b6792724b2ced711e6400213072c1d854621,76fa8c4c06fbe7916877a6a14046274f4a23657e1f00a7a414b8507ef752ed0a,2e7b2380df59936d055098f9ec46bf845834213675fab3a49461ae525acc2f9e,09f323d44031396abb6cc8d5102d17832a34850ad3399d303ea085c4ddf00cc6,f0921356d73a53be5941fa4bf6d5d952af60ab9463b9b4fafecc463a9e1d7a01,2ac4c9c2dfff56e28b5c746ead1b33c4b223c284732e7604864f93135490789a,df33fa2e17f7a67b93fd92b3f97ea1e510f80c5c9e91f34ead201766d1ec30c1,dca4cf8171a46bc789819bc37cb966a58b1d06538a2c735c16cda4cda88cb895,4e7f8a79c68565f42862790139c3604a251362a308f43a8d3ce02ebc41ababfa,90bc463b098051d27e5f78d66be9359b51169dbe552d96171673e5205aa4b6ee,d350f000c579cb510f28e370a522d5cc485a0e6185a848ecb3171d96b4c82d64,ff41b8322f658f2c52d46f7f1eab29d1265159cb644cc9adebcd3f6b9d92ca44,3bc40a4626ae8eeef9bcd913abb580dba916f2b462aa62a0f893f6e6eb76322f,5f6fa782a123dbd5baca5407f5431176938a57dee02beb3bf8cb4cd5998c72db,083837d054dd8b8938062bb929d01aacafcb9a2b1bbf7716e13980e98157a06a,a1b48b13222245f54cce984eb3884e53fa006e73a667d500615a59517752c82f,52907e2b0172188c8450e46476d3115d6a472382d8fbed5b43540725feb9c447,efd4ff43039434f6836be3d5ab770e801dcafca3f9e4d260b7b891c172c3e0f2,ad3505c56ce84296115b7f6e2d870dbe1136590634f3d4ab372bd595e86118dd,f88f96c364cb20326ee78288b0a8e6a310dc2f7779b87dd3ae24c16a4b60bf93,85b036d0e3d885f0e1b3d8a692081dace936f470dd211f2878025b6207d988e6,5c76aaa8c3cb88991897a5f548e8865a6e51094cfb967687cf88ae41d96b9641,4e3b6f55402eaff7c15239a650c83b74ce3993c9c62bf3f68f4fe3965d40a160,a3ce6e0b598aef2613cd765cdbc15fee7e962394811707bee8dc22500c3da24f,8f69f473e954b1eae40ce62e4df5770675c445a3d5dd63bbdac16b563bc52600,9bd978c17a3ab0f981356f34210bfa026afedb9c27541e837dd55697920d314e,b581234df95087148717932828189f00217db5397d40553738bed5314007c76c,1ec175faee60334635d403e29945c2584e8af6daca48a07540c36863ed88d2c4
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2020/12/04 15:59:59","2020/12/01 16:00:00","10089","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10089","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2020/12/14 15:59:59","2020/12/04 16:00:00","10090","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10090","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2020/12/18 15:59:59","2020/12/14 16:00:00","10091","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10091","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/01/06 15:59:59","2020/12/26 16:00:00","10092","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10092","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2020/12/26 15:59:59","2020/12/21 16:00:00","10093","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10093","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2020/12/21 15:59:59","2020/12/18 16:00:00","10094","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10094","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/01/15 15:59:59","2021/01/06 16:00:00","10095","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10095","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/01/20 15:59:59","2021/01/15 16:00:00","10096","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10096","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/02/01 15:59:59","2021/01/20 16:00:00","10097","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10097","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/02/11 15:59:59","2021/02/01 16:00:00","10098","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10098","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/02/19 15:59:59","2021/02/15 16:00:00","10099","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10099","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/03/02 15:59:59","2021/02/19 16:00:00","10100","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10100","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/03/17 15:59:59","2021/03/12 16:00:00","10101","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10101","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/03/12 15:59:59","2021/03/02 16:00:00","10102","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10102","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/04/27 15:59:59","2021/04/16 16:00:00","10103","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10103","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/04/06 15:59:59","2021/03/28 16:00:00","10104","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10104","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/04/16 15:59:59","2021/04/06 16:00:00","10105","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10105","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/03/28 15:59:59","2021/03/17 16:00:00","10106","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10106","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/05/07 15:59:59","2021/04/27 16:00:00","10107","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10107","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/02/15 15:59:59","2021/02/11 16:00:00","10108","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10108","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/05/16 15:59:59","2021/05/07 16:00:00","10109","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10109","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/05/21 15:59:59","2021/05/16 16:00:00","10110","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10110","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/05/26 15:59:59","2021/05/21 16:00:00","10111","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10111","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/06/04 15:59:59","2021/05/26 16:00:00","10112","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10112","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/06/14 15:59:59","2021/06/04 16:00:00","10113","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10113","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/06/19 15:59:59","2021/06/14 16:00:00","10114","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10114","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/06/27 15:59:59","2021/06/19 16:00:00","10115","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10115","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/07/02 15:59:59","2021/06/27 16:00:00","10117","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10117","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/07/05 15:59:59","2021/07/02 16:00:00","10119","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10119","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/07/14 15:59:59","2021/07/05 16:00:00","10120","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10120","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/08/25 15:59:59","2021/08/09 16:00:00","10121","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10121","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/07/30 15:59:00","2021/07/21 16:00:00","10123","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10123","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/08/09 15:59:59","2021/08/01 16:00:00","10125","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10125","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/07/21 15:59:59","2021/07/14 16:00:00","10126","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10126","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/09/01 15:59:59","2021/08/25 16:00:00","10127","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10127","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/08/01 15:59:59","2021/07/30 16:00:00","10129","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10129","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/09/12 15:59:59","2021/09/01 16:00:00","10130","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10130","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/09/22 15:59:59","2021/09/12 16:00:00","10132","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10132","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/10/02 15:59:59","2021/09/22 16:00:00","10133","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10133","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/10/11 15:59:59","2021/10/02 16:00:00","10134","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10134","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/10/18 15:59:59","2021/10/11 16:00:00","10135","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10135","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/10/22 15:59:59","2021/10/18 16:00:00","10136","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10136","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/10/26 15:59:59","2021/10/22 16:00:00","10138","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10138","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/11/01 15:59:59","2021/10/26 16:00:00","10139","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10139","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/11/04 15:59:59","2021/11/01 16:00:00","10140","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10140","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/11/09 15:59:59","2021/11/04 16:00:00","10141","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10141","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/11/16 15:59:59","2021/11/09 16:00:00","10142","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10142","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/11/20 15:59:59","2021/11/16 16:00:00","10143","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10143","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/11/25 15:59:59","2021/11/20 16:00:00","10144","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10144","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/12/02 15:59:59","2021/11/25 16:00:00","10145","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10145","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/12/11 15:59:59","2021/12/02 16:00:00","10146","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10146","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/12/17 15:59:59","2021/12/11 16:00:00","10147","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10147","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2021/12/25 15:59:59","2021/12/17 16:00:00","10148","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10148","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/01/02 15:59:59","2021/12/25 16:00:00","10149","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10149","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/01/05 15:59:59","2022/01/02 16:00:00","10150","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10150","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/01/10 15:59:59","2022/01/05 16:00:00","10151","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10151","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/01/15 15:59:59","2022/01/10 16:00:00","10152","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10152","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/01/20 15:59:59","2022/01/15 16:00:00","10153","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10153","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/01/26 15:59:59","2022/01/20 16:00:00","10154","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10154","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/02/01 15:59:59","2022/01/26 16:00:00","10155","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10155","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/02/12 15:59:59","2022/02/04 16:00:00","10157","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10157","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/02/19 15:59:59","2022/02/12 16:00:00","10158","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10158","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/02/26 15:59:59","2022/02/19 16:00:00","10160","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10160","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/03/07 15:59:59","2022/02/26 16:00:00","10161","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10161","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/02/04 15:59:59","2022/02/01 16:00:00","10162","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10162","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/03/15 15:59:59","2022/03/07 16:00:00","10163","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10163","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/03/20 15:59:59","2022/03/15 16:00:00","10164","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10164","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/03/28 15:59:59","2022/03/20 16:00:00","10166","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10166","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/04/03 15:59:59","2022/03/28 16:00:00","10167","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10167","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/04/11 15:59:59","2022/04/03 16:00:00","10168","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10168","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/04/18 15:59:59","2022/04/11 16:00:00","10169","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10169","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/04/25 15:59:59","2022/04/18 16:00:00","10170","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10170","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/05/04 15:59:59","2022/04/25 16:00:00","10171","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10171","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/05/07 15:59:59","2022/05/04 16:00:00","10172","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10172","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/05/15 15:59:59","2022/05/07 16:00:00","10173","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10173","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/05/19 15:59:59","2022/05/15 16:00:00","10174","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10174","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/05/28 15:59:59","2022/05/19 16:00:00","10175","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10175","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/05/31 15:59:59","2022/05/28 16:00:00","10176","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10176","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/06/04 15:59:59","2022/05/31 16:00:00","10177","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10177","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/06/12 15:59:59","2022/06/04 16:00:00","10178","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10178","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/06/19 15:59:59","2022/06/12 16:00:00","10179","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10179","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/06/28 15:59:59","2022/06/19 16:00:00","10180","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10180","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/07/02 15:59:59","2022/06/28 16:00:00","10182","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10182","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/07/05 15:59:59","2022/07/02 16:00:00","10183","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10183","0","0","0","","0"
"0","取得道具獎勵或記憶碎片吧！","","0","0","0","2022/07/10 15:59:59","2022/07/05 16:00:00","10184","0","","","0","1","0","0","0","0","0","10","0","3","","0","0","0","0","0","0","0","1","0","一般轉蛋","0","10184","0","0","0","","0"
