9287e46aa99d0a1cd1de009ebef76b49aa0cf4d98602970c438fd5aab879055c,2d9e7c991613581ed2b5cf98421ef8594efb13e427dc4c9fc843649c8dec8316,df5b72b3ccb67aa7af52e654f055f4f8f31b4fa504a95dcdf92a7159cd6d871f,1670fdb922af7c8f195f65753887395257d393bf7b0abdc78244f8c48a15145d,68f987c47c58d5a11bf1b85d660bf00da1c8241587296748f2e054c0275b443d,32bc748b9d5e3faa780b4b06c13d50abea2d67f63d6b35a377b7f75e303718aa,7160b2f6f3786a4500ebcef3adf78917d24913bca918358421d899dade06ef65,0761efd1630f4b909da831e222433eec820dd09c22c126526e426875350f0b9a,52fb986b017f008619d90a7324bcdfd3b004ca03ce515038fed31c860a68072d,1c2b3b93954220416ac8ff62a1c80aced2ba4a8102a07e83e9c0443d813697fc,207e3df15bd774373d4311c9ec4ea6bb1f07789b31cc64de6a77f8ddae3b9582,cf8188cafc438d05bd52dd091757661d99d3a4a245a277cf00e9301b235649ca,657730f535377d9b732c18ce19ddc4d3ad4f60995a13e8e962f0209a795c60a7,d9051381076ab6722fa1663416fa1150456dc3960e927b47e5a9eeafbffa3aac,a54f3cfef28b2f7168e2691cb70e632f390933b731eb3844115e700bded3fa7b,e3bc07775c785b5ea66544ef2ea8e380b6853e22e6ba8c2c8285081b2bc9a35c,07a3f6c1718a57fd48c7a6c1cd455a1388d2debd88b2e788224cb6197b8e2b9b,5b3082bd5ebbe2a8788b88cbf647ad3ffce1577efb77242101ed530b2df3ee02,30df88cd0dc21ba6c967099f204dd9aa7d19e9613480329ed052e215bc2c557b,08e7bf110ca974699855a6a61db79aa4e62475a9c05bdc6181a4adca1e3a817c,7c6f81743842d22baa32e101baa4595c0328490c754634c6f7cdf0130c4e7a9e,71f7e1b16efb4148c13d87d0e942088a34fe17ec3d3e551aceb164ab12a6e939,14f0cb0eee94b9fb6299bae10d513fc650318bc854dacbb6cba7993fb340a7a7,f1d66571abb867aec411bf3bea5bde5accecf779197ca458fb11573e9d73b1c8,51b4d54d56fbd7283c8a0cc557720183a86275afd56317bbf8f7d5fd4ae61879,9c94615fbc8b4ce728dc8619437f77a767c3d9da62eebc24528e84e53d0754ea,473770ba2eee45e1535ec953d7f2d55166e646c804f52863f992578f946879ca,61051e9ab3e42f09c193945f5ead95574ca278d093d412f1e2357e007611af20,5e4157f6dfc286cccdeca6ba3709c70d541ce8a371cfb5806d2a907e0e96286c,2d658ffd7dc6ca5121c72f2ee3a3f8e72b31e2e34b9fcacc14cd48c7baaff05c,4296cf3ff7eb0b38a65ce0a283cd0644d4783a6bacbed4b7c862a15562498b1a,67e96990e88309d22b6ebdf7507ce8bd4697ad02633f0613fb77368c57fea963,87f033a615912c2496e304a5cff7f6c90d9f8c026f411b7c6fe1beea44b844c2,22e300668a38b89e6b2019640f941b076f885f391fafd2d4c6f8cc403403cb9b,159ff3052b10a1d24cc8c7c1148dadb068fdfe53554235a2bb9028ca3c5b13ff,b0a35ba578aeb314e60836aa14f1d7ad6e6d51e2dfc62858c1dcb7d465ad6284,004fb068daeca45027f176789437d7944f00e67e628b807d8ea56cc79f0ee8d2,44acb296fa084225487c05d39cca0cd86bbcacc199685e4212937e9f40c39dad,dce13fd12617a50d7665e8f16290cdd8bd8ad4125ce477243348ac294c875372,4f07cc2cc8023d4f8d1ad6e735db2d8db53bb300b6e0680fa9f988a1e02d2bb9,d340c788166df7813bceb5da2fbeb74373c0568f067e781ddbc9ed88e3cf881d,1e39b77458098571f3938fc08900370392848fef7431d47add0c9ed2abfb880f,8bd1ed48497d307559e25a279e781336c67eead271475ccb3fddd56ba1a07919,5aae0eabbd5db54e9d7862f7b99a771ea3be264efe5717d2942145775abc8c3e,080a455fdd18bb467b10449489bcebf4ab10978f38114d7fa2acee47b79fb8c7,1520b7a7e0910c5e97514255d0dca39df66799b183905037e2f074b1b1e4dd68,b78b3ea44e41198045396f7299e821ff94913079b84dca3c265aa5cbd8f6b3c6,aaf511ae0d1e0ec29cb61a69f79bfd5482abb49a81023dfbdbb3f4496ecbd9a1,c8f83698e08dc77d4c26312c73be03302ad1c48cabb3add193edac257d84dff4,312a8a4f2b4a932912b8eadc09bd164e2685e6524281f8d24901e21d1a17aa29,8edffe32156829adb09b3eb0ee28767bc44a18c462294cb65314b1b61db85ac7,b792fe7afdebfc7432094168c4a25ca82767997e377d32981098cf246623dcea,ea3e0f27debd0931a51f2acde2c3c401240aff19630b4adda897f193b53e3a69,4bfd0c2c759a3c45c1f83ed16c176f924b8ee2e339a0fb9a227280f173ce436f,38ef652109618b9e98a7c7a6cf8d121843aed8327dcd84be24e510d61cdbe436,13b5fc50d834aaefba1052bc32742638685bb927cfd4141b8e517f851753f163,de31cd1fe1b6bcc8c2fcf85a3f977feb3f0d132be9b8bfe60d04b68ad3076cef,c836bec022eca337e09271b781323194ada0c3ed390e2a80d014ac62687b0add,cecbeaa5462c0acf6f2cf50942fe88a52de0b801542d73596a294f98363361a4,44d70ca6258ebb9a4f91e6e10ca3da1078886b263c926aa930dec988546752fa,af455c173c4682aca00dbd10fb0c0528f05e0df2eebc0c4862573c7e7a7493d9,b381940289ce62b8f8b1762a50fc244f3369466123dd448ffb5da0dfb9695d16,df93f5eabf2199ab68fc585de24e6f25169046f489f940219bf40db56a63081f,0fbe8a5e65f2fe3e982b27d3905ca6e8adb9453e154ce3b8fb116c56e68e1585,4cdf0ceaa10ddcf3853107bfc823adfad33ca850fec8a5d3010289ca55a89598
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","404","0","403","0","0","0","0","0","0","0","0","0","0","0","0","145","0","0","0","150","0","0","0","4","400303","0","150","0","0","0","0","0","0","0","-3","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"303","0","303","303","0","303","303","303","0","303","303","303","303","303","0","303","0","303","403","303","0","303","303","303","303","303","0","303","0","0","303","150","0","0","0","303","303","405","0","4","400304","303","303","303","303","0","0","303","0","303","-3","303","303","303","303","303","0","303","303","0","303","303","303","0","4"
"0","0","0","0","0","0","0","0","0","0","0","0","0","401","0","0","0","0","403","0","0","0","0","0","0","0","0","0","0","0","0","104","0","0","0","0","0","301","0","4","400305","0","0","0","0","0","0","0","0","0","-3","0","0","401","0","0","0","0","0","0","401","0","0","0","5"
"303","0","303","303","0","303","303","303","0","303","303","303","303","303","0","303","0","303","404","303","0","303","303","303","303","303","0","303","0","0","303","136","0","403","0","303","303","303","0","4","400401","303","303","303","303","0","0","303","0","303","-4","303","303","303","303","303","0","303","303","0","303","303","303","0","1"
"0","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","0","0","404","0","0","0","0","0","0","0","0","0","0","0","0","131","0","0","0","0","0","0","0","4","400402","0","0","0","0","0","0","0","0","0","-4","0","150","0","0","0","0","0","0","0","0","0","0","0","2"
"405","0","0","0","0","403","0","0","0","0","0","0","0","0","0","0","0","0","404","0","0","0","0","0","0","0","0","0","0","0","0","201","0","0","0","0","0","405","0","4","400403","0","0","0","0","0","0","0","0","0","-4","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"0","0","0","0","301","0","0","0","301","0","0","0","0","0","301","0","0","0","404","0","0","0","0","0","303","410","0","0","301","0","0","139","0","0","0","303","0","0","0","4","400404","0","0","0","0","301","0","0","0","0","-4","0","0","0","150","0","301","0","303","0","0","303","0","301","4"
"301","0","301","301","0","301","301","301","0","301","301","301","301","301","0","301","0","301","404","301","0","301","301","301","401","301","0","301","0","0","301","103","0","0","0","401","301","301","0","4","400405","301","301","301","301","0","0","301","0","301","-4","301","301","301","301","301","0","301","401","0","301","401","301","0","5"
"0","0","0","401","0","0","0","0","0","0","0","401","0","0","0","0","0","0","405","0","0","0","0","0","0","0","0","0","0","0","0","102","0","0","0","0","0","0","0","4","400501","0","0","0","0","0","0","0","0","0","-4","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"303","0","303","303","303","303","303","303","303","303","303","303","303","303","303","303","0","303","405","303","0","303","303","303","303","303","0","303","303","0","303","138","0","0","0","303","303","401","0","4","400502","303","303","303","303","303","0","303","0","303","-4","303","303","303","303","303","303","303","303","0","303","303","401","303","2"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","405","0","0","0","0","0","0","0","0","0","0","0","0","140","0","402","0","0","0","301","0","4","400503","0","0","405","405","0","0","0","0","0","-4","0","0","0","0","0","0","0","0","0","0","0","301","0","3"
"150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","405","0","0","150","0","0","0","0","0","150","0","0","0","134","0","0","0","0","0","0","0","4","400504","0","0","0","0","0","0","0","0","0","-4","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"0","0","0","0","0","402","0","0","0","0","0","0","0","0","0","405","0","0","405","0","0","0","0","0","0","0","0","0","0","0","0","201","0","0","0","0","0","0","0","4","400505","0","0","0","0","0","0","0","0","0","-4","0","0","0","0","405","0","0","0","0","0","0","0","0","5"
"303","0","303","0","0","0","0","0","0","0","0","303","115","0","0","303","0","303","406","0","0","303","0","303","0","0","402","0","0","0","0","118","0","0","0","303","303","0","0","4","400601","303","0","0","303","0","0","0","0","303","-2","303","0","303","303","303","0","303","303","0","303","0","303","0","1"
"0","0","405","303","0","303","303","0","0","0","0","0","104","303","0","0","0","0","406","0","0","405","0","0","303","0","0","0","0","0","0","102","0","0","0","140","0","0","0","4","400602","0","303","0","405","0","0","0","0","0","-2","0","303","0","0","0","0","140","0","402","0","0","0","0","2"
"301","0","301","0","303","0","0","0","303","0","0","301","128","0","303","301","0","301","406","0","0","301","301","301","0","0","0","0","303","0","0","202","0","0","0","301","301","301","0","4","400603","301","0","301","301","303","0","0","0","301","-2","301","0","301","301","301","303","301","301","0","301","301","301","303","3"
"0","0","0","0","0","0","0","0","0","0","0","0","103","0","0","0","0","0","406","0","0","0","0","0","0","0","0","0","0","0","0","109","0","0","0","0","0","0","0","4","400604","0","0","0","0","0","0","0","0","0","-2","0","0","402","0","0","0","0","0","0","0","0","0","0","4"
"0","0","0","0","0","0","0","0","0","0","0","0","124","0","0","0","0","0","406","0","0","0","0","401","0","0","0","0","0","0","0","117","0","0","0","0","0","0","0","4","400605","0","0","0","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","407","0","0","0","0","0","401","121","0","0","0","0","0","0","0","0","0","401","0","0","0","4","400701","0","0","0","0","0","0","0","0","0","0","0","0","103","0","0","0","0","0","0","0","401","0","0","1"
"303","0","0","303","0","303","303","0","0","0","0","0","303","303","0","303","0","303","407","303","0","303","303","303","303","103","0","303","0","0","0","0","0","402","0","303","303","303","0","4","400702","303","303","303","303","0","0","0","0","0","0","303","303","144","303","0","0","303","303","0","303","303","303","0","2"
"0","0","303","0","0","0","0","303","303","303","303","303","0","0","0","0","0","110","407","0","0","0","0","0","115","0","0","0","0","0","303","303","0","0","0","0","0","110","0","4","400703","405","0","0","0","0","0","303","0","303","0","0","0","110","0","303","303","0","0","0","0","0","0","0","3"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","407","0","0","0","0","0","115","0","0","0","0","0","0","0","0","0","0","0","0","110","0","4","400704","0","0","0","0","0","0","0","0","0","0","0","0","202","406","0","0","0","0","0","0","0","0","401","4"
"0","0","0","0","0","0","0","0","0","0","0","0","406","0","0","0","0","110","407","0","0","0","0","0","115","0","0","0","0","0","0","0","0","0","0","0","0","110","0","4","400705","0","0","0","0","0","0","0","0","0","0","0","0","114","0","0","0","0","0","0","0","0","0","0","5"
"303","0","0","303","0","303","303","0","0","0","0","0","303","303","0","303","0","401","408","401","0","303","401","303","303","303","0","303","0","0","0","0","0","0","0","303","303","303","0","4","400801","303","303","303","303","0","0","0","0","0","-3","303","303","103","303","0","0","303","303","0","303","303","303","0","1"
"0","0","303","0","0","0","0","303","303","303","303","303","0","0","0","0","0","301","408","301","0","0","301","0","0","0","0","0","0","401","303","303","0","0","0","0","0","0","0","4","400802","0","120","0","0","0","0","303","0","303","-3","0","0","135","0","303","303","0","0","0","105","0","0","0","2"
"0","0","0","0","0","0","0","0","0","0","0","0","405","0","0","0","0","101","408","0","0","0","0","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","4","400803","0","0","0","0","0","0","0","0","0","-3","0","0","202","0","0","0","0","0","0","405","0","0","0","3"
"0","402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","408","0","0","0","0","0","0","0","0","407","0","0","0","0","0","0","0","0","0","0","0","4","400804","0","130","0","0","0","0","0","0","0","-3","0","0","134","0","0","0","0","0","0","110","0","0","0","4"
"301","0","0","301","0","301","301","0","0","0","0","0","301","301","0","301","0","301","408","301","0","301","301","301","301","301","0","301","0","0","0","0","0","0","0","301","301","301","0","4","400805","301","301","301","301","0","0","0","0","0","-3","301","301","112","301","0","0","301","301","0","301","301","301","0","5"
"0","0","0","0","0","0","0","0","0","0","0","0","405","0","0","0","0","125","409","0","0","0","0","0","140","410","0","0","0","0","0","0","0","0","0","0","0","140","0","4","400901","0","0","0","0","0","0","0","0","0","-4","0","0","202","402","0","0","0","0","0","0","0","0","0","1"
"301","0","301","301","0","301","301","301","0","301","0","301","301","301","0","301","0","301","409","301","0","301","301","301","301","301","0","301","0","0","301","0","0","0","0","301","301","301","0","4","400902","301","301","301","301","0","0","0","0","301","-4","301","301","116","301","301","0","301","301","0","301","301","301","402","2"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","303","0","409","0","303","0","0","0","0","0","0","0","0","303","0","0","0","303","303","0","0","0","303","4","400903","0","402","0","0","0","0","0","303","0","-4","0","0","149","0","0","0","0","0","303","0","402","0","0","3"
"0","0","0","0","0","0","303","0","0","0","0","0","303","0","0","303","0","0","409","0","0","303","303","303","0","0","0","0","0","0","0","0","0","0","0","303","0","303","0","4","400904","0","303","303","0","0","0","0","0","0","-4","0","303","127","303","0","401","0","0","0","303","303","0","0","4"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","400905","0","401","0","0","0","0","0","0","0","-4","0","0","103","401","0","0","0","0","0","0","401","0","0","5"
"0","401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101","410","0","0","0","0","0","0","108","0","0","0","0","0","0","0","0","0","0","0","0","0","4","401001","0","0","0","0","0","0","0","0","0","-2","0","404","102","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","410","0","0","101","0","0","0","120","0","0","0","0","0","0","0","0","0","0","0","0","0","4","401002","0","0","0","0","401","0","0","0","0","-2","0","0","145","0","0","0","0","0","0","0","0","0","0","2"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","410","0","0","0","0","0","0","116","0","0","0","0","0","0","0","0","0","402","0","0","0","4","401003","0","0","0","0","0","0","0","0","0","-2","0","101","112","0","0","0","0","0","0","0","0","0","0","3"
"303","301","301","303","0","303","303","301","0","301","0","301","303","303","0","303","301","303","410","303","0","303","303","303","303","104","301","303","0","301","301","0","301","301","0","303","303","303","0","4","401004","303","303","303","303","0","301","0","0","301","-2","303","303","110","303","301","0","303","303","0","303","303","303","0","4"
"0","0","0","0","301","0","0","0","301","0","0","0","0","405","301","0","0","0","410","0","0","0","405","0","0","130","0","0","301","0","0","0","0","0","0","0","0","0","0","4","401005","0","130","0","405","301","0","0","0","0","-2","0","0","202","0","0","301","0","0","0","120","0","0","301","5"
"0","0","0","0","0","405","0","0","0","0","0","0","303","0","0","0","0","0","411","0","0","303","303","0","0","0","0","0","0","0","0","139","0","401","0","0","0","303","0","4","401101","0","0","303","0","0","0","0","0","0","0","0","303","0","0","0","0","0","0","0","150","303","402","0","1"
"301","0","0","303","303","303","303","0","303","0","0","0","303","303","303","301","0","301","411","303","0","303","303","301","303","0","0","303","303","0","0","133","0","0","0","301","301","303","0","4","401102","301","150","303","301","303","0","0","0","0","0","301","303","0","301","0","303","0","301","0","0","303","301","303","2"
"0","0","0","303","0","303","303","0","0","0","0","0","303","303","0","0","0","0","411","303","0","303","303","0","303","105","0","303","0","0","0","203","0","0","0","0","0","303","0","4","401103","0","402","303","0","0","0","0","0","0","0","0","303","0","0","0","0","0","0","0","402","303","401","0","3"
"303","0","0","0","0","0","0","0","0","0","0","0","303","0","0","303","0","303","411","0","0","303","303","303","0","0","0","0","0","0","0","102","0","0","0","303","303","303","0","4","401104","303","150","303","303","0","0","0","0","0","0","303","303","0","303","0","0","0","303","401","0","303","303","0","4"
"0","0","0","0","0","405","0","0","0","0","0","0","0","0","0","0","0","0","411","0","0","0","0","0","0","0","0","0","0","0","0","125","0","0","0","0","0","0","0","4","401105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","402","0","5"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","412","0","0","0","0","0","0","0","0","0","0","0","0","203","0","0","0","0","0","0","0","4","401201","0","0","0","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","301","0","301","301","0","0","0","0","0","301","301","0","301","401","0","412","301","0","301","301","301","301","301","0","301","0","0","0","146","0","0","0","0","0","120","0","4","401202","401","301","301","0","0","0","0","0","0","-2","0","301","0","301","0","0","0","0","0","301","301","0","0","2"
"0","0","0","0","303","0","0","0","303","0","0","0","0","0","303","120","0","301","412","0","0","301","0","301","401","401","0","0","303","0","0","109","0","0","0","301","301","0","0","4","401203","0","0","401","0","303","0","0","0","0","-2","301","0","0","301","0","303","0","0","0","301","0","0","303","3"
"301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301","412","0","0","0","0","0","401","401","0","0","0","0","401","127","0","0","0","301","301","0","0","4","401204","301","0","401","120","0","0","0","0","0","-2","301","0","0","0","0","0","0","301","0","401","0","301","0","4"
"301","0","0","0","0","0","0","0","0","0","0","301","0","0","0","0","0","0","412","0","0","0","0","0","401","401","0","0","0","0","0","101","0","0","0","0","401","0","0","4","401205","301","0","401","0","0","0","0","0","301","-2","0","0","301","0","0","0","120","301","0","401","0","301","0","5"
"303","0","0","0","0","0","0","0","0","0","0","303","0","0","0","0","0","0","413","0","0","401","0","0","401","401","0","0","0","0","0","102","0","0","0","401","0","0","0","4","401301","303","0","401","0","0","0","0","0","303","-2","0","0","303","0","0","0","120","303","0","0","0","303","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","303","413","0","0","401","0","0","401","401","0","0","0","0","0","108","0","0","0","303","303","0","0","4","401302","303","0","401","120","0","0","0","0","0","-2","303","0","0","0","0","0","0","303","0","0","0","303","0","2"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","0","303","413","0","0","303","0","303","401","401","0","0","0","0","0","136","0","402","0","303","303","0","0","4","401303","0","0","401","0","0","0","0","0","0","-2","0","0","0","303","0","0","401","0","0","303","0","0","0","3"
"0","0","0","303","303","303","303","0","303","0","0","0","303","303","303","0","0","0","413","303","0","303","303","303","303","303","0","303","303","0","0","118","0","0","0","0","0","120","0","4","401304","0","303","303","0","303","0","0","0","0","-2","0","303","0","0","0","303","0","0","0","303","303","0","303","4"
"0","0","0","0","0","0","0","0","0","0","0","0","0","401","0","0","0","0","413","0","0","0","0","0","0","0","0","0","0","0","0","203","0","0","0","0","0","0","0","4","401305","0","0","0","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","414","0","0","0","0","0","0","0","0","0","0","0","0","137","0","0","0","0","0","0","0","4","401401","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","401","0","0","1"
"303","0","0","303","301","303","303","0","301","0","0","0","303","303","301","303","0","303","414","303","0","303","303","303","303","303","0","303","301","0","0","126","0","402","0","303","303","303","0","4","401402","303","303","303","303","301","0","0","0","303","-1","303","303","303","303","0","301","303","303","0","303","303","303","301","2"
"0","0","0","0","0","402","0","0","0","0","0","150","0","0","0","0","0","0","414","0","0","0","0","402","0","0","0","402","0","0","0","104","0","0","0","0","402","0","0","4","401403","0","0","0","0","0","0","0","0","0","-1","0","402","0","0","0","0","0","0","0","0","402","402","0","3"
"301","0","0","301","303","301","301","0","303","0","0","0","301","301","303","301","0","301","414","301","0","301","301","301","301","301","0","301","303","0","0","129","0","0","0","301","301","301","0","4","401404","301","301","301","301","303","0","0","0","301","-1","301","301","301","301","0","303","301","301","0","301","301","301","303","4"
"0","402","0","0","0","401","0","0","0","0","0","0","0","0","0","0","0","0","414","0","0","0","0","0","0","0","0","0","0","0","0","203","0","0","0","0","0","0","0","4","401405","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"0","0","0","303","0","303","303","0","0","0","0","0","303","303","0","303","0","303","415","303","0","303","303","303","303","303","0","303","0","0","0","103","0","0","0","303","303","303","0","4","401501","401","303","303","303","0","0","0","0","0","-1","303","303","0","303","0","0","0","303","0","303","303","303","0","1"
"140","401","0","0","0","0","0","0","0","0","0","0","0","0","0","401","0","0","415","0","0","0","0","0","0","140","0","0","0","0","0","102","0","0","0","0","0","401","0","4","401502","301","401","0","401","0","0","0","0","303","-1","0","0","303","0","0","0","303","0","0","0","0","0","0","2"
"0","0","0","0","0","0","0","0","0","0","0","140","0","0","0","401","0","0","415","0","0","0","0","0","0","140","0","0","0","0","0","117","0","0","0","0","0","401","0","4","401503","0","401","0","401","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"140","0","0","0","0","303","0","0","0","0","0","0","0","0","0","401","0","0","415","0","0","0","0","0","0","140","0","0","0","401","0","203","0","0","0","0","0","401","0","4","401504","0","401","0","401","0","0","0","0","301","-1","0","0","301","0","0","0","301","0","0","0","0","0","0","4"
"0","0","0","301","0","401","301","0","0","0","0","0","301","301","0","301","0","301","415","301","0","301","301","301","301","301","0","301","0","0","0","113","0","0","0","301","301","301","0","4","401505","301","301","301","301","0","0","0","0","0","-1","301","301","0","301","0","0","0","301","0","301","301","301","0","5"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","416","0","0","0","0","0","0","0","0","0","0","0","0","137","0","0","0","0","0","0","0","4","401601","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","401","0","0","1"
"303","0","0","303","301","303","303","0","301","0","0","0","303","303","301","303","0","303","416","303","0","303","303","303","303","303","0","303","301","0","0","126","0","402","0","303","303","303","0","4","401602","303","303","303","303","301","0","0","0","303","-1","303","303","303","303","0","301","303","303","0","303","303","303","301","2"
"0","0","0","0","0","402","0","0","0","0","0","150","0","0","0","0","0","0","416","0","0","0","0","402","0","0","0","402","0","0","0","104","0","0","0","0","402","0","0","4","401603","0","0","0","0","0","0","0","0","0","-1","0","402","0","0","0","0","0","0","0","0","402","402","0","3"
"301","0","0","301","303","301","301","0","303","0","0","0","301","301","303","301","0","301","416","301","0","301","301","301","301","301","0","301","303","0","0","129","0","0","0","301","301","301","0","4","401604","301","301","301","301","303","0","0","0","301","-1","301","301","301","301","0","303","301","301","0","301","301","301","303","4"
"0","402","0","0","0","401","0","0","0","0","0","0","0","0","0","0","0","0","416","0","0","0","0","0","0","0","0","0","0","0","0","204","0","0","0","0","0","0","0","4","401605","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"0","0","0","0","0","0","402","0","0","0","0","0","0","0","0","0","0","0","417","0","0","0","0","0","0","0","0","0","0","0","0","204","0","0","0","0","0","0","0","4","401701","0","0","0","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","130","0","0","0","0","0","1"
"0","0","0","402","303","0","0","0","303","0","0","0","0","0","303","0","0","0","417","0","0","0","0","0","0","0","0","0","303","0","0","111","0","0","0","0","0","0","0","4","401702","0","0","402","0","303","402","0","0","0","-2","0","0","0","0","0","303","0","130","0","0","0","0","303","2"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","417","0","0","402","0","0","0","0","0","0","0","0","0","143","0","0","0","0","0","0","0","4","401703","0","0","0","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","130","0","0","0","0","0","3"
"0","0","0","303","0","303","303","0","0","0","0","0","303","303","0","402","0","303","417","303","0","303","303","303","303","303","0","303","0","0","0","133","0","0","0","303","303","303","0","4","401704","303","303","303","303","0","0","0","0","0","-2","303","303","0","303","0","0","0","130","0","303","303","303","0","4"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301","0","0","417","0","0","0","0","0","0","0","0","401","0","0","0","102","0","0","0","0","0","0","0","4","401705","0","0","0","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","401","0","0","0","5"
"303","0","0","0","0","0","0","0","0","0","0","303","0","0","0","0","0","0","418","0","0","0","402","0","0","0","0","0","0","0","0","102","0","0","0","0","0","0","0","4","401801","303","0","0","0","0","0","0","0","303","-2","0","0","303","0","0","0","120","303","0","0","0","303","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","303","418","0","0","0","0","0","0","0","0","0","0","0","0","108","0","0","0","303","303","0","0","4","401802","303","0","0","120","0","0","0","0","0","-2","303","0","0","0","0","0","0","303","0","402","0","303","0","2"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","0","303","418","0","0","303","0","303","0","0","0","0","0","0","0","136","0","402","0","303","303","0","0","4","401803","0","0","0","0","0","0","0","0","0","-2","0","402","0","303","0","0","401","0","0","303","0","0","0","3"
"0","0","0","303","303","303","303","0","303","0","0","0","303","303","303","0","0","0","418","303","0","303","303","303","402","303","0","303","303","0","0","118","0","0","0","0","0","120","0","4","401804","0","303","303","0","303","0","0","0","0","-2","0","303","0","0","0","303","0","0","0","303","303","0","303","4"
"0","0","0","0","0","0","0","0","0","0","0","0","0","401","0","0","0","0","418","0","0","0","0","0","301","0","0","0","0","0","0","203","0","0","0","0","0","0","0","4","401805","0","0","0","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","419","0","0","0","402","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","4","401901","0","0","0","0","0","0","0","0","0","-2","0","0","0","0","402","0","0","0","0","0","0","0","0","1"
"303","0","303","303","301","303","303","303","301","303","303","303","303","303","301","303","0","303","419","303","0","303","303","303","303","303","0","303","301","0","303","135","0","402","0","303","303","303","0","4","401902","303","303","303","303","301","0","303","0","303","-2","303","303","303","303","303","301","303","303","0","303","303","303","301","2"
"0","0","0","0","0","0","0","0","0","0","0","0","0","402","0","0","0","0","419","0","0","0","0","0","0","0","0","0","0","0","0","204","0","0","0","0","0","0","0","4","401903","0","0","0","0","0","0","0","0","0","-2","0","0","0","402","0","0","402","0","0","0","0","0","0","3"
"303","0","303","303","303","303","303","303","303","303","303","303","303","303","303","303","0","303","419","303","0","303","303","303","303","303","0","303","303","0","303","143","0","0","0","303","303","303","0","4","401904","303","303","303","303","303","0","303","402","303","-2","303","303","303","303","303","303","303","303","0","303","303","303","303","4"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","419","0","0","0","0","0","0","401","0","0","0","0","0","104","0","0","0","0","0","0","0","4","401905","0","0","0","0","0","0","0","0","0","-2","401","0","0","0","0","0","0","0","0","0","0","0","0","5"
