19df96b8b39147b1a9ebd6932ae96f20b05ac2973de7959d5ee5505a1a0f26f9,3083e436ae6bcea8a8798880f2b4f18b7e4aa612feeeac470ef147a4c59784ed,6bb6157f9b8f5d5b951e8a9edf4046dfdb34daf408ed1ef98f46fa0b5a5ffb6e,b8cc25159d2f0746053b89b0a13c50138e4d9d48e3d6a02a1c2e51d3bfccca82,2c48e4f2f577a756303fb20d25166f896ac671cd4ce26e3e918dd09f4821b146,907d7dcb05593572af1c92858f6215e68d6b78a4c4d26d964ff988cb5336b6b0,53baebaacf290d4ce04036db073de48d0e6c74a06ee8fe1d4d334451f78ed802,8e5ccc036675e8ae43819e29e0d41055208e10e27e95945090f2bd5f4410f4e5,c6e73c63bb4c4b74ef140c33a69f6f1797e1b532152081cc7acba9a9e91538ce,e3af80f6149fb7cae957a7410eb7b80085339b0b0f659ff035d4820c647962dc,34a160204778aee554a947da275fe76c62ad6bf68475b3b6f59e6e9c61068371,85cb96a6901df6d2eb541549dc6886c7764cff5d98ad0bda3f86186a85c271d1,62c512c7c4c2c88472aace1c3811b3000b00fad4d5cc647a3d9a6b467bff7f54,694b19d86a20348b1fbb67d87111a39be15b1769fc6192b1c67786c9f98644e9,0b9abbfc1c8451a44df769a836e708c6abe3f182cf585025e5a2a4a80a029ca5,ecfc4ee792f3394727d352b42a9e26864ae34f86757bb352470dc40241c10bc0,f88d380732f539b07b509d1297fe5d65742a785a61537667b8df2172568220f9,1670207dacddc1b96afe84cf45c6c41088661acd3fdefcf68338880a86e87372,cd489ca648cc158f5752fb40bbc26b76a29a939c4976941858ae1b05df085baf,0719f590a143c4b1a14f91d0ae3f07d678d6dca47057851e38a5fae787bb6182,9d77a035d994c24a5551df97bfa8b798c2a530a1859560e0c5c0517d52ac3ca1
"10","自身物理暴擊提升{0}","2","7","0","99","0","","0","75","0","1","0","1","0","60","1","101101201","1","1","1"
"10","提升自身{0}的物理攻擊力","2","7","0","12","0","物理攻擊力提升+{0}","20","20","0","1","0","1","0","10","1","101101202","1","1","1"
"8","自己的行動速度上升","2","7","0","0","0","","12","0","0","1","0","0","0","2","0","101101203","1","1.8","1"
"1","對範圍內的敵人造成{0}的物理傷害","1","3","0","0","1300","物理傷害+{0}","2.8","35","0","99","0","0","0","1","0","101101301","1","35","1"
"10","提升自己物理攻擊暴擊時的傷害{0}%","2","7","0","18","0","","0","15","0","1","0","1","0","110","1","101101302","1","1","1"
"10","提升自身{0}的物理攻擊力","2","7","0","18","0","物理攻擊力提升+{0}","90","90","0","1","0","1","0","10","1","101101303","1","1","1"
"16","回復自身{0}的TP","2","7","0","0","0","","0","0","0","1","0","0","0","1","0","101101304","1","650","1"
"90","提升自身{0}的物理攻擊力","0","0","0","1","0","物理攻擊力提升+{0}","15","15","0","0","0","0","0","2","0","101150101","1","1","0"
"90","提升自身{0}的物理攻擊力","0","0","0","1","0","物理攻擊力提升+{0}","15","240","0","0","0","0","0","2","0","101151101","1","1","0"
"1","對使用物理攻擊的敵人追加{0}的魔法傷害","1","20","0","0","2160","追加魔法傷害+{0}","0.54","6.75","0","99","0","0","0","2","0","101200101","1","6.75","3"
"1","對敵方全體造成{0}的魔法傷害","1","3","0","0","2160","全體魔法傷害+{0}","0.81","9","0","99","0","0","0","2","0","101200102","1","9","3"
"1","對敵方單體造成{0}的魔法傷害","1","14","0","0","2160","魔法傷害+{0}","1.6","20","0","1","0","0","0","2","0","101200201","1","20","3"
"1","對敵方單體造成{0}的魔法傷害","1","14","0","0","2160","魔法傷害+{0}","0.8","10","0","1","0","0","0","2","0","101200301","1","10","3"
"8","使敵方單體一段時間內無法行動","1","14","0","0","2160","造成暈眩的成功Lv+1","1.5","0","0","1","0","0","0","7","0","101200302","1","0","3"
"1","對使用物理攻擊的敵人追加{0}的魔法傷害","1","20","0","0","2160","追加魔法傷害+{0}","2.4","9","0","99","0","0","0","2","0","101201101","1","9","2"
"10","對進行物理攻擊的敵人降低{0}魔法防禦力","1","20","0","18","2160","魔法防禦力降低+{0}","0.54","0.54","0","99","0","0","0","41","1","101201102","1","1","2"
"8","令使用物理攻擊的敵人在一定時間內無法行動","1","20","0","0","2160","造成暈眩的成功Lv+1","6","0","0","99","0","0","0","7","0","101201103","1","0","2"
"1","對敵方全體造成{0}的魔法傷害","1","3","0","0","2160","全體魔法傷害+{0}","0.81","9","0","99","0","0","0","2","0","101201104","1","9","2"
"1","對敵方單體造成{0}的魔法傷害","1","14","0","0","2160","魔法傷害+{0}","1.8","22","0","1","0","0","0","2","0","101201201","1","22","3"
"10","降低敵方單體{0}的魔法防禦力","1","14","0","12","2160","魔法防禦力降低+{0}","0.2","0.2","0","1","0","1","0","41","1","101201202","1","1","3"
"90","提升自身{0}的魔法攻擊力","0","0","0","1","0","魔法攻擊力提升+{0}","15","15","0","0","0","0","0","4","0","101250101","1","1","0"
"90","提升自身{0}的魔法攻擊力","0","0","0","1","0","魔法攻擊力提升+{0}","15","240","0","0","0","0","0","4","0","101251101","1","1","0"
"1","對敵方單體造成{0}的魔法傷害","1","6","0","0","2160","魔法傷害+{0}","5.6","60","0","1","0","0","0","2","0","101300101","1","60","2"
"7","","1","3","0","0","2160","","0","0","0","1","0","0","0","1","0","101300201","1","0","1"
"10","使範圍內敵人的魔法防禦力下降{0}","1","3","0","12","200","魔法防禦力降低+{0}","0.48","0.48","0","99","0","0","0","41","0","101300202","1","1","2"
"1","對敵方單體造成{0}的魔法傷害","1","6","0","0","2160","魔法傷害+{0}","1.6","20","0","1","0","0","0","2","0","101300301","1","20","2"
"8","使敵方單體一段時間內無法行動","1","6","0","0","2160","造成暈眩的成功Lv+1","1.5","0","0","1","0","0","0","7","0","101300302","1","0","2"
"1","對敵方單體造成{0}的魔法傷害","1","6","0","0","2160","魔法傷害+{0}","11.2","140","0","1","0","0","0","2","0","101301101","1","140","2"
"10","降低敵方單體{0}的魔法防禦力","1","6","0","18","2160","魔法防禦力降低+{0}","0.5","0.5","0","1","0","0","0","41","0","101301102","1","1","2"
"7","","1","3","0","0","2160","","0","0","0","1","0","0","0","1","0","101301201","1","0","1"
"10","使範圍內敵人的魔法防禦力下降{0}","1","3","0","12","200","魔法防禦力降低+{0}","0.8","0.8","0","99","0","0","0","41","0","101301202","1","1","2"
"1","對敵方單體造成{0}的魔法傷害","1","6","0","0","2160","魔法傷害+{0}","4.8","60","0","1","0","0","0","2","0","101301301","1","60","2"
"8","使敵方單體一段時間內無法行動","1","6","0","0","2160","造成暈眩的成功Lv+1","4.5","0","0","1","0","0","0","7","0","101301302","1","0","2"
"59","降低敵方單體的HP恢復量90%","1","6","0","0","2160","","0","18","0","1","0","0","0","1","1","101301303","1","0.9","2"
"90","提升自身{0}的魔法攻擊力","0","0","0","1","0","魔法攻擊力提升+{0}","15","15","0","0","0","0","0","4","0","101350101","1","1","0"
"90","提升自身{0}的魔法攻擊力","0","0","0","1","0","魔法攻擊力提升+{0}","15","240","0","0","0","0","0","4","0","101351101","1","1","0"
"7","","1","3","2","0","2160","","0","0","0","1","0","0","0","3","0","101400101","1","0","1"
"38","使領域中敵人降低{0}的魔法防禦力","1","3","2","0","2160","魔法防禦力降低+{0}","16","2.4","300","1","3","0","0","41","1","101400102","1","2.4","1"
"38","使領域中敵人降低{0}的 TP 上升","1","3","2","0","2160","","16","0","300","1","0","0","0","81","1","101400103","1","10","1"
"7","","1","3","2","0","2160","","0","0","0","1","0","0","0","1","0","101400104","1","0","1"
"8","範圍內的敵人行動速度在一定時間下降","1","1","0","0","300","造成行動速度降低的成功Lv+1","16","0","0","99","0","0","0","1","0","101400105","1","0.9","2"
"1","對範圍內的敵人造成{0}的魔法傷害","1","3","0","0","800","魔法傷害+{0}","0.27","3.4","0","99","0","0","0","2","0","101400201","1","3.4","1"
"8","使範圍內的敵人一段時間內無法行動","1","3","0","0","800","束縛確定成功Ｌｖ+1","2.5","0","0","99","0","0","0","5","0","101400202","1","0","1"
"1","對敵方單體造成{0}的魔法傷害","1","3","0","0","-1","魔法傷害+{0}","0.6","8","0","1","0","0","0","2","0","101400301","1","8","1"
"11","令一名敵人混亂","1","3","0","0","-1","混亂的確定成功Lv+1","1","0","0","1","0","0","0","1","0","101400302","1","7.5","1"
"7","","1","3","2","0","2160","","0","0","0","1","0","0","0","3","0","101401101","1","0","1"
"38","使領域中敵人降低{0}的魔法防禦力","1","3","2","0","2160","魔法防禦力降低+{0}","18","2.4","410","1","3","0","0","41","1","101401102","1","2.4","1"
"38","使領域中敵人降低{0}的 TP 上升","1","3","2","0","2160","","18","0","410","1","0","0","0","81","1","101401103","1","10","1"
"92","","1","3","0","0","2160","","0","0","0","99","0","0","0","0","0","101401104","1","0","3"
"7","","1","3","2","0","2160","","0","0","0","1","0","0","0","1","0","101401105","1","0","1"
"8","範圍內的敵人行動速度在一定時間下降","1","1","0","0","300","造成行動速度降低的成功Lv+1","18","0","0","99","0","0","0","1","0","101401106","1","0.7","2"
"57","","1","1","0","0","300","","0","0","0","99","0","0","0","101401108","0","101401107","1","5","2"
"1","對敵方全體造成{0}的魔法傷害","1","3","0","0","2160","魔法傷害+{0}","0.5","6.25","0","99","0","0","0","2","0","101401108","1","6.25","3"
"1","對範圍內的敵人造成{0}的魔法傷害","1","3","0","0","800","魔法傷害+{0}","0.72","9","0","99","0","0","0","2","0","101401201","1","9","1"
"26","","1","3","0","0","800","","0","0.2","0","99","0","0","0","101401203","3","101401202","1","4","1"
"8","使範圍內的敵人一段時間內無法行動","1","3","0","0","800","束縛確定成功Ｌｖ+1","2.5","0","0","99","0","0","0","5","0","101401203","1","0","1"
"90","提升自身{0}的魔法防禦力","0","0","0","1","0","魔法防禦力提升+{0}","2","2","0","0","0","0","0","5","0","101450101","1","1","0"
"90","提升自身{0}的魔法防禦力","0","0","0","1","0","魔法防禦力提升+{0}","2","32","0","0","0","0","0","5","0","101451101","1","1","0"
"4","回復我方全體{0}的HP","2","3","0","0.3375","2160","HP回復量+{0}","4.5","4.5","0","99","0","0","0","2","0","101500101","1","1","3"
"10","提升我方全體{0}的魔法防禦力","2","3","0","18","2160","魔法防禦力提升+{0}","0.45","0.45","0","99","0","0","0","40","1","101500102","1","1","3"
"10","提升範圍內的我方{0}的魔法攻擊力","2","3","0","12","300","魔法攻擊力提升+{0}","5.5","5.5","0","99","0","0","0","30","0","101500201","1","1","2"
"48","每秒回復{0}的HP","2","10","0","0","2160","回復量+{0}","0.12","1","7","1","0","0","0","2","1","101500301","1","1","2"
"4","回復我方全體{0}的HP","2","3","0","0.3375","2160","HP回復量+{0}","4.5","4.5","0","99","0","0","0","2","0","101501101","1","1","3"
"10","提升我方全體{0}的魔法防禦力","2","3","0","18","2160","魔法防禦力提升+{0}","0.45","0.45","0","99","0","0","0","40","1","101501102","1","1","3"
"10","提升我方全體{0}的魔法攻擊力","2","3","0","18","2160","魔法攻擊力提升+{0}","25","25","0","99","0","0","0","30","1","101501103","1","1","3"
"10","使全體夥伴的魔法暴擊提升{0}","2","3","0","18","2160","","0","50","0","99","0","0","0","70","1","101501104","1","1","3"
"10","提升我方全體魔法攻擊暴擊時25％的傷害","2","3","0","18","2160","","0","25","0","99","0","0","0","120","1","101501105","1","1","3"
"48","每秒回復{0}的HP","2","3","0","0","2160","回復量+{0}","0.04","0.8","18","99","0","0","0","2","1","101501106","1","0.8","3"
"10","提升範圍內的我方{0}的魔法攻擊力","2","3","0","12","300","魔法攻擊力提升+{0}","18","18","0","99","0","0","0","30","0","101501201","1","1","2"
"10","使範圍內全體夥伴提升{0}的魔法暴擊","2","3","0","12","300","魔法暴擊提高+{0}","0","40","0","99","0","1","0","70","1","101501202","1","1","2"
"90","提升自身{0}的魔法攻擊力","0","0","0","1","0","魔法攻擊力提升+{0}","15","15","0","0","0","0","0","4","0","101550101","1","1","0"
"90","提升自身{0}的魔法攻擊力","0","0","0","1","0","魔法攻擊力提升+{0}","15","240","0","0","0","0","0","4","0","101551101","1","1","0"
"1","對敵方單體造成{0}的物理傷害","1","3","0","0","-1","物理傷害+{0}","4","45","1","1","0","0","0","1","0","101600101","1","45","1"
"1","對敵方單體造成{0}的物理傷害","1","3","0","0","-1","物理傷害+{0}","0.9","12","1","1","0","0","0","1","0","101600201","1","12","1"
"10","提升自身{0}的物理攻擊力","2","7","0","12","0","物理攻擊力+{0}","15","15","0","1","0","1","0","10","1","101600301","1","1","3"
"10","提升自己物理攻擊暴擊時的傷害25%","2","7","0","18","-1","物理暴擊提高+{0}","0","25","0","1","0","1","0","110","1","101601101","1","2","3"
"1","對敵方單體造成{0}的物理傷害","1","3","0","0","-1","物理傷害+{0}","9","112","1","1","0","0","0","1","0","101601102","1","112","1"
"1","對敵方單體造成{0}的物理傷害","1","3","0","0","-1","物理傷害+{0}","0.9","12","1","1","0","0","1.5","1","0","101601201","1","12","1"
"1","對敵方單體造成{0}的物理傷害","1","3","0","0","-1","物理傷害+{0}","0.6","12","0","1","0","0","1.5","1","0","101601202","1","12","1"
"1","對敵方單體造成{0}的物理傷害","1","3","0","0","-1","物理傷害+{0}","0.6","12","0","1","0","0","1.5","1","0","101601203","1","12","1"
"10","提升自身{0}的物理攻擊力","2","7","0","180","0","物理攻擊力提升+{0}","75","75","0","1","0","1","0","10","1","101601301","1","1","3"
"10","提升自己物理攻擊暴擊時的傷害{0}%","2","7","0","180","0","","0","15","0","1","0","1","0","110","1","101601302","1","1","3"
"16","回復自身{0}的TP","2","7","0","0","0","","0","0","0","1","0","0","0","1","0","101601303","1","150","3"
"90","提升自身{0}的物理攻擊力","0","0","0","1","0","物理攻擊力提升+{0}","15","15","0","0","0","0","0","2","0","101650101","1","1","0"
"90","提升自身{0}的物理攻擊力","0","0","0","1","0","物理攻擊力提升+{0}","15","240","0","0","0","0","0","2","0","101651101","1","1","0"
"1","對敵方單體造成{0}的物理傷害","1","3","0","0","-1","物理傷害+{0}","4.8","60","0","1","0","0","0","1","0","101700101","1","60","1"
"1","對敵方單體造成{0}的物理傷害","1","3","0","0","-1","物理傷害+{0}","1.6","20","0","1","0","0","0","1","0","101700201","1","20","1"
"102","每次攻擊增加{0}的傷害","2","7","0","5","2160","追加傷害+{0}","10","10","0","1","0","0","0","0","0","101700301","1","1","3"
"1","對敵方單體造成{0}的物理傷害","1","3","0","0","-1","物理傷害+{0}","14.4","180","0","1","0","0","0","1","0","101701101","1","180","1"
"10","提升自身{0}的物理攻擊力","2","7","0","180","0","物理攻擊力+{0}","15","15","0","1","0","0","0","10","1","101701102","1","1","3"
"1","對敵方單體造成{0}的物理傷害","1","3","0","0","-1","物理傷害+{0}","2.3","30","0","1","0","0","0","1","0","101701201","1","30","1"
"90","提升自身{0}的物理攻擊力","0","0","0","1","0","物理攻擊力提升+{0}","15","15","0","0","0","0","0","2","0","101750101","1","1","0"
"90","提升自身{0}的物理攻擊力","0","0","0","1","0","物理攻擊力提升+{0}","15","240","0","0","0","0","0","2","0","101751101","1","1","0"
"1","對敵方全體造成{0}的魔法傷害","1","3","0","0","2160","全體魔法傷害+{0}","0.405","4.5","0","99","0","0","0","2","0","101800101","1","4.5","3"
"11","魅惑全體敵人","1","3","0","0","2160","造成魅惑的成功Lv+1","100","0","0","99","0","0","0","0","0","101800102","1","4","3"
"7","","1","3","1","0","4000","","0","0","0","1","0","0","0","1","0","101800201","1","0","1"
"1","對範圍內的敵人造成{0}的魔法傷害","1","1","0","0","100","魔法傷害+{0}","0.72","9","0","99","0","0","0","2","0","101800202","1","9","2"
"16","使敵方單體失去{0}的TP","1","2","0","0","-1","TP傷害+{0}","0","1","0","1","0","0","0","2","0","101800301","1","50","3"
"16","回復自身{0}的TP","2","7","0","0","0","TP回復量+{0}","0","1","0","1","0","0","0","1","0","101800302","1","50","1"
"1","對敵方全體造成{0}的魔法傷害","1","3","0","0","2160","全體魔法傷害+{0}","0.81","10","0","99","0","0","0","2","0","101801101","1","10","3"
"16","使全體敵人失去{0}的 TP","1","3","0","0","2160","TP傷害+{0}","0","0.4","0","99","0","0","0","2","0","101801102","1","20","3"
"10","使全體敵人的 TP 上升降低{0}","1","3","0","18","2160","","0","15","0","99","0","1","0","81","1","101801103","1","1","3"
"11","魅惑全體敵人","1","3","0","0","2160","造成魅惑的成功Lv+1","100","0","0","99","0","0","0","0","0","101801104","1","5","3"
"7","","1","3","1","0","4000","","0","0","0","1","0","0","0","1","0","101801201","1","0","1"
"23","","1","3","0","0","100","","0","1","0","99","101801205","0","0","300","101801203","101801202","1","0","2"
"1","對範圍內的敵人造成{0}的魔法傷害","1","3","0","0","100","魔法傷害+{0}","1.2","9","0","99","0","0","0","2","0","101801203","1","9","2"
"16","當敵人陷入誘惑狀態時，讓範圍內的敵人TP失去{0}","1","3","0","0","100","TP傷害+{0}","0","1","0","99","0","0","0","2","0","101801204","1","300","2"
"1","","1","3","0","0","100","","1.2","9","0","99","0","0","0","2","0","101801205","1","9","2"
"10","當敵人並非誘惑狀態時，使範圍內對象的物理攻擊力降低{0}","1","3","0","12","100","物理攻擊力降低+{0}","10","10","0","99","0","1","0","11","1","101801206","1","1","2"
"10","當敵人並非誘惑狀態時，使範圍內對象的魔法攻擊力降低{0}","1","3","0","12","100","魔法攻擊力下降+{0}","10","10","0","99","0","1","0","31","1","101801207","1","1","2"
"16","使敵方單體失去{0}的TP","1","2","0","0","-1","","0","0","0","1","0","0","0","2","0","101820301","1","310","3"
"10","降低敵方單體{0}的物理攻擊力","1","1","0","12","-1","物理攻擊力降低+{0}","4","-1040","0","0","0","1","0","11","1","101820302","1","1","3"
"10","降低敵方單體{0}的魔法攻擊力","1","1","0","12","-1","魔法攻擊力下降+{0}","4","-1040","0","0","0","1","0","31","1","101820303","1","1","3"
"16","回復自身{0}的TP","2","7","0","0","0","","0","0","0","1","0","0","0","1","0","101820304","1","310","1"
"1","對敵方全體造成{0}的魔法傷害","1","3","0","0","2160","全體魔法傷害+{0}","1.21","10","0","99","0","0","0","2","0","101821101","1","10","3"
"16","使全體敵人失去{0}的 TP","1","3","0","0","2160","","0","0","0","99","0","0","0","2","0","101821102","1","124","3"
"10","使全體敵人的 TP 上升降低{0}","1","3","0","18","2160","","0","15","0","99","0","1","0","81","1","101821103","1","1","3"
"11","魅惑全體敵人","1","3","0","0","2160","造成魅惑的成功Lv+1","100","0","0","99","0","0","0","0","0","101821104","1","5","3"
"7","","1","3","1","0","4000","","0","0","0","1","0","0","0","1","0","101821201","1","0","1"
"23","","1","3","0","0","100","","0","1","0","99","101821205","0","0","300","101821203","101821202","1","0","2"
"1","對範圍內的敵人造成{0}的魔法傷害","1","3","0","0","100","魔法傷害+{0}","1.6","9","0","99","0","0","0","2","0","101821203","1","9","2"
"16","當敵人陷入誘惑狀態時，使單體的敵人失去{0}的 TP","1","3","0","0","100","","0","0","0","99","0","0","0","2","0","101821204","1","560","2"
"1","","1","3","0","0","100","","1.6","9","0","99","0","0","0","2","0","101821205","1","9","2"
"10","當敵人並非誘惑狀態時，使範圍內對象的物理攻擊力降低{0}","1","3","0","12","100","物理攻擊力降低+{0}","10","10","0","99","0","1","0","11","1","101821206","1","1","2"
"10","當敵人並非誘惑狀態時，使範圍內對象的魔法攻擊力降低{0}","1","3","0","12","100","魔法攻擊力下降+{0}","10","10","0","99","0","1","0","31","1","101821207","1","1","2"
