1ba179bfc13d4c63e8434481b17a5ab2dbd29428314dc5413bd15de883cc3046,c7a5676371412fae5063dfba2df0e92742809738fe0800699a42237a97ef7674,7099bfc4339807c356277ca04b2511b955a1cf40b94a85bcc8f3b1fb728dd49b,bf14afedf2475f94052f0cb9ec3e253e8db35c64997cf67fc96f248d0ff89e89,25632ee2f4ad77cb5a9137ba8abf0a37cab064ed85ba3eaca64ab7a7164dc2e6
"12","100103301","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","81001033"
"11","100103302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","81001033"
"17","100103303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","81001033"
"boss_def_lower_limit","100103304","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","81001033"
"boss_magic_def_lower_limit","100103305","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","81001033"
"9","100103306","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","81001033"
"12","100103401","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","81001034"
"11","100103402","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","81001034"
"17","100103403","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","81001034"
"boss_def_lower_limit","100103404","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","81001034"
"boss_magic_def_lower_limit","100103405","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","81001034"
"9","100103406","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","81001034"
"12","100103501","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","81001035"
"11","100103502","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","81001035"
"17","100103503","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","81001035"
"boss_def_lower_limit","100103504","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","81001035"
"boss_magic_def_lower_limit","100103505","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","81001035"
"9","100103506","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","81001035"
"25","100103601","危險領域","戰鬥中，發動「反擊屏障」效果。","81001036"
"12","100103602","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","81001036"
"11","100103603","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","81001036"
"17","100103604","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","81001036"
"boss_def_lower_limit","100103605","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","81001036"
"boss_magic_def_lower_limit","100103606","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","81001036"
"9","100103607","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","81001036"
"24","100103608","反擊屏障","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色10000傷害的反擊屏障。","81001036"
"12","100103701","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","81001037"
"11","100103702","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","81001037"
"17","100103703","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","81001037"
"boss_def_lower_limit","100103704","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","81001037"
"boss_magic_def_lower_limit","100103705","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","81001037"
"9","100103706","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","81001037"
"12","100103801","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","81001038"
"11","100103802","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","81001038"
"17","100103803","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","81001038"
"boss_def_lower_limit","100103804","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","81001038"
"boss_magic_def_lower_limit","100103805","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","81001038"
"9","100103806","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","81001038"
"12","100103901","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","81001039"
"11","100103902","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","81001039"
"17","100103903","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","81001039"
"boss_def_lower_limit","100103904","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","81001039"
"boss_magic_def_lower_limit","100103905","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","81001039"
"9","100103906","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","81001039"
"12","100104001","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","81001040"
"11","100104002","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","81001040"
"17","100104003","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","81001040"
"boss_def_lower_limit","100104004","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","81001040"
"boss_magic_def_lower_limit","100104005","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","81001040"
"9","100104006","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","81001040"
"boss_tp_down_cut","100104007","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","81001040"
"boss_haste","100104008","提升行動速度","戰鬥開始時，大幅度提升所有怪物的行動速度。","81001040"
"12","100104101","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","81001041"
"11","100104102","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","81001041"
"17","100104103","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","81001041"
"boss_def_lower_limit","100104104","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","81001041"
"boss_magic_def_lower_limit","100104105","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","81001041"
"9","100104106","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","81001041"
"12","100104201","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","81001042"
"11","100104202","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","81001042"
"17","100104203","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","81001042"
"boss_def_lower_limit","100104204","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","81001042"
"boss_magic_def_lower_limit","100104205","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","81001042"
"9","100104206","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","81001042"
"12","100104301","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","81001043"
"11","100104302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","81001043"
"17","100104303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","81001043"
"boss_def_lower_limit","100104304","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","81001043"
"boss_magic_def_lower_limit","100104305","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","81001043"
"9","100104306","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","81001043"
"12","100104401","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","81001044"
"11","100104402","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","81001044"
