1ba179bfc13d4c63e8434481b17a5ab2dbd29428314dc5413bd15de883cc3046,25632ee2f4ad77cb5a9137ba8abf0a37cab064ed85ba3eaca64ab7a7164dc2e6,c7a5676371412fae5063dfba2df0e92742809738fe0800699a42237a97ef7674,bf14afedf2475f94052f0cb9ec3e253e8db35c64997cf67fc96f248d0ff89e89,7099bfc4339807c356277ca04b2511b955a1cf40b94a85bcc8f3b1fb728dd49b
"12","81001033","100103301","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升"
"11","81001033","100103302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物"
"17","81001033","100103303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限"
"boss_def_lower_limit","81001033","100103304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","81001033","100103305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"9","81001033","100103306","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"12","81001034","100103401","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升"
"11","81001034","100103402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物"
"17","81001034","100103403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限"
"boss_def_lower_limit","81001034","100103404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","81001034","100103405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"9","81001034","100103406","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"12","81001035","100103501","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升"
"11","81001035","100103502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物"
"17","81001035","100103503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限"
"boss_def_lower_limit","81001035","100103504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","81001035","100103505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"9","81001035","100103506","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"25","81001036","100103601","戰鬥中，發動「反擊屏障」效果。","危險領域"
"12","81001036","100103602","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升"
"11","81001036","100103603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物"
"17","81001036","100103604","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限"
"boss_def_lower_limit","81001036","100103605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","81001036","100103606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"9","81001036","100103607","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"24","81001036","100103608","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色10000傷害的反擊屏障。","反擊屏障"
"12","81001037","100103701","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升"
"11","81001037","100103702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物"
"17","81001037","100103703","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限"
"boss_def_lower_limit","81001037","100103704","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","81001037","100103705","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"9","81001037","100103706","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"12","81001038","100103801","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升"
"11","81001038","100103802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物"
"17","81001038","100103803","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限"
"boss_def_lower_limit","81001038","100103804","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","81001038","100103805","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"9","81001038","100103806","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"12","81001039","100103901","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升"
"11","81001039","100103902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物"
"17","81001039","100103903","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限"
"boss_def_lower_limit","81001039","100103904","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","81001039","100103905","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"9","81001039","100103906","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"12","81001040","100104001","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升"
"11","81001040","100104002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物"
"17","81001040","100104003","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限"
"boss_def_lower_limit","81001040","100104004","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","81001040","100104005","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"9","81001040","100104006","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"boss_tp_down_cut","81001040","100104007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降"
"boss_haste","81001040","100104008","戰鬥開始時，大幅度提升所有怪物的行動速度。","提升行動速度"
"12","81001041","100104101","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升"
"11","81001041","100104102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物"
"17","81001041","100104103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限"
"boss_def_lower_limit","81001041","100104104","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","81001041","100104105","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"9","81001041","100104106","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"12","81001042","100104201","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升"
"11","81001042","100104202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物"
"17","81001042","100104203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限"
"boss_def_lower_limit","81001042","100104204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","81001042","100104205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"9","81001042","100104206","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"12","81001043","100104301","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升"
"11","81001043","100104302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物"
"17","81001043","100104303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限"
"boss_def_lower_limit","81001043","100104304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"boss_magic_def_lower_limit","81001043","100104305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"9","81001043","100104306","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"12","81001044","100104401","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升"
"11","81001044","100104402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物"
