5bd3d3c93ceac99487b74b03f2164aec11c64a619709e1e6b31473cbeb95a8c5,2aa8bf697b45a7b03c97036fe8dff4833223ad1136da9e51f2d3c347ee7e74df,a9efd4c2a089a52ddc1eb432cc4796900901fde32e2c0e52f77461f246f4fb21,f345c1c3611ef3e4a6bb09c4dd1854b62a1629c922c1782c75460708aa3abf4b,ce52bf39067e922ea5c2fc5cf7155e19e2f2e3e2a83a7aef0c6566fd84e834d5,0010d2b1df53b596c3ec04c011d32fa658a137721911267ff81a971de1191130,72057fbce767232fe0371808f8ba6b9a6f7694545900d30ba085afab4de142f5,346c3cc6d366935db5b609ea4605cbb1785da12b1c7f14c744a5bdee2c713d46,f0175429157f3433e23d7f56af4dce36ccf78d6f8f2b619ddd2051db122b3810,2e34e7e84f2bd666bcd868ef0e41034df9ecd26581a4519b079333fd4e3df351,a066263d9de661d1fc0b2e6bbe18a510f067beba21be00ac906a89c87b3c62fa,6e09f8e05a185bafc9a94608a56d51bd6bcba9c5ec650736094a18554fcfd9b7,09acd2f60ad8da905298ec29d31939870f018c90b6692a7aff198c8a2f7d7b4b,f5ec45a582580e8e0eac523ede311bb802594aebd16214c0f763222d477282b0,555150f53c3824222050c10c5a4df3b172e5c792e9612e4c900c6895207ae612,a64ac02e51fe925ea3e7e5fa3bb20e2db0283d515dedd59b7404f6b04e8d41c4,38db026053399ff7060aaced1bcc8b2eec01ef7ac3841546d9d55c7c1220ccfd,a2c789497a6a5a51a460fb9a8099ae4abafbdc92823a87d8509bf8429e820edd,5d223cc4091d43aaeb429a587c392903ae700347ddbb27345b7a1654f562b1ed,a23ec00736acf446cd03fe124f12415ef851b6ea64a8763a80f298e4b9034ba8,c15b9512aadf56ce6eb69c590ec8dd0c8616c64aa14b9f9f6c5497180905beaf,41dfb8fd37f44ff45a741abcc1fccdbe4ca1862f77a157449370bf9075c17cdb,c420f79f78ba04d41ea1e9dbb9d856e712b283649c3c893a791ef91eb9a35160,500d6dec30e7cfbd05fa91a03166c09440bc24a75a16ff692b3c8c95b0bf08b8,c4202a70c23a2dd8b1a15281ed949ca05aa55a8c0d4db481fef392d37f9f3b56,637669fef592d45c0e19ba51c04eff173f33cf639eb89ee86540a1af432c62ad,c3657dc9e0168c81d69fe8fbd998cdd21b8bebc1d4ac843f93e20de4792ded2b,4d6409af7b1caf159c14bfe819c48b737b81d35946c476c1cdf14d5caa3923fd,b63bdf29cfd1a2156875438fda1d4d6453b8b1c844ee63d4846d6b26d9dcccc4,26009b329ffa648d7f59905de3f8d8cbcbbae88596f84b50bf18e75e1fee9362,19fd6ea0f45fb10ebcfc3d3b0a43df459c4becf1df3d7c33f8129ea741c4d0eb,867dba33d022408c8830c231f7d24a7b65ee3beda14610c88c835e8a9bc08ebc,4c753037d4a19bffd5a640aa833d3204567c0ccfbe440d3fc5fecf905e9425c4,f7810144126cf2482110a37cd2d50ce0219d2d5b3d960d0534475b966dd3203a,64fa7eba6196a06da39430cfa3f907d150334f14ae5ff806fb775a4d9849d2cb,4f5e9f748dc34f38bc2f0f6360135b4a3311b7b7d1c2f14c91f081939b0808b7,1f8c841d160f3ff9e83526f33cf0a9c849553d8c06ff6c074c5428c4a673e082,fa6028b4d7e32e498bda001843fde0a13ab69d045923510f26a8895d9bd45b53,310796a30a1d22b4eaaf20278907876d2d40675c01545d131600decc9977976a,79ad1fc054cc40f8137bc9eee4706fb42d5ed7966abc286df0cdecdfc924f9b5
"90008","1","6","102842","bgm_M126","-50","0","0","5","90002","0","140001","100","102842","0","25001","5","1.2","0","1.2","1","1","0","32002","0","bgm_M126","94002","40004","320020506","1.2","1","90","1","100","0","502002511","0","0","400","3200205"
"90008","1","7","102843","bgm_M126","-50","0","0","5","90002","0","140001","100","102843","0","25001","5","1.2","0","1.2","1","1","0","32002","0","bgm_M126","94002","40004","320020507","1.2","1","90","1","100","0","502002521","0","0","400","3200205"
"90008","0","8","102851","bgm_M64","-50","0","0","5","90002","0","140001","100","102851","0","25001","3","0","0","1","1","1","0","32002","0","bgm_M64","94002","40004","320020508","0","1.2","90","0","100","0","502002531","0","0","400","3200205"
"90008","0","9","102851","bgm_M64","-50","0","0","5","90002","0","140001","100","102851","0","25001","3","0","0","1","1","1","0","32002","0","bgm_M64","94002","40004","320020509","0","1.2","90","0","100","0","502002541","0","0","400","3200205"
"90008","0","10","102852","bgm_M63","-50","0","0","5","90002","0","140001","100","102852","0","25001","3","1","5.1","1","1","1","1","32002","0","bgm_M63","94002","40004","320020510","0","0.5","90","0","100","0","502002551","0","0","400","3200205"
"90008","0","1","102841","bgm_M06","-50","0","0","1","90002","0","140001","50","102841","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030101","0","1.2","90","0","600","0","0","0","0","0","3200201"
"90008","0","2","102842","bgm_M06","-50","0","0","1","90002","0","140001","50","102842","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030102","0","1.2","90","0","800","0","0","0","0","0","3200201"
"90008","0","3","102843","bgm_M06","-50","0","0","1","90002","0","140001","50","102843","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030103","0","1.2","90","0","800","0","0","0","0","0","3200202"
"90008","0","4","102842","bgm_M06","-50","0","0","1","90002","0","140001","50","102842","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030104","0","1.2","90","0","1200","0","0","0","0","0","3200203"
"90008","0","5","102841","bgm_M06","-50","0","0","1","90002","0","140001","50","102841","90005","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030105","0","1.2","90","0","1200","0","0","0","0","0","3200204"
"90008","0.8","6","102842","bgm_M126","-50","0","0","1","90002","0","140001","100","102842","0","25001","5","0.8","0","0.8","1","1","0","32003","0","bgm_M126","94002","40004","320030106","1.2","1","90","0.8","100","0","502003111","0","0","0","3200205"
"90008","0.8","7","102843","bgm_M126","-50","0","0","1","90002","0","140001","100","102843","0","25001","5","0.8","0","0.8","1","1","0","32003","0","bgm_M126","94002","40004","320030107","1.2","1","90","0.8","100","0","502003121","0","0","0","3200205"
"90008","0","8","102851","bgm_M64","-50","0","0","1","90002","0","140001","100","102851","0","25001","3","0","0","1","1","1","0","32003","0","bgm_M64","94002","40004","320030108","0","1.2","90","0","100","0","502003131","0","0","0","3200205"
"90008","0","9","102851","bgm_M64","-50","0","0","1","90002","0","140001","100","102851","0","25001","3","0","0","1","1","1","0","32003","0","bgm_M64","94002","40004","320030109","0","1.2","90","0","100","0","502003141","0","0","0","3200205"
"90008","0","10","102852","bgm_M63","-50","0","0","1","90002","0","140001","100","102852","0","25001","3","1","5.1","1","1","1","1","32003","0","bgm_M63","94002","40004","320030110","0","0.5","90","0","100","0","502003151","0","0","0","3200205"
"90008","0","1","102841","bgm_M06","-50","0","0","2","90002","0","140001","50","102841","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030201","0","1.2","90","0","600","0","0","0","0","100","3200201"
"90008","0","2","102842","bgm_M06","-50","0","0","2","90002","0","140001","50","102842","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030202","0","1.2","90","0","800","0","0","0","0","100","3200201"
"90008","0","3","102843","bgm_M06","-50","0","0","2","90002","0","140001","50","102843","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030203","0","1.2","90","0","800","0","0","0","0","100","3200202"
"90008","0","4","102842","bgm_M06","-50","0","0","2","90002","0","140001","50","102842","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030204","0","1.2","90","0","1200","0","0","0","0","100","3200203"
"90008","0","5","102841","bgm_M06","-50","0","0","2","90002","0","140001","50","102841","90005","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030205","0","1.2","90","0","1200","0","0","0","0","100","3200204"
"90008","0.8","6","102842","bgm_M126","-50","0","0","2","90002","0","140001","100","102842","0","25001","5","0.8","0","0.8","1","1","0","32003","0","bgm_M126","94002","40004","320030206","1.2","1","90","0.8","100","0","502003211","0","0","100","3200205"
"90008","0.8","7","102843","bgm_M126","-50","0","0","2","90002","0","140001","100","102843","0","25001","5","0.8","0","0.8","1","1","0","32003","0","bgm_M126","94002","40004","320030207","1.2","1","90","0.8","100","0","502003221","0","0","100","3200205"
"90008","0","8","102851","bgm_M64","-50","0","0","2","90002","0","140001","100","102851","0","25001","3","0","0","1","1","1","0","32003","0","bgm_M64","94002","40004","320030208","0","1.2","90","0","100","0","502003231","0","0","100","3200205"
"90008","0","9","102851","bgm_M64","-50","0","0","2","90002","0","140001","100","102851","0","25001","3","0","0","1","1","1","0","32003","0","bgm_M64","94002","40004","320030209","0","1.2","90","0","100","0","502003241","0","0","100","3200205"
"90008","0","10","102852","bgm_M63","-50","0","0","2","90002","0","140001","100","102852","0","25001","3","1","5.1","1","1","1","1","32003","0","bgm_M63","94002","40004","320030210","0","0.5","90","0","100","0","502003251","0","0","100","3200205"
"90008","0","1","102841","bgm_M06","-50","0","0","3","90002","0","140001","50","102841","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030301","0","1.2","90","0","600","0","0","0","0","200","3200201"
"90008","0","2","102842","bgm_M06","-50","0","0","3","90002","0","140001","50","102842","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030302","0","1.2","90","0","800","0","0","0","0","200","3200201"
"90008","0","3","102843","bgm_M06","-50","0","0","3","90002","0","140001","50","102843","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030303","0","1.2","90","0","800","0","0","0","0","200","3200202"
"90008","0","4","102842","bgm_M06","-50","0","0","3","90002","0","140001","50","102842","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030304","0","1.2","90","0","1200","0","0","0","0","200","3200203"
"90008","0","5","102841","bgm_M06","-50","0","0","3","90002","0","140001","50","102841","90005","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030305","0","1.2","90","0","1200","0","0","0","0","200","3200204"
"90008","0.8","6","102842","bgm_M126","-50","0","0","3","90002","0","140001","100","102842","0","25001","5","0.8","0","0.8","1","1","0","32003","0","bgm_M126","94002","40004","320030306","1.2","1","90","0.8","100","0","502003311","0","0","200","3200205"
"90008","0.8","7","102843","bgm_M126","-50","0","0","3","90002","0","140001","100","102843","0","25001","5","0.8","0","0.8","1","1","0","32003","0","bgm_M126","94002","40004","320030307","1.2","1","90","0.8","100","0","502003321","0","0","200","3200205"
"90008","0","8","102851","bgm_M64","-50","0","0","3","90002","0","140001","100","102851","0","25001","3","0","0","1","1","1","0","32003","0","bgm_M64","94002","40004","320030308","0","1.2","90","0","100","0","502003331","0","0","200","3200205"
"90008","0","9","102851","bgm_M64","-50","0","0","3","90002","0","140001","100","102851","0","25001","3","0","0","1","1","1","0","32003","0","bgm_M64","94002","40004","320030309","0","1.2","90","0","100","0","502003341","0","0","200","3200205"
"90008","0","10","102852","bgm_M63","-50","0","0","3","90002","0","140001","100","102852","0","25001","3","1","5.1","1","1","1","1","32003","0","bgm_M63","94002","40004","320030310","0","0.5","90","0","100","0","502003351","0","0","200","3200205"
"90008","0","1","102841","bgm_M06","-50","0","0","4","90002","0","140001","50","102841","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030401","0","1.2","90","0","600","0","0","0","0","300","3200201"
"90008","0","2","102842","bgm_M06","-50","0","0","4","90002","0","140001","50","102842","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030402","0","1.2","90","0","800","0","0","0","0","300","3200201"
"90008","0","3","102843","bgm_M06","-50","0","0","4","90002","0","140001","50","102843","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030403","0","1.2","90","0","800","0","0","0","0","300","3200202"
"90008","0","4","102842","bgm_M06","-50","0","0","4","90002","0","140001","50","102842","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030404","0","1.2","90","0","1200","0","0","0","0","300","3200203"
"90008","0","5","102841","bgm_M06","-50","0","0","4","90002","0","140001","50","102841","90005","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030405","0","1.2","90","0","1200","0","0","0","0","300","3200204"
"90008","0.8","6","102842","bgm_M126","-50","0","0","4","90002","0","140001","100","102842","0","25001","5","0.8","0","0.8","1","1","0","32003","0","bgm_M126","94002","40004","320030406","1.2","1","90","0.8","100","0","502003411","0","0","300","3200205"
"90008","0.8","7","102843","bgm_M126","-50","0","0","4","90002","0","140001","100","102843","0","25001","5","0.8","0","0.8","1","1","0","32003","0","bgm_M126","94002","40004","320030407","1.2","1","90","0.8","100","0","502003421","0","0","300","3200205"
"90008","0","8","102851","bgm_M64","-50","0","0","4","90002","0","140001","100","102851","0","25001","3","0","0","1","1","1","0","32003","0","bgm_M64","94002","40004","320030408","0","1.2","90","0","100","0","502003431","0","0","300","3200205"
"90008","0","9","102851","bgm_M64","-50","0","0","4","90002","0","140001","100","102851","0","25001","3","0","0","1","1","1","0","32003","0","bgm_M64","94002","40004","320030409","0","1.2","90","0","100","0","502003441","0","0","300","3200205"
"90008","0","10","102852","bgm_M63","-50","0","0","4","90002","0","140001","100","102852","0","25001","3","1","5.1","1","1","1","1","32003","0","bgm_M63","94002","40004","320030410","0","0.5","90","0","100","0","502003451","0","0","300","3200205"
"90008","0","1","102841","bgm_M06","-50","0","0","5","90002","0","140001","50","102841","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030501","0","1.2","90","0","600","0","0","0","0","400","3200201"
"90008","0","2","102842","bgm_M06","-50","0","0","5","90002","0","140001","50","102842","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030502","0","1.2","90","0","800","0","0","0","0","400","3200201"
"90008","0","3","102843","bgm_M06","-50","0","0","5","90002","0","140001","50","102843","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030503","0","1.2","90","0","800","0","0","0","0","400","3200202"
"90008","0","4","102842","bgm_M06","-50","0","0","5","90002","0","140001","50","102842","0","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030504","0","1.2","90","0","1200","0","0","0","0","400","3200203"
"90008","0","5","102841","bgm_M06","-50","0","0","5","90002","0","140001","50","102841","90005","25001","1","0","0","0","0","0","0","32003","0","bgm_M06","94002","40004","320030505","0","1.2","90","0","1200","0","0","0","0","400","3200204"
"90008","0.8","6","102842","bgm_M126","-50","0","0","5","90002","0","140001","100","102842","0","25001","5","0.8","0","0.8","1","1","0","32003","0","bgm_M126","94002","40004","320030506","1.2","1","90","0.8","100","0","502003511","0","0","400","3200205"
"90008","0.8","7","102843","bgm_M126","-50","0","0","5","90002","0","140001","100","102843","0","25001","5","0.8","0","0.8","1","1","0","32003","0","bgm_M126","94002","40004","320030507","1.2","1","90","0.8","100","0","502003521","0","0","400","3200205"
"90008","0","8","102851","bgm_M64","-50","0","0","5","90002","0","140001","100","102851","0","25001","3","0","0","1","1","1","0","32003","0","bgm_M64","94002","40004","320030508","0","1.2","90","0","100","0","502003531","0","0","400","3200205"
"90008","0","9","102851","bgm_M64","-50","0","0","5","90002","0","140001","100","102851","0","25001","3","0","0","1","1","1","0","32003","0","bgm_M64","94002","40004","320030509","0","1.2","90","0","100","0","502003541","0","0","400","3200205"
"90008","0","10","102852","bgm_M63","-50","0","0","5","90002","0","140001","100","102852","0","25001","3","1","5.1","1","1","1","1","32003","0","bgm_M63","94002","40004","320030510","0","0.5","90","0","100","0","502003551","0","0","400","3200205"
"90008","0","1","103061","bgm_M06","-50","0","0","1","90002","0","140001","50","103061","0","25001","1","0","0","0","0","0","0","32004","0","bgm_M06","94002","40005","320040101","0","1.2","90","0","600","0","0","0","0","0","3200201"
"90008","0","2","103062","bgm_M06","-50","0","0","1","90002","0","140001","50","103062","0","25001","1","0","0","0","0","0","0","32004","0","bgm_M06","94002","40005","320040102","0","1.2","90","0","800","0","0","0","0","0","3200201"
"90008","0","3","103063","bgm_M06","-50","0","0","1","90002","0","140001","50","103063","0","25001","1","0","0","0","0","0","0","32004","0","bgm_M06","94002","40005","320040103","0","1.2","90","0","800","0","0","0","0","0","3200202"
"90008","0","4","103062","bgm_M06","-50","0","0","1","90002","0","140001","50","103062","0","25001","1","0","0","0","0","0","0","32004","0","bgm_M06","94002","40005","320040104","0","1.2","90","0","1200","0","0","0","0","0","3200203"
"90008","0","5","103061","bgm_M06","-50","0","0","1","90002","0","140001","50","103061","90005","25001","1","0","0","0","0","0","0","32004","0","bgm_M06","94002","40005","320040105","0","1.2","90","0","1200","0","0","0","0","0","3200204"
"90002","0.8","6","103062","bgm_M126","-50","0","0","1","90009","0","94002","100","103062","25001","140001","5","0.8","0","0.8","1","1","0","32004","0","bgm_M126","90008","40004","320040106","1.2","1","90","0.8","100","320040106","502004111","0","0","0","3200205"
"90002","0.8","7","103063","bgm_M126","-50","0","0","1","90010","0","94002","100","103063","25001","140001","5","0.8","0","0.8","1","1","0","32004","0","bgm_M126","90008","40004","320040107","1.1","1","90","0.8","100","320040107","502004121","0","0","0","3200205"
"90002","0","8","103071","bgm_M64","-50","0","0","1","90011","0","94002","100","103071","25001","140001","3","0","0","1","1","1","0","32004","0","bgm_M64","90008","40004","320040108","0","0.9","90","0","100","320040108","502004131","0","0","0","3200205"
"90002","0","9","103071","bgm_M64","-50","20","0","1","90009","0","94002","100","103071","25001","140001","3","0","0","1","1","1","0","32004","10","bgm_M64","90008","40006","320040109","0","1.1","90","0","100","320040109","502004141","0","0","0","3200205"
"90008","0","10","103072","bgm_M63","-50","0","0","1","90002","0","140001","100","103072","0","25001","3","0","0","1","1","1","0","32004","0","bgm_M63","94002","40007","320040110","0","1","90","0","100","320040110","502004151","0","0","0","3200205"
"90008","0","1","103061","bgm_M06","-50","0","0","2","90002","0","140001","50","103061","0","25001","1","0","0","0","0","0","0","32004","0","bgm_M06","94002","40005","320040201","0","1.2","90","0","600","0","0","0","0","0","3200201"
"90008","0","2","103062","bgm_M06","-50","0","0","2","90002","0","140001","50","103062","0","25001","1","0","0","0","0","0","0","32004","0","bgm_M06","94002","40005","320040202","0","1.2","90","0","800","0","0","0","0","0","3200201"
"90008","0","3","103063","bgm_M06","-50","0","0","2","90002","0","140001","50","103063","0","25001","1","0","0","0","0","0","0","32004","0","bgm_M06","94002","40005","320040203","0","1.2","90","0","800","0","0","0","0","0","3200202"
"90008","0","4","103062","bgm_M06","-50","0","0","2","90002","0","140001","50","103062","0","25001","1","0","0","0","0","0","0","32004","0","bgm_M06","94002","40005","320040204","0","1.2","90","0","1200","0","0","0","0","0","3200203"
"90008","0","5","103061","bgm_M06","-50","0","0","2","90002","0","140001","50","103061","90005","25001","1","0","0","0","0","0","0","32004","0","bgm_M06","94002","40005","320040205","0","1.2","90","0","1200","0","0","0","0","0","3200204"
"90002","0.8","6","103062","bgm_M126","-50","0","0","2","90009","0","94002","100","103062","25001","140001","5","0.8","0","0.8","1","1","0","32004","0","bgm_M126","90008","40004","320040206","1.2","1","90","0.8","100","320040106","502004211","0","0","0","3200205"
"90002","0.8","7","103063","bgm_M126","-50","0","0","2","90010","0","94002","100","103063","25001","140001","5","0.8","0","0.8","1","1","0","32004","0","bgm_M126","90008","40004","320040207","1.1","1","90","0.8","100","320040107","502004221","0","0","0","3200205"
"90002","0","8","103071","bgm_M64","-50","0","0","2","90011","0","94002","100","103071","25001","140001","3","0","0","1","1","1","0","32004","0","bgm_M64","90008","40004","320040208","0","0.9","90","0","100","320040108","502004231","0","0","0","3200205"
"90002","0","9","103071","bgm_M64","-50","20","0","2","90009","0","94002","100","103071","25001","140001","3","0","0","1","1","1","0","32004","10","bgm_M64","90008","40006","320040209","0","1.1","90","0","100","320040109","502004241","0","0","0","3200205"
"90008","0","10","103072","bgm_M63","-50","0","0","2","90002","0","140001","100","103072","0","25001","3","0","0","1","1","1","0","32004","0","bgm_M63","94002","40007","320040210","0","1","90","0","100","320040110","502004251","0","0","0","3200205"
"90008","0","1","103061","bgm_M06","-50","0","0","3","90002","0","140001","50","103061","0","25001","1","0","0","0","0","0","0","32004","0","bgm_M06","94002","40005","320040301","0","1.2","90","0","600","0","0","0","0","0","3200201"
"90008","0","2","103062","bgm_M06","-50","0","0","3","90002","0","140001","50","103062","0","25001","1","0","0","0","0","0","0","32004","0","bgm_M06","94002","40005","320040302","0","1.2","90","0","800","0","0","0","0","0","3200201"
"90008","0","3","103063","bgm_M06","-50","0","0","3","90002","0","140001","50","103063","0","25001","1","0","0","0","0","0","0","32004","0","bgm_M06","94002","40005","320040303","0","1.2","90","0","800","0","0","0","0","0","3200202"
"90008","0","4","103062","bgm_M06","-50","0","0","3","90002","0","140001","50","103062","0","25001","1","0","0","0","0","0","0","32004","0","bgm_M06","94002","40005","320040304","0","1.2","90","0","1200","0","0","0","0","0","3200203"
"90008","0","5","103061","bgm_M06","-50","0","0","3","90002","0","140001","50","103061","90005","25001","1","0","0","0","0","0","0","32004","0","bgm_M06","94002","40005","320040305","0","1.2","90","0","1200","0","0","0","0","0","3200204"
"90002","0.8","6","103062","bgm_M126","-50","0","0","3","90009","0","94002","100","103062","25001","140001","5","0.8","0","0.8","1","1","0","32004","0","bgm_M126","90008","40004","320040306","1.2","1","90","0.8","100","320040106","502004311","0","0","0","3200205"
