4fe7579065382c05a90e8026c262d5e8e7c26654ba0b869da2d4c1ef333cd004,1284159eb99fd98ebf8ec51d350b02159cab1dad595e8d4360879b4dbd9960c0,f3e022269b2aff31286afe3ad384d45c638b7bd2bc9704f3a06803124cd5a61a,eeea4f7bc0c9653e7c03759ca2fb27e3d9044e16a1779b5130e077ebd8d89c73,046a7fd1579bdc1fc43340b94a13414df0541b7d6fae93254c8696f7cd558759,3cf80c5be6334663ea5c401501ce371ba2dae3a7fce21eaefff4377588f2e957,70e923a3348072140a348292e02e728c8640646a11d957b689dfda6112f4567e,69364b65be0528cd13429db62e9c91aa749390a51e033e857810a4e2240f74c0,7eff1fb36285592878e017e574afc8126d8b37b3b979757599839af1fc722d57,eff672e9d090c7d5d90b789599c09060bb00e3631d4db3620f639a6f56cd375b,94de51279ce26f6ae8422de47d4844e4a64e542ddc639511ad102f5f1761ef4b
"20131","1201310003","110","mana","0","1","-75","0","5","0","0"
"20131","1201310004","","","0","","","","91","",""
"20131","1201310005","","","10","","","","93","0",""
"20131","1201310006","","","1201310005","","","","101","",""
"20131","1201310007","0","","0","0","","","3","none",""
"20131","1201310008","","","0","","","","91","",""
"20132","1201320001","","","104411","","","","13","103",""
"20132","1201320002","","","100711","","","","13","104",""
"20132","1201320003","0","","104411","0.2","1","","3","travel_topdrama_r_2000_talk_doya_in","travel_topdrama_r_2000_talk_doya_loop"
"20132","1201320004","0","","vo_travel_talk","","","","21","vo_travel_talk_20013_00","0"
"20132","1201320005","10","0","104411","0","1","0","11","差不多該開始準備紮營了呢。\n但是食材只能就地取材了呢，\n要捕捉動物還是要採山菜呢……","1"
"20132","1201320006","","","0","","","","91","",""
"20132","1201320007","1","","104411","0.2","","","3","travel_topdrama_r_2000_idle_doya",""
"20132","1201320008","1","","100711","0.2","1","","3","travel_topdrama_r_2000_talk_anger",""
"20132","1201320009","0","","vo_travel_talk","","","","21","vo_travel_talk_20013_01","0"
"20132","1201320010","10","0","100711","0","1","0","11","唉～！？宮子不想吃那種東西！\n宮子的三餐都要吃布丁～！\n在附近找出布丁來～！","1"
"20132","1201320011","","","0","","","","91","",""
"20132","1201320012","1","","100711","0.2","","","3","travel_topdrama_r_2000_idle_anger",""
"20132","1201320013","0","","104411","0.2","1","","3","travel_topdrama_r_2000_talk_doya_in_surprise","travel_topdrama_r_2000_talk_doya_loop_surprise"
"20132","1201320014","0","","vo_travel_talk","","","","21","vo_travel_talk_20013_02","0"
"20132","1201320015","10","0","104411","0","1","0","11","不要強求不存在的東西呀。\n而且在忍耐完成工作後的布丁\n可是特別美味的喔。現在就忍忍吧。","1"
"20132","1201320016","","","0","","","","91","",""
"20132","1201320017","1","","104411","0.2","","","3","travel_topdrama_r_2000_idle_doya_surprise",""
"20132","1201320018","","","","","","","112","",""
"20132","1201320019","","","0","","","","91","",""
"20141","1201410001","102","travel_topdrama_r_2000_idle_sad","1","0.8","-68","1","1","102511","42"
"20141","1201410002","101","travel_topdrama_r_2000_idle_normal","1","0.8","-68","0","1","102811","-42"
"20141","1201410003","110","mana","0","1","-75","0","5","0","0"
"20141","1201410004","","","0","","","","91","",""
"20141","1201410005","","","10","","","","93","0",""
"20141","1201410006","","","1201410005","","","","101","",""
"20141","1201410007","0","","0","0","","","3","none",""
"20141","1201410008","","","0","","","","91","",""
"20142","1201420001","","","102511","","","","13","103",""
"20142","1201420002","","","102811","","","","13","104",""
"20142","1201420003","0","","102511","0.2","1","","3","travel_topdrama_r_2000_talk_sad_in","travel_topdrama_r_2000_talk_sad_loop"
"20142","1201420004","0","","vo_travel_talk","","","","21","vo_travel_talk_20014_00","0"
"20142","1201420005","10","0","102511","0","1","0","11","前方OK、後方OK，左右也OK……！\n在這次冒險，要讓大小姐知道\n我不只是光會出包的……呀啊！？","1"
"20142","1201420006","","","0","","","","91","",""
"20142","1201420007","0","","102511","0.2","1","","3","travel_topdrama_r_2014_falldown","travel_topdrama_r_2000_idle_sad_cry"
"20142","1201420008","0","","102811","0.2","1","","3","travel_topdrama_r_2000_talk_surprise2_in","travel_topdrama_r_2000_talk_surprise2_loop"
"20142","1201420009","0","","vo_travel_talk","","","","21","vo_travel_talk_20014_01","0"
"20142","1201420010","10","0","102811","0","1","0","11","危險……！被石頭絆倒了嗎？\n真是的，要小心點唷？\n我可是很依賴妳的唷。","1"
"20142","1201420011","","","0","","","","91","",""
"20142","1201420012","1","","102811","0.2","","","3","travel_topdrama_r_2000_idle_arm_crossed",""
"20142","1201420013","1","","102511","0.2","","","3","travel_topdrama_r_2000_talk_sad_loop_cry",""
"20142","1201420014","0","","vo_travel_talk","","","","21","vo_travel_talk_20014_02","0"
"20142","1201420015","10","0","102511","0","1","0","11","嗚嗚，非常感謝……！\n為了回應大小姐的期待，\n之後會只注意腳邊走路！","1"
"20142","1201420016","","","0","","","","91","",""
"20142","1201420017","1","","102511","0.2","","","3","travel_topdrama_r_2000_idle_sad_cry",""
"20142","1201420018","","","","","","","112","d",""
"20142","1201420019","","","0","","","","91","",""
"20151","1201510001","101","travel_topdrama_r_2000_idle_arm_crossed","1","0.8","-68","1","1","103211","42"
"20151","1201510002","102","travel_topdrama_r_2000_idle_normal","1","0.8","-68","0","1","103411","-42"
"20151","1201510003","110","mana","0","1","-75","0","5","0","0"
"20151","1201510004","","","0","","","","91","",""
"20151","1201510005","","","10","","","","93","0",""
"20151","1201510006","","","1201510005","","","","101","",""
"20151","1201510007","0","","0","0","","","3","none",""
"20151","1201510008","","","0","","","","91","",""
"20152","1201520001","","","103211","","","","13","103",""
"20152","1201520002","","","103411","","","","13","104",""
"20152","1201520003","0","","103211","0.2","1","","3","travel_topdrama_r_2000_talk_arm_crossed_in","travel_topdrama_r_2000_talk_arm_crossed_loop"
"20152","1201520004","0","","vo_travel_talk","","","","21","vo_travel_talk_20015_00","0"
"20152","1201520005","10","0","103211","0","1","0","11","雖然走路冒險也不錯，\n但會不會太費力了。\n對了！把飛空艇叫過來……","1"
"20152","1201520006","","","0","","","","91","",""
"20152","1201520007","1","","103211","0.2","","","3","travel_topdrama_r_2000_idle_arm_crossed",""
"20152","1201520008","0","","103411","0.2","1","","3","travel_topdrama_r_2000_talk_sad_in_surprise2","travel_topdrama_r_2000_talk_sad_loop_surprise2"
"20152","1201520009","0","","vo_travel_talk","","","","21","vo_travel_talk_20015_01","0"
"20152","1201520010","10","0","103411","0","1","0","11","不行不行，秋乃絕對不行！\n最近已經支出了不少消費了，\n飛那麼長的距離的話會破產的！","1"
"20152","1201520011","","","0","","","","91","",""
"20152","1201520012","1","","103411","0.2","","","3","travel_topdrama_r_2000_idle_normal",""
"20152","1201520013","0","","103211","0.2","1","","3","travel_topdrama_r_2000_talk_doya_in_surprise","travel_topdrama_r_2000_talk_doya_loop_surprise"
"20152","1201520014","0","","vo_travel_talk","","","","21","vo_travel_talk_20015_02","0"
"20152","1201520015","10","0","103211","0","1","0","11","哈，真沒辦法呢。\n那麼就轉換下心情，悠閒地\n享受冒險吧♪","1"
"20152","1201520016","","","0","","","","91","",""
"20152","1201520017","1","","103211","0.2","","","3","travel_topdrama_r_2000_idle_doya_surprise",""
"20152","1201520018","","","","","","","112","",""
"20152","1201520019","","","0","","","","91","",""
"20161","1201610001","101","travel_topdrama_r_2000_idle_kyapi","1","0.8","-68","1","1","101611","42"
"20161","1201610002","102","travel_topdrama_r_2000_idle_wish_joy","1","0.8","-68","0","1","101811","-42"
"20161","1201610003","110","mana","0","1","-75","0","5","0","0"
"20161","1201610004","","","0","","","","91","",""
"20161","1201610005","","","10","","","","93","0",""
"20161","1201610006","","","1201610005","","","","101","",""
"20161","1201610007","0","","0","0","","","3","none",""
"20161","1201610008","","","0","","","","91","",""
"20162","1201620001","","","101611","","","","13","103",""
"20162","1201620002","","","101811","","","","13","104",""
"20162","1201620003","0","","101611","0.2","1","","3","travel_topdrama_r_2000_talk_kyapi_in","travel_topdrama_r_2000_talk_kyapi_loop"
"20162","1201620004","0","","vo_travel_talk","","","","21","vo_travel_talk_20016_00","0"
"20162","1201620005","10","0","101611","0","1","0","11","吶吶吶！\n大家一起拍個紀念照吧？\n之後回顧時的一定感人的！","1"
"20162","1201620006","","","0","","","","91","",""
"20162","1201620007","1","","101611","0.2","","","3","travel_topdrama_r_2000_idle_kyapi",""
"20162","1201620008","1","","101811","0.2","","","3","travel_topdrama_r_2000_talk_wish_loop_joy",""
"20162","1201620009","0","","vo_travel_talk","","","","21","vo_travel_talk_20016_01","0"
"20162","1201620010","10","0","101811","0","1","0","11","老師也贊成喔～我之後會讓妳記錄下\n這次的冒險的，\n到時候也貼上照片吧♪","1"
"20162","1201620011","","","0","","","","91","",""
"20162","1201620012","1","","101811","0.2","","","3","travel_topdrama_r_2000_idle_wish_joy",""
"20162","1201620013","0","","101611","0.2","1","","3","travel_topdrama_r_2000_talk_doya_in_faceAnger","travel_topdrama_r_2000_talk_doya_loop_faceAnger"
"20162","1201620014","0","","vo_travel_talk","","","","21","vo_travel_talk_20016_02","0"
"20162","1201620015","10","0","101611","0","1","0","11","咦，真的假的……？\n完蛋了～完全當成是在觀光，\n都沒做記錄呀～！","1"
"20162","1201620016","","","0","","","","91","",""
"20162","1201620017","1","","101611","0.2","","","3","travel_topdrama_r_2000_idle_doya_faceAnger",""
"20162","1201620018","","","","","","","112","",""
"20162","1201620019","","","0","","","","91","",""
"20171","1201710001","101","travel_topdrama_r_2000_idle_doya","1","0.8","-68","1","1","106511","42"
"20171","1201710002","102","travel_topdrama_r_2000_idle_normal","1","0.8","-68","0","1","106611","-42"
"20171","1201710003","110","mana","0","1","-75","0","5","0","0"
"20171","1201710004","","","0","","","","91","",""
"20171","1201710005","","","10","","","","93","0",""
"20171","1201710006","","","1201710005","","","","101","",""
"20171","1201710007","0","","0","0","","","3","none",""
"20171","1201710008","","","0","","","","91","",""
"20172","1201720001","","","106511","","","","13","103",""
"20172","1201720002","","","106611","","","","13","104",""
"20172","1201720003","0","","106511","0.2","1","","3","travel_topdrama_r_2000_talk_doya_in","travel_topdrama_r_2000_talk_doya_loop"
"20172","1201720004","0","","vo_travel_talk","","","","21","vo_travel_talk_20017_00","0"
"20172","1201720005","10","0","106511","0","1","0","11","這樣出遠門也挺不錯的，\n途中遭遇到強力的魔物的話，\n說不定能打場不錯的架。","1"
"20172","1201720006","","","0","","","","91","",""
"20172","1201720007","1","","106511","0.2","","","3","travel_topdrama_r_2000_idle_doya",""
"20172","1201720008","0","","106611","0.2","1","","3","travel_topdrama_r_2000_talk_arm_crossed_in_sad","travel_topdrama_r_2000_talk_arm_crossed_loop_sad"
"20172","1201720009","0","","vo_travel_talk","","","","21","vo_travel_talk_20017_01","0"
"20172","1201720010","10","0","106611","0","1","0","11","還是老樣子的打架狂呢……\n我想快點把這麻煩的工作扔在一旁，\n迅速回到蘭德索爾呀。","1"
"20172","1201720011","","","0","","","","91","",""
"20172","1201720012","1","","106611","0.2","","","3","travel_topdrama_r_2000_idle_arm_crossed_sad",""
"20172","1201720013","0","","106511","0.2","1","","3","travel_topdrama_r_2000_talk_doya_in_surprise","travel_topdrama_r_2000_talk_doya_loop_surprise"
"20172","1201720014","0","","vo_travel_talk","","","","21","vo_travel_talk_20017_02","0"
"20172","1201720015","10","0","106511","0","1","0","11","喂喂，別說那麼無趣的話嘛\n確實這項工作挺辛苦的，但也因此\n保持愉快的心情是很重要的喔。","1"
"20172","1201720016","","","0","","","","91","",""
"20172","1201720017","1","","106511","0.2","","","3","travel_topdrama_r_2000_idle_doya_surprise",""
"20172","1201720018","","","","","","","112","",""
"20172","1201720019","","","0","","","","91","",""
"20181","1201810001","101","travel_topdrama_r_2000_idle_sad","1","0.8","-68","1","1","118011","0"
"20181","1201810002","110","mana","0","1","-75","0","5","0","0"
"20181","1201810003","","","0","","","","91","",""
"20181","1201810004","","","10","","","","93","0",""
"20181","1201810005","","","1201810004","","","","101","",""
"20181","1201810006","0","","0","0","","","3","none",""
"20181","1201810007","","","0","","","","91","",""
"20182","1201820001","","","118011","","","","13","103",""
"20182","1201820002","0","","118011","0.2","1","","3","travel_topdrama_r_2000_talk_sad_in","travel_topdrama_r_2000_talk_sad_loop"
"20182","1201820003","0","","vo_travel_talk","","","","21","vo_travel_talk_20018_00","0"
"20182","1201820004","10","0","118011","0","1","0","11","呼……呼……！\n我是個文官，原本像這樣的探索工作，\n並不在我的管轄範圍內啊……！","1"
"20182","1201820005","","","0","","","","91","",""
"20182","1201820006","0","","118011","0.2","1","","3","travel_topdrama_r_2000_talk_doya_in","travel_topdrama_r_2000_talk_doya_loop"
"20182","1201820007","0","","vo_travel_talk","","","","21","vo_travel_talk_20018_01","0"
"20182","1201820008","10","0","118011","0","1","0","11","既然是陛下親自下達的命令，\n我克蕾琪塔‧凱許！\n無論如何都會設法尋獲\n讓陛下心滿意足的大祕寶！","1"
"20182","1201820009","","","0","","","","91","",""
"20182","1201820010","1","","118011","0.2","","","3","travel_topdrama_r_2000_talk_thinking",""
"20182","1201820011","0","","vo_travel_talk","","","","21","vo_travel_talk_20018_02","0"
"20182","1201820012","10","0","118011","0","1","0","11","……而且如果空手而歸，\n感覺又會被祕書碎碎唸呀。\n我要瘋狂賺錢，\n好讓她啞口無言～！","1"
"20182","1201820013","","","0","","","","91","",""
"20182","1201820014","0","","118011","0.2","1","","3","travel_topdrama_r_2000_eieio_in","travel_topdrama_r_2000_eieio_loop"
"20182","1201820015","","","0","","","","91","",""
"20182","1201820016","","","","","","","112","",""
"20182","1201820017","","","0","","","","91","",""
"20191","1201910001","101","travel_topdrama_r_2000_idle_smile","1","0.8","-68","1","1","106111","42"
"20191","1201910002","102","travel_topdrama_r_2000_idle_doya_sad","1","0.8","-68","0","1","107011","-42"
"20191","1201910003","110","mana","0","1","-75","0","5","0","0"
"20191","1201910004","","","0","","","","91","",""
"20191","1201910005","","","10","","","","93","0",""
"20191","1201910006","","","1201910005","","","","101","",""
"20191","1201910007","0","","0","0","","","3","none",""
"20191","1201910008","","","0","","","","91","",""
"20192","1201920001","","","106111","","","","13","103",""
"20192","1201920002","","","107011","","","","13","104",""
"20192","1201920003","0","","106111","0.2","1","","3","travel_topdrama_r_2000_eieio_in","travel_topdrama_r_2000_eieio_loop"
"20192","1201920004","0","","vo_travel_talk","","","","21","vo_travel_talk_20019_00","0"
"20192","1201920005","10","0","106111","0","1","0","11","好──！跟似似花一起冒險囉！\n難得的機會，要做點什麼壞事嗎？\n去跟七冠吵架的話一定很受人注目！","1"
"20192","1201920006","","","0","","","","91","",""
"20192","1201920007","1","","106111","0.2","","","3","travel_topdrama_r_2000_eieio_loop",""
"20192","1201920008","0","","107011","0.2","1","","3","travel_topdrama_r_2000_talk_doya_in_sad","travel_topdrama_r_2000_talk_doya_loop_sad"
"20192","1201920009","0","","vo_travel_talk","","","","21","vo_travel_talk_20019_01","0"
"20192","1201920010","10","0","107011","0","1","0","11","哈……恕我鄭重拒絕。\n那種壞事應該要小心不被人發現，\n偷偷去做的唷。","1"
"20192","1201920011","","","0","","","","91","",""
"20192","1201920012","1","","107011","0.2","","","3","travel_topdrama_r_2000_idle_doya_sad",""
"20192","1201920013","0","","106111","0.2","1","","3","travel_topdrama_r_2000_talk_guts2_in_joy","travel_topdrama_r_2000_talk_guts2_loop_joy"
"20192","1201920014","0","","vo_travel_talk","","","","21","vo_travel_talk_20019_02","0"
