a95fd8d888a52aa0fed208ccdacab1da8292814f5826d8ab049fd7a2bca77bfc,2289b3429cf27d57466768288649eaca543dd475e8421703e1f1b75611221454,1faaee02670937315aa9f50a73f025ce8c26225dcd8bcdac69334a65b30e9d35,7e3354dbc7375761b573b440ec96e580897ef98c6526bd6f2227cee6003f8fc0,59f50ef87fb75fbdeaf37a5340f7a5ec62d5df5f6777cc1afafbab2c70349b4a
"94002","71014024","200000","12","10014046"
"91002","71014025","50","8","10014047"
"31012","71014026","1","2","10014048"
"31012","71014027","1","2","10014049"
"31012","71014028","1","2","10014050"
"31012","71014029","1","2","10014051"
"31012","71014030","1","2","10014052"
"31012","71014031","4","2","10014053"
"60142","61015001","5","2","10015001"
"60142","61015002","5","2","10015002"
"91002","71015001","30","8","10015003"
"22002","71015001","1","2","10015004"
"91002","71015002","30","8","10015005"
"22002","71015002","1","2","10015006"
"91002","71015003","30","8","10015007"
"22002","71015003","1","2","10015008"
"91002","71015004","30","8","10015009"
"22002","71015004","1","2","10015010"
"91002","71015005","30","8","10015011"
"22002","71015005","1","2","10015012"
"91002","71015006","30","8","10015013"
"22002","71015006","1","2","10015014"
"91002","71015007","30","8","10015015"
"22002","71015007","1","2","10015016"
"91002","71015008","30","8","10015017"
"22002","71015008","1","2","10015018"
"91002","71015009","30","8","10015019"
"22002","71015009","1","2","10015020"
"91002","71015010","30","8","10015021"
"22002","71015010","1","2","10015022"
"91002","71015011","30","8","10015023"
"22002","71015011","1","2","10015024"
"91002","71015012","30","8","10015025"
"22002","71015012","1","2","10015026"
"91002","71015013","30","8","10015027"
"22002","71015013","1","2","10015028"
"91002","71015014","30","8","10015029"
"22002","71015014","1","2","10015030"
"91002","71015015","30","8","10015031"
"22002","71015015","1","2","10015032"
"91002","71015016","60","8","10015033"
"22002","71015016","2","2","10015034"
"91002","71015017","60","8","10015035"
"22002","71015017","2","2","10015036"
"91002","71015018","60","8","10015037"
"22002","71015018","2","2","10015038"
"91002","71015019","60","8","10015039"
"22002","71015019","2","2","10015040"
"91002","71015020","60","8","10015041"
"22002","71015020","2","2","10015042"
"94002","71015021","50000","12","10015043"
"94002","71015022","100000","12","10015044"
"94002","71015023","150000","12","10015045"
"94002","71015024","200000","12","10015046"
"91002","71015025","50","8","10015047"
"31053","71015026","1","2","10015048"
"31053","71015027","1","2","10015049"
"31053","71015028","2","2","10015050"
"31053","71015029","2","2","10015051"
"31053","71015030","4","2","10015052"
"31053","71015031","10","2","10015053"
"31053","81015001","2","2","10015054"
"91002","81015001","30","8","10015055"
"60142","81015002","100","2","10015056"
"94002","81015002","30000","12","10015057"
"60142","81015003","100","2","10015058"
"94002","81015003","30000","12","10015059"
"31053","81015004","2","2","10015060"
"91002","81015004","30","8","10015061"
"60142","81015005","100","2","10015062"
"94002","81015005","30000","12","10015063"
"60142","81015006","100","2","10015064"
"94002","81015006","30000","12","10015065"
"31053","81015007","2","2","10015066"
"91002","81015007","30","8","10015067"
"60152","61016001","5","2","10016001"
"60152","61016002","5","2","10016002"
"91002","71016001","30","8","10016003"
"22002","71016001","1","2","10016004"
"91002","71016002","30","8","10016005"
"22002","71016002","1","2","10016006"
"91002","71016003","30","8","10016007"
"22002","71016003","1","2","10016008"
"91002","71016004","30","8","10016009"
"22002","71016004","1","2","10016010"
"91002","71016005","30","8","10016011"
"22002","71016005","1","2","10016012"
"91002","71016006","30","8","10016013"
"22002","71016006","1","2","10016014"
"91002","71016007","30","8","10016015"
"22002","71016007","1","2","10016016"
"91002","71016008","30","8","10016017"
"22002","71016008","1","2","10016018"
"91002","71016009","30","8","10016019"
"22002","71016009","1","2","10016020"
"91002","71016010","30","8","10016021"
"22002","71016010","1","2","10016022"
"91002","71016011","30","8","10016023"
"22002","71016011","1","2","10016024"
"91002","71016012","30","8","10016025"
"22002","71016012","1","2","10016026"
"91002","71016013","30","8","10016027"
"22002","71016013","1","2","10016028"
"91002","71016014","30","8","10016029"
"22002","71016014","1","2","10016030"
"91002","71016015","30","8","10016031"
"22002","71016015","1","2","10016032"
"91002","71016016","60","8","10016033"
"22002","71016016","2","2","10016034"
"91002","71016017","60","8","10016035"
"22002","71016017","2","2","10016036"
"91002","71016018","60","8","10016037"
"22002","71016018","2","2","10016038"
"91002","71016019","60","8","10016039"
"22002","71016019","2","2","10016040"
"91002","71016020","60","8","10016041"
"22002","71016020","2","2","10016042"
"94002","71016021","50000","12","10016043"
"94002","71016022","100000","12","10016044"
"94002","71016023","150000","12","10016045"
"94002","71016024","200000","12","10016046"
"91002","71016025","50","8","10016047"
"31020","71016026","1","2","10016048"
"31020","71016027","1","2","10016049"
"31020","71016028","1","2","10016050"
"31020","71016029","1","2","10016051"
"31020","71016030","1","2","10016052"
"31020","71016031","4","2","10016053"
"60162","61017001","5","2","10017001"
"60162","61017002","5","2","10017002"
"91002","71017001","30","8","10017003"
"22002","71017001","1","2","10017004"
"91002","71017002","30","8","10017005"
"22002","71017002","1","2","10017006"
"91002","71017003","30","8","10017007"
"22002","71017003","1","2","10017008"
"91002","71017004","30","8","10017009"
"22002","71017004","1","2","10017010"
"91002","71017005","30","8","10017011"
"22002","71017005","1","2","10017012"
"91002","71017006","30","8","10017013"
"22002","71017006","1","2","10017014"
"91002","71017007","30","8","10017015"
"22002","71017007","1","2","10017016"
"91002","71017008","30","8","10017017"
"22002","71017008","1","2","10017018"
"91002","71017009","30","8","10017019"
"22002","71017009","1","2","10017020"
"91002","71017010","30","8","10017021"
"22002","71017010","1","2","10017022"
"91002","71017011","30","8","10017023"
"22002","71017011","1","2","10017024"
"91002","71017012","30","8","10017025"
"22002","71017012","1","2","10017026"
"91002","71017013","30","8","10017027"
"22002","71017013","1","2","10017028"
"91002","71017014","30","8","10017029"
"22002","71017014","1","2","10017030"
"91002","71017015","30","8","10017031"
"22002","71017015","1","2","10017032"
"91002","71017016","60","8","10017033"
"22002","71017016","2","2","10017034"
"91002","71017017","60","8","10017035"
"22002","71017017","2","2","10017036"
"91002","71017018","60","8","10017037"
"22002","71017018","2","2","10017038"
"91002","71017019","60","8","10017039"
"22002","71017019","2","2","10017040"
"91002","71017020","60","8","10017041"
"22002","71017020","2","2","10017042"
"94002","71017021","50000","12","10017043"
"94002","71017022","100000","12","10017044"
"94002","71017023","150000","12","10017045"
"94002","71017024","200000","12","10017046"
"91002","71017025","50","8","10017047"
"31098","71017026","1","2","10017048"
"31098","71017027","1","2","10017049"
"31098","71017028","2","2","10017050"
"31098","71017029","2","2","10017051"
"31098","71017030","4","2","10017052"
"109801","71017031","1","1","10017053"
"31098","71017032","10","2","10017054"
"31098","81017001","2","2","10017055"
"91002","81017001","30","8","10017056"
"60162","81017002","100","2","10017057"
"94002","81017002","30000","12","10017058"
"60162","81017003","100","2","10017059"
"94002","81017003","30000","12","10017060"
"31098","81017004","2","2","10017061"
"91002","81017004","30","8","10017062"
"60162","81017005","100","2","10017063"
"94002","81017005","30000","12","10017064"
"60162","81017006","100","2","10017065"
"94002","81017006","30000","12","10017066"
"31098","81017007","2","2","10017067"
"91002","81017007","30","8","10017068"
"91002","81017008","100","8","10017069"
"60172","61018001","5","2","10018001"
"60172","61018002","5","2","10018002"
"91002","71018001","30","8","10018003"
"22002","71018001","1","2","10018004"
"91002","71018002","30","8","10018005"
"22002","71018002","1","2","10018006"
"91002","71018003","30","8","10018007"
"22002","71018003","1","2","10018008"
"91002","71018004","30","8","10018009"
"22002","71018004","1","2","10018010"
"91002","71018005","30","8","10018011"
"22002","71018005","1","2","10018012"
"91002","71018006","30","8","10018013"
"22002","71018006","1","2","10018014"
"91002","71018007","30","8","10018015"
"22002","71018007","1","2","10018016"
"91002","71018008","30","8","10018017"
"22002","71018008","1","2","10018018"
"91002","71018009","30","8","10018019"
"22002","71018009","1","2","10018020"
"91002","71018010","30","8","10018021"
"22002","71018010","1","2","10018022"
"91002","71018011","30","8","10018023"
"22002","71018011","1","2","10018024"
"91002","71018012","30","8","10018025"
"22002","71018012","1","2","10018026"
"91002","71018013","30","8","10018027"
"22002","71018013","1","2","10018028"
"91002","71018014","30","8","10018029"
"22002","71018014","1","2","10018030"
"91002","71018015","30","8","10018031"
"22002","71018015","1","2","10018032"
"91002","71018016","60","8","10018033"
"22002","71018016","2","2","10018034"
"91002","71018017","60","8","10018035"
"22002","71018017","2","2","10018036"
"91002","71018018","60","8","10018037"
"22002","71018018","2","2","10018038"
"91002","71018019","60","8","10018039"
"22002","71018019","2","2","10018040"
"91002","71018020","60","8","10018041"
"22002","71018020","2","2","10018042"
"94002","71018021","50000","12","10018043"
"94002","71018022","100000","12","10018044"
"94002","71018023","150000","12","10018045"
"94002","71018024","200000","12","10018046"
"91002","71018025","50","8","10018047"
"31010","71018026","1","2","10018048"
"31010","71018027","1","2","10018049"
"31010","71018028","1","2","10018050"
"31010","71018029","1","2","10018051"
"31010","71018030","1","2","10018052"
"31010","71018031","4","2","10018053"
"60182","61019001","5","2","10019001"
"60182","61019002","5","2","10019002"
"91002","71019001","30","8","10019003"
"22002","71019001","1","2","10019004"
"91002","71019002","30","8","10019005"
"22002","71019002","1","2","10019006"
"91002","71019003","30","8","10019007"
"22002","71019003","1","2","10019008"
"91002","71019004","30","8","10019009"
"22002","71019004","1","2","10019010"
"91002","71019005","30","8","10019011"
"22002","71019005","1","2","10019012"
"91002","71019006","30","8","10019013"
"22002","71019006","1","2","10019014"
"91002","71019007","30","8","10019015"
"22002","71019007","1","2","10019016"
"91002","71019008","30","8","10019017"
"22002","71019008","1","2","10019018"
"91002","71019009","30","8","10019019"
"22002","71019009","1","2","10019020"
"91002","71019010","30","8","10019021"
"22002","71019010","1","2","10019022"
"91002","71019011","30","8","10019023"
"22002","71019011","1","2","10019024"
"91002","71019012","30","8","10019025"
"22002","71019012","1","2","10019026"
"91002","71019013","30","8","10019027"
"22002","71019013","1","2","10019028"
"91002","71019014","30","8","10019029"
"22002","71019014","1","2","10019030"
"91002","71019015","30","8","10019031"
"22002","71019015","1","2","10019032"
"91002","71019016","60","8","10019033"
"22002","71019016","2","2","10019034"
"91002","71019017","60","8","10019035"
"22002","71019017","2","2","10019036"
"91002","71019018","60","8","10019037"
"22002","71019018","2","2","10019038"
"91002","71019019","60","8","10019039"
"22002","71019019","2","2","10019040"
"91002","71019020","60","8","10019041"
"22002","71019020","2","2","10019042"
"94002","71019021","50000","12","10019043"
"94002","71019022","100000","12","10019044"
"94002","71019023","150000","12","10019045"
"94002","71019024","200000","12","10019046"
"91002","71019025","50","8","10019047"
"31101","71019026","1","2","10019048"
"31101","71019027","1","2","10019049"
"31101","71019028","2","2","10019050"
"31101","71019029","2","2","10019051"
"31101","71019030","4","2","10019052"
"110101","71019031","1","1","10019053"
"31101","71019032","10","2","10019054"
"31101","81019001","2","2","10019055"
"91002","81019001","30","8","10019056"
"60182","81019002","100","2","10019057"
"94002","81019002","30000","12","10019058"
"60182","81019003","100","2","10019059"
"94002","81019003","30000","12","10019060"
"31101","81019004","2","2","10019061"
"91002","81019004","30","8","10019062"
"60182","81019005","100","2","10019063"
"94002","81019005","30000","12","10019064"
"60182","81019006","100","2","10019065"
"94002","81019006","30000","12","10019066"
"31101","81019007","2","2","10019067"
"91002","81019007","30","8","10019068"
"91002","81019008","100","8","10019069"
"60192","61020001","5","2","10020001"
"60192","61020002","5","2","10020002"
"91002","71020001","30","8","10020003"
"22002","71020001","1","2","10020004"
"91002","71020002","30","8","10020005"
"22002","71020002","1","2","10020006"
"91002","71020003","30","8","10020007"
"22002","71020003","1","2","10020008"
"91002","71020004","30","8","10020009"
"22002","71020004","1","2","10020010"
"91002","71020005","30","8","10020011"
"22002","71020005","1","2","10020012"
"91002","71020006","30","8","10020013"
"22002","71020006","1","2","10020014"
"91002","71020007","30","8","10020015"
"22002","71020007","1","2","10020016"
"91002","71020008","30","8","10020017"
"22002","71020008","1","2","10020018"
"91002","71020009","30","8","10020019"
"22002","71020009","1","2","10020020"
"91002","71020010","30","8","10020021"
"22002","71020010","1","2","10020022"
"91002","71020011","30","8","10020023"
"22002","71020011","1","2","10020024"
"91002","71020012","30","8","10020025"
"22002","71020012","1","2","10020026"
"91002","71020013","30","8","10020027"
"22002","71020013","1","2","10020028"
"91002","71020014","30","8","10020029"
"22002","71020014","1","2","10020030"
"91002","71020015","30","8","10020031"
"22002","71020015","1","2","10020032"
"91002","71020016","60","8","10020033"
"22002","71020016","2","2","10020034"
